"","DateTime","CU.SDDR..BHZ.M"
"339",2010-01-12 21:56:20,312852.9975
"340",2010-01-12 21:56:30,-80562.18
"341",2010-01-12 21:56:40,2547.235
"342",2010-01-12 21:56:50,-171401.135
"343",2010-01-12 21:57:00,172037.3675
"344",2010-01-12 21:57:10,14709.2425
"345",2010-01-12 21:57:20,-216310.675
"346",2010-01-12 21:57:30,30689.6725
"347",2010-01-12 21:57:40,-65518.0525
"348",2010-01-12 21:57:50,212167.0425
"349",2010-01-12 21:58:00,-416324.6425
"350",2010-01-12 21:58:10,484316.6125
"351",2010-01-12 21:58:20,51428.25
"352",2010-01-12 21:58:30,-215547.9875
"353",2010-01-12 21:58:40,-9381.8625
"354",2010-01-12 21:58:50,165554.9575
"355",2010-01-12 21:59:00,-117327.835
"356",2010-01-12 21:59:10,-175495.205
"357",2010-01-12 21:59:20,12588.65
"358",2010-01-12 21:59:30,206269.3775
"359",2010-01-12 21:59:40,-136911.6175
"360",2010-01-12 21:59:50,-380140.84
"361",2010-01-12 22:00:00,289209.1825
"362",2010-01-12 22:00:10,-18246.1525
"363",2010-01-12 22:00:20,-9597.5125
"364",2010-01-12 22:00:30,35488.155
"365",2010-01-12 22:00:40,64225.7075
"366",2010-01-12 22:00:50,-45302.645
"367",2010-01-12 22:01:00,29408.6975
"368",2010-01-12 22:01:10,-28660.47
"369",2010-01-12 22:01:20,102338.75
"370",2010-01-12 22:01:30,-208242.1325
"371",2010-01-12 22:01:40,229254.2575
"372",2010-01-12 22:01:50,-172305.8
"373",2010-01-12 22:02:00,-51895.5625
"374",2010-01-12 22:02:10,-89118.475
"375",2010-01-12 22:02:20,3131.8375
"376",2010-01-12 22:02:30,-27751.765
"377",2010-01-12 22:02:40,174700.8975
"378",2010-01-12 22:02:50,66202.805
"379",2010-01-12 22:03:00,-39631.21
"380",2010-01-12 22:03:10,71184.135
"381",2010-01-12 22:03:20,-47604.8525
"382",2010-01-12 22:03:30,8390.26
"383",2010-01-12 22:03:40,-44369.6375
"384",2010-01-12 22:03:50,134245.7
"385",2010-01-12 22:04:00,35430.9375
"386",2010-01-12 22:04:10,-72265.61
"387",2010-01-12 22:04:20,1275.1025
"388",2010-01-12 22:04:30,120469.975
"389",2010-01-12 22:04:40,-39539.5925
"390",2010-01-12 22:04:50,150928.2725
"391",2010-01-12 22:05:00,-129605.13
"392",2010-01-12 22:05:10,-10157.8525
"393",2010-01-12 22:05:20,7760.0025
"394",2010-01-12 22:05:30,-47969.285
"395",2010-01-12 22:05:40,-10668.12
"396",2010-01-12 22:05:50,41800.895
"397",2010-01-12 22:06:00,-34001.675
"398",2010-01-12 22:06:10,62510.6825
"399",2010-01-12 22:06:20,-59783.445
"400",2010-01-12 22:06:30,89987.1
"401",2010-01-12 22:06:40,-18054.82
"402",2010-01-12 22:06:50,-111952.325
"403",2010-01-12 22:07:00,56505.7075
"404",2010-01-12 22:07:10,89842.3075
"405",2010-01-12 22:07:20,-92697.1125
"406",2010-01-12 22:07:30,27025.6625
"407",2010-01-12 22:07:40,35845.61
"408",2010-01-12 22:07:50,-126587.2875
"409",2010-01-12 22:08:00,18371.2525
"410",2010-01-12 22:08:10,-1692.915
"411",2010-01-12 22:08:20,117640.15
"412",2010-01-12 22:08:30,-83533.37
"413",2010-01-12 22:08:40,161964.19
"414",2010-01-12 22:08:50,-82385.68
"415",2010-01-12 22:09:00,17090.0175
"416",2010-01-12 22:09:10,-26717.7725
"417",2010-01-12 22:09:20,-56858.5375
"418",2010-01-12 22:09:30,82674.885
"419",2010-01-12 22:09:40,3482.43
"420",2010-01-12 22:09:50,89408.0175
"421",2010-01-12 22:10:00,-15268.645
"422",2010-01-12 22:10:10,-46422.6725
"423",2010-01-12 22:10:20,-105781.2875
"424",2010-01-12 22:10:30,115506.895
"425",2010-01-12 22:10:40,-19692.3925
"426",2010-01-12 22:10:50,23609.6825
"427",2010-01-12 22:11:00,-23865.99
"428",2010-01-12 22:11:10,37668.8425
"429",2010-01-12 22:11:20,-15713.005
"430",2010-01-12 22:11:30,-20362.8525
"431",2010-01-12 22:11:40,44725.6475
"432",2010-01-12 22:11:50,26635.15
"433",2010-01-12 22:12:00,3383.0025
"434",2010-01-12 22:12:10,-41311.945
"435",2010-01-12 22:12:20,43655.53
"436",2010-01-12 22:12:30,-25717.8125
"437",2010-01-12 22:12:40,-21258.04
"438",2010-01-12 22:12:50,45584.1125
"439",2010-01-12 22:13:00,-11782
"440",2010-01-12 22:13:10,34382.2975
"441",2010-01-12 22:13:20,-20702.0475
"442",2010-01-12 22:13:30,-32011.6825
"443",2010-01-12 22:13:40,50362.365
"444",2010-01-12 22:13:50,5110.6475
"445",2010-01-12 22:14:00,32157.3975
"446",2010-01-12 22:14:10,-43620.0875
"447",2010-01-12 22:14:20,60460.43
"448",2010-01-12 22:14:30,-32211.9325
"449",2010-01-12 22:14:40,-7966.63
"450",2010-01-12 22:14:50,3239.9
"451",2010-01-12 22:15:00,116232.8575
"452",2010-01-12 22:15:10,-85778.6975
"453",2010-01-12 22:15:20,-50680.615
"454",2010-01-12 22:15:30,51548.8175
"455",2010-01-12 22:15:40,21136.6675
"456",2010-01-12 22:15:50,-41568.9325
"457",2010-01-12 22:16:00,7106.2725
"458",2010-01-12 22:16:10,63172.8575
"459",2010-01-12 22:16:20,-49889.7625
"460",2010-01-12 22:16:30,9951.1225
"461",2010-01-12 22:16:40,61033.17
"462",2010-01-12 22:16:50,-41747.4575
"463",2010-01-12 22:17:00,7337.74
"464",2010-01-12 22:17:10,29594.73
"465",2010-01-12 22:17:20,-20831.97
"466",2010-01-12 22:17:30,65505.31
"467",2010-01-12 22:17:40,-40721.6925
"468",2010-01-12 22:17:50,3837.7675
"469",2010-01-12 22:18:00,14752.4225
"470",2010-01-12 22:18:10,-42566.8675
"471",2010-01-12 22:18:20,66906.34
"472",2010-01-12 22:18:30,-17015.4025
"473",2010-01-12 22:18:40,-69723.8425
"474",2010-01-12 22:18:50,115867.54
"475",2010-01-12 22:19:00,-58986.225
"476",2010-01-12 22:19:10,-34124.08
"477",2010-01-12 22:19:20,527.5
"478",2010-01-12 22:19:30,85995.19
"479",2010-01-12 22:19:40,-26884.4625
"480",2010-01-12 22:19:50,3658.2375
"481",2010-01-12 22:20:00,753.655
"482",2010-01-12 22:20:10,-3063.995
"483",2010-01-12 22:20:20,41282.7275
"484",2010-01-12 22:20:30,-15500.25
"485",2010-01-12 22:20:40,-39134.2625
"486",2010-01-12 22:20:50,64932.4025
"487",2010-01-12 22:21:00,-18587.995
"488",2010-01-12 22:21:10,229.4275
"489",2010-01-12 22:21:20,6060.2725
"490",2010-01-12 22:21:30,3341.8225
"491",2010-01-12 22:21:40,-22961.7625
"492",2010-01-12 22:21:50,35541.045
"493",2010-01-12 22:22:00,14702.4825
"494",2010-01-12 22:22:10,-43722.5025
"495",2010-01-12 22:22:20,28215.1225
"496",2010-01-12 22:22:30,-11310.3025
"497",2010-01-12 22:22:40,9603.435
"498",2010-01-12 22:22:50,52565.8225
"499",2010-01-12 22:23:00,-48327.7325
"500",2010-01-12 22:23:10,14169.91
"501",2010-01-12 22:23:20,33987.85
"502",2010-01-12 22:23:30,-21132.41
"503",2010-01-12 22:23:40,22931.06
"504",2010-01-12 22:23:50,-8114.9225
"505",2010-01-12 22:24:00,-9863.6925
"506",2010-01-12 22:24:10,28371.6925
"507",2010-01-12 22:24:20,-8843.4
"508",2010-01-12 22:24:30,-33119.0975
"509",2010-01-12 22:24:40,54938.145
"510",2010-01-12 22:24:50,-33453.595
"511",2010-01-12 22:25:00,38653.92
"512",2010-01-12 22:25:10,12079.285
"513",2010-01-12 22:25:20,18579.82
"514",2010-01-12 22:25:30,-61931.6725
"515",2010-01-12 22:25:40,23471.77
"516",2010-01-12 22:25:50,12827.1175
"517",2010-01-12 22:26:00,8139.99
"518",2010-01-12 22:26:10,29763.455
"519",2010-01-12 22:26:20,-47509.0325
"520",2010-01-12 22:26:30,42179.14
"521",2010-01-12 22:26:40,-13057.665
"522",2010-01-12 22:26:50,-10834.4275
"523",2010-01-12 22:27:00,18367.9225
"524",2010-01-12 22:27:10,-1079.8875
"525",2010-01-12 22:27:20,58416.51
"526",2010-01-12 22:27:30,-24890.275
"527",2010-01-12 22:27:40,-17504.8725
"528",2010-01-12 22:27:50,-17040.9375
"529",2010-01-12 22:28:00,40756.5525
"530",2010-01-12 22:28:10,-11403.77
"531",2010-01-12 22:28:20,4100.55
"532",2010-01-12 22:28:30,8085.2825
"533",2010-01-12 22:28:40,-3688.6975
"534",2010-01-12 22:28:50,15070.905
"535",2010-01-12 22:29:00,-2881.705
"536",2010-01-12 22:29:10,6216.81
"537",2010-01-12 22:29:20,10638.1025
"538",2010-01-12 22:29:30,-3145.8625
"539",2010-01-12 22:29:40,-21044.5525
"540",2010-01-12 22:29:50,40127.4625
"541",2010-01-12 22:30:00,-1414.3125
"542",2010-01-12 22:30:10,-23242.395
"543",2010-01-12 22:30:20,19301.1925
"544",2010-01-12 22:30:30,-10351.425
"545",2010-01-12 22:30:40,30156.6325
"546",2010-01-12 22:30:50,-7109.8925
"547",2010-01-12 22:31:00,7986.4525
"548",2010-01-12 22:31:10,14829.7775
"549",2010-01-12 22:31:20,-2158.0025
"550",2010-01-12 22:31:30,-18611.24
"551",2010-01-12 22:31:40,19633.305
"552",2010-01-12 22:31:50,1397.9
"553",2010-01-12 22:32:00,-4080.8925
"554",2010-01-12 22:32:10,9388.085
"555",2010-01-12 22:32:20,3680.7275
"556",2010-01-12 22:32:30,2138.5775
"557",2010-01-12 22:32:40,13589.07
"558",2010-01-12 22:32:50,6425.34
"559",2010-01-12 22:33:00,-4935.995
"560",2010-01-12 22:33:10,16246.3825
"561",2010-01-12 22:33:20,6389.785
"562",2010-01-12 22:33:30,-22871.32
"563",2010-01-12 22:33:40,13699.8925
"564",2010-01-12 22:33:50,6853.0775
"565",2010-01-12 22:34:00,-11047.9025
"566",2010-01-12 22:34:10,31663.3875
"567",2010-01-12 22:34:20,-25260.19
"568",2010-01-12 22:34:30,9679.105
"569",2010-01-12 22:34:40,29509.8975
"570",2010-01-12 22:34:50,-13943.2375
"571",2010-01-12 22:35:00,-1330.2475
"572",2010-01-12 22:35:10,26383.29
"573",2010-01-12 22:35:20,-866.5225
"574",2010-01-12 22:35:30,-6274.8625
"575",2010-01-12 22:35:40,6229.6475
"576",2010-01-12 22:35:50,8129.1025
"577",2010-01-12 22:36:00,-15537.85
"578",2010-01-12 22:36:10,23800.2525
"579",2010-01-12 22:36:20,-777.9075
"580",2010-01-12 22:36:30,-5317.3725
"581",2010-01-12 22:36:40,12184.8825
"582",2010-01-12 22:36:50,-9856.8775
"583",2010-01-12 22:37:00,13499.5025
"584",2010-01-12 22:37:10,-4910.66
"585",2010-01-12 22:37:20,16591.8675
"586",2010-01-12 22:37:30,-13035.4925
"587",2010-01-12 22:37:40,9661.7
"588",2010-01-12 22:37:50,-5936.5925
"589",2010-01-12 22:38:00,22131.31
"590",2010-01-12 22:38:10,5697.8075
"591",2010-01-12 22:38:20,-2818.62
"592",2010-01-12 22:38:30,11813.8025
"593",2010-01-12 22:38:40,-16738.19
"594",2010-01-12 22:38:50,26196.9
"595",2010-01-12 22:39:00,-9495.7375
"596",2010-01-12 22:39:10,-371.73
"597",2010-01-12 22:39:20,12128.265
"598",2010-01-12 22:39:30,16560.34
"599",2010-01-12 22:39:40,-24664.735
"600",2010-01-12 22:39:50,15980.54
"601",2010-01-12 22:40:00,9415.1275
"602",2010-01-12 22:40:10,-12328.885
"603",2010-01-12 22:40:20,-1567.495
"604",2010-01-12 22:40:30,15026.62
"605",2010-01-12 22:40:40,1843.0225
"606",2010-01-12 22:40:50,2767.7625
"607",2010-01-12 22:41:00,19081.825
"608",2010-01-12 22:41:10,-3298.6775
"609",2010-01-12 22:41:20,-8694.6175
"610",2010-01-12 22:41:30,18925.1575
"611",2010-01-12 22:41:40,-562.925
"612",2010-01-12 22:41:50,5606.935
"613",2010-01-12 22:42:00,7967.47
"614",2010-01-12 22:42:10,11768.0625
"615",2010-01-12 22:42:20,-2942.865
"616",2010-01-12 22:42:30,-11198.3125
"617",2010-01-12 22:42:40,14589.2575
"618",2010-01-12 22:42:50,-7890.22
"619",2010-01-12 22:43:00,5623.01
"620",2010-01-12 22:43:10,8290.8475
"621",2010-01-12 22:43:20,10386.8225
"622",2010-01-12 22:43:30,-10126.405
"623",2010-01-12 22:43:40,5576.4475
"624",2010-01-12 22:43:50,10622.92
"625",2010-01-12 22:44:00,-39.6125
"626",2010-01-12 22:44:10,1162.875
"627",2010-01-12 22:44:20,292.6875
"628",2010-01-12 22:44:30,6614.9875
"629",2010-01-12 22:44:40,12098.57
"630",2010-01-12 22:44:50,-834.36
"631",2010-01-12 22:45:00,3008.19
"632",2010-01-12 22:45:10,-2523.72
"633",2010-01-12 22:45:20,9663.55
"634",2010-01-12 22:45:30,-2674.555
"635",2010-01-12 22:45:40,14714.52
"636",2010-01-12 22:45:50,-9924.1
"637",2010-01-12 22:46:00,7006.945
"638",2010-01-12 22:46:10,-2811.695
"639",2010-01-12 22:46:20,9921.365
