"","DateTime","G.HDC.00.BHZ.M"
"1",2010-01-12 21:00:00,1540.405
"2",2010-01-12 21:00:10,1861.595
"3",2010-01-12 21:00:20,1505.84
"4",2010-01-12 21:00:30,1688.07
"5",2010-01-12 21:00:40,1597.68
"6",2010-01-12 21:00:50,1669.21
"7",2010-01-12 21:01:00,1554.735
"8",2010-01-12 21:01:10,1694.965
"9",2010-01-12 21:01:20,1687.1
"10",2010-01-12 21:01:30,1423.6
"11",2010-01-12 21:01:40,1887.865
"12",2010-01-12 21:01:50,1591.135
"13",2010-01-12 21:02:00,1487.785
"14",2010-01-12 21:02:10,1727.7
"15",2010-01-12 21:02:20,1611.63
"16",2010-01-12 21:02:30,1699.195
"17",2010-01-12 21:02:40,1507.985
"18",2010-01-12 21:02:50,1844.565
"19",2010-01-12 21:03:00,1400.03
"20",2010-01-12 21:03:10,1801.785
"21",2010-01-12 21:03:20,1466.53
"22",2010-01-12 21:03:30,1717.885
"23",2010-01-12 21:03:40,1646.99
"24",2010-01-12 21:03:50,1592.58
"25",2010-01-12 21:04:00,1610.38
"26",2010-01-12 21:04:10,1547.275
"27",2010-01-12 21:04:20,1741.24
"28",2010-01-12 21:04:30,1514.295
"29",2010-01-12 21:04:40,1796.8
"30",2010-01-12 21:04:50,1446.655
"31",2010-01-12 21:05:00,1781.585
"32",2010-01-12 21:05:10,1386.33
"33",2010-01-12 21:05:20,1922.53
"34",2010-01-12 21:05:30,1379.76
"35",2010-01-12 21:05:40,1955.97
"36",2010-01-12 21:05:50,1567.855
"37",2010-01-12 21:06:00,1418.295
"38",2010-01-12 21:06:10,1706.18
"39",2010-01-12 21:06:20,1798.55
"40",2010-01-12 21:06:30,1570.595
"41",2010-01-12 21:06:40,1683.145
"42",2010-01-12 21:06:50,1382.55
"43",2010-01-12 21:07:00,1854.345
"44",2010-01-12 21:07:10,1609.81
"45",2010-01-12 21:07:20,1402.91
"46",2010-01-12 21:07:30,1912.685
"47",2010-01-12 21:07:40,1502.995
"48",2010-01-12 21:07:50,1558.91
"49",2010-01-12 21:08:00,1664.77
"50",2010-01-12 21:08:10,1457.945
"51",2010-01-12 21:08:20,1829.115
"52",2010-01-12 21:08:30,1460.75
"53",2010-01-12 21:08:40,1750.65
"54",2010-01-12 21:08:50,1505.89
"55",2010-01-12 21:09:00,1706.825
"56",2010-01-12 21:09:10,1603.225
"57",2010-01-12 21:09:20,1794.26
"58",2010-01-12 21:09:30,1444.5
"59",2010-01-12 21:09:40,1652.91
"60",2010-01-12 21:09:50,1523.56
"61",2010-01-12 21:10:00,1703.775
"62",2010-01-12 21:10:10,1651.93
"63",2010-01-12 21:10:20,1728.815
"64",2010-01-12 21:10:30,1388.885
"65",2010-01-12 21:10:40,1746.64
"66",2010-01-12 21:10:50,1625.91
"67",2010-01-12 21:11:00,1768.705
"68",2010-01-12 21:11:10,1360.94
"69",2010-01-12 21:11:20,1706.585
"70",2010-01-12 21:11:30,1634.445
"71",2010-01-12 21:11:40,1700.04
"72",2010-01-12 21:11:50,1621.105
"73",2010-01-12 21:12:00,1708.72
"74",2010-01-12 21:12:10,1388.25
"75",2010-01-12 21:12:20,1783.83
"76",2010-01-12 21:12:30,1535.49
"77",2010-01-12 21:12:40,1660.525
"78",2010-01-12 21:12:50,1626.805
"79",2010-01-12 21:13:00,1719.305
"80",2010-01-12 21:13:10,1522.27
"81",2010-01-12 21:13:20,1695.33
"82",2010-01-12 21:13:30,1626.65
"83",2010-01-12 21:13:40,1518.785
"84",2010-01-12 21:13:50,1756.775
"85",2010-01-12 21:14:00,1583.18
"86",2010-01-12 21:14:10,1683.475
"87",2010-01-12 21:14:20,1484.83
"88",2010-01-12 21:14:30,1528.43
"89",2010-01-12 21:14:40,1706.62
"90",2010-01-12 21:14:50,1614.465
"91",2010-01-12 21:15:00,1565.66
"92",2010-01-12 21:15:10,1665.775
"93",2010-01-12 21:15:20,1554.36
"94",2010-01-12 21:15:30,1857.275
"95",2010-01-12 21:15:40,1608.35
"96",2010-01-12 21:15:50,1545.105
"97",2010-01-12 21:16:00,1468.855
"98",2010-01-12 21:16:10,1702.04
"99",2010-01-12 21:16:20,1679.1
"100",2010-01-12 21:16:30,1505.545
"101",2010-01-12 21:16:40,1576.045
"102",2010-01-12 21:16:50,1820.89
"103",2010-01-12 21:17:00,1557.34
"104",2010-01-12 21:17:10,1656.45
"105",2010-01-12 21:17:20,1625.605
"106",2010-01-12 21:17:30,1520.535
"107",2010-01-12 21:17:40,1469.125
"108",2010-01-12 21:17:50,1716.45
"109",2010-01-12 21:18:00,1866.945
"110",2010-01-12 21:18:10,1496.805
"111",2010-01-12 21:18:20,1524.965
"112",2010-01-12 21:18:30,1737.825
"113",2010-01-12 21:18:40,1512.19
"114",2010-01-12 21:18:50,1534.795
"115",2010-01-12 21:19:00,1715.325
"116",2010-01-12 21:19:10,1736.58
"117",2010-01-12 21:19:20,1278.685
"118",2010-01-12 21:19:30,2063.53
"119",2010-01-12 21:19:40,1481.54
"120",2010-01-12 21:19:50,1500.81
"121",2010-01-12 21:20:00,1734.61
"122",2010-01-12 21:20:10,1475.375
"123",2010-01-12 21:20:20,1695.995
"124",2010-01-12 21:20:30,1681.565
"125",2010-01-12 21:20:40,1554.415
"126",2010-01-12 21:20:50,1532.985
"127",2010-01-12 21:21:00,1466.725
"128",2010-01-12 21:21:10,1803.03
"129",2010-01-12 21:21:20,1579.065
"130",2010-01-12 21:21:30,1651.895
"131",2010-01-12 21:21:40,1628.23
"132",2010-01-12 21:21:50,1579.315
"133",2010-01-12 21:22:00,1617.07
"134",2010-01-12 21:22:10,1545.54
"135",2010-01-12 21:22:20,1589.36
"136",2010-01-12 21:22:30,1898.44
"137",2010-01-12 21:22:40,1414.315
"138",2010-01-12 21:22:50,1610.885
"139",2010-01-12 21:23:00,1728.355
"140",2010-01-12 21:23:10,1532.175
"141",2010-01-12 21:23:20,1649.785
"142",2010-01-12 21:23:30,1832.19
"143",2010-01-12 21:23:40,1207.75
"144",2010-01-12 21:23:50,1803.505
"145",2010-01-12 21:24:00,1624.34
"146",2010-01-12 21:24:10,1506.305
"147",2010-01-12 21:24:20,1715.06
"148",2010-01-12 21:24:30,1557.89
"149",2010-01-12 21:24:40,1523.32
"150",2010-01-12 21:24:50,1831.315
"151",2010-01-12 21:25:00,1701.57
"152",2010-01-12 21:25:10,1355.415
"153",2010-01-12 21:25:20,1758.935
"154",2010-01-12 21:25:30,1524.84
"155",2010-01-12 21:25:40,1755.26
"156",2010-01-12 21:25:50,1554.46
"157",2010-01-12 21:26:00,1567.11
"158",2010-01-12 21:26:10,1812.12
"159",2010-01-12 21:26:20,1496.79
"160",2010-01-12 21:26:30,1641.825
"161",2010-01-12 21:26:40,1422.97
"162",2010-01-12 21:26:50,1871.23
"163",2010-01-12 21:27:00,1385.1
"164",2010-01-12 21:27:10,1579.74
"165",2010-01-12 21:27:20,1805.495
"166",2010-01-12 21:27:30,1429.8
"167",2010-01-12 21:27:40,1672.4
"168",2010-01-12 21:27:50,1669.415
"169",2010-01-12 21:28:00,1639.005
"170",2010-01-12 21:28:10,1579.33
"171",2010-01-12 21:28:20,1694.695
"172",2010-01-12 21:28:30,1404.47
"173",2010-01-12 21:28:40,1765.8
"174",2010-01-12 21:28:50,1540.815
"175",2010-01-12 21:29:00,1473.15
"176",2010-01-12 21:29:10,1826.1
"177",2010-01-12 21:29:20,1626.59
"178",2010-01-12 21:29:30,1253.035
"179",2010-01-12 21:29:40,2026.355
"180",2010-01-12 21:29:50,1440.015
"181",2010-01-12 21:30:00,1491.47
"182",2010-01-12 21:30:10,1727.31
"183",2010-01-12 21:30:20,1646.8
"184",2010-01-12 21:30:30,1459.815
"185",2010-01-12 21:30:40,1547.455
"186",2010-01-12 21:30:50,1742.14
"187",2010-01-12 21:31:00,1523.88
"188",2010-01-12 21:31:10,1656.145
"189",2010-01-12 21:31:20,1451.625
"190",2010-01-12 21:31:30,1758.345
"191",2010-01-12 21:31:40,1557.135
"192",2010-01-12 21:31:50,1540.015
"193",2010-01-12 21:32:00,1596.615
"194",2010-01-12 21:32:10,1629.08
"195",2010-01-12 21:32:20,1670.295
"196",2010-01-12 21:32:30,1548.935
"197",2010-01-12 21:32:40,1697.89
"198",2010-01-12 21:32:50,1539.825
"199",2010-01-12 21:33:00,1713.45
"200",2010-01-12 21:33:10,1610.805
"201",2010-01-12 21:33:20,1790.825
"202",2010-01-12 21:33:30,1331.48
"203",2010-01-12 21:33:40,1731.025
"204",2010-01-12 21:33:50,1564.825
"205",2010-01-12 21:34:00,1444.945
"206",2010-01-12 21:34:10,1722.145
"207",2010-01-12 21:34:20,1472.055
"208",2010-01-12 21:34:30,1968.33
"209",2010-01-12 21:34:40,1350.54
"210",2010-01-12 21:34:50,1595.665
"211",2010-01-12 21:35:00,1796.47
"212",2010-01-12 21:35:10,1261.16
"213",2010-01-12 21:35:20,1728.37
"214",2010-01-12 21:35:30,1796.325
"215",2010-01-12 21:35:40,1396.69
"216",2010-01-12 21:35:50,1752.53
"217",2010-01-12 21:36:00,1463.905
"218",2010-01-12 21:36:10,1670.485
"219",2010-01-12 21:36:20,1701.775
"220",2010-01-12 21:36:30,1557.015
"221",2010-01-12 21:36:40,1498.28
"222",2010-01-12 21:36:50,1645.405
"223",2010-01-12 21:37:00,1532.69
"224",2010-01-12 21:37:10,1692.6
"225",2010-01-12 21:37:20,1509.25
"226",2010-01-12 21:37:30,1755.385
"227",2010-01-12 21:37:40,1431.045
"228",2010-01-12 21:37:50,1756
"229",2010-01-12 21:38:00,1554.35
"230",2010-01-12 21:38:10,1458.66
"231",2010-01-12 21:38:20,1695.94
"232",2010-01-12 21:38:30,1604.295
"233",2010-01-12 21:38:40,1667.595
"234",2010-01-12 21:38:50,1585.915
"235",2010-01-12 21:39:00,1515.585
"236",2010-01-12 21:39:10,1585.405
"237",2010-01-12 21:39:20,1632.335
"238",2010-01-12 21:39:30,1517.7
"239",2010-01-12 21:39:40,1910.46
"240",2010-01-12 21:39:50,1408.75
"241",2010-01-12 21:40:00,1567.01
"242",2010-01-12 21:40:10,1581.43
"243",2010-01-12 21:40:20,1684.065
"244",2010-01-12 21:40:30,1600.72
"245",2010-01-12 21:40:40,1473.795
"246",2010-01-12 21:40:50,1703.615
"247",2010-01-12 21:41:00,1623.45
"248",2010-01-12 21:41:10,1540.59
"249",2010-01-12 21:41:20,1575.26
"250",2010-01-12 21:41:30,1588.455
"251",2010-01-12 21:41:40,1599.915
"252",2010-01-12 21:41:50,1722.015
"253",2010-01-12 21:42:00,1478.535
"254",2010-01-12 21:42:10,1723.885
"255",2010-01-12 21:42:20,1469.635
"256",2010-01-12 21:42:30,1683.755
"257",2010-01-12 21:42:40,1485.365
"258",2010-01-12 21:42:50,1787.005
"259",2010-01-12 21:43:00,1449.04
"260",2010-01-12 21:43:10,1557.665
"261",2010-01-12 21:43:20,1661.99
"262",2010-01-12 21:43:30,1540.925
"263",2010-01-12 21:43:40,1738.195
"264",2010-01-12 21:43:50,1497.365
"265",2010-01-12 21:44:00,1556.82
"266",2010-01-12 21:44:10,1715.825
"267",2010-01-12 21:44:20,1531.8
"268",2010-01-12 21:44:30,1604.2
"269",2010-01-12 21:44:40,1630.785
"270",2010-01-12 21:44:50,1449.62
"271",2010-01-12 21:45:00,1866.14
"272",2010-01-12 21:45:10,1364.71
"273",2010-01-12 21:45:20,1705.535
"274",2010-01-12 21:45:30,1655.085
"275",2010-01-12 21:45:40,1494.845
"276",2010-01-12 21:45:50,1608.305
"277",2010-01-12 21:46:00,1718.14
"278",2010-01-12 21:46:10,1383.905
"279",2010-01-12 21:46:20,1648.255
"280",2010-01-12 21:46:30,1427.335
"281",2010-01-12 21:46:40,1662.915
"282",2010-01-12 21:46:50,1670.33
"283",2010-01-12 21:47:00,1591.46
"284",2010-01-12 21:47:10,1507.695
"285",2010-01-12 21:47:20,1530.1
"286",2010-01-12 21:47:30,1590.175
"287",2010-01-12 21:47:40,1867.755
"288",2010-01-12 21:47:50,1260.805
"289",2010-01-12 21:48:00,2040.285
"290",2010-01-12 21:48:10,1175.31
"291",2010-01-12 21:48:20,1670.785
"292",2010-01-12 21:48:30,1701.755
"293",2010-01-12 21:48:40,1462.325
"294",2010-01-12 21:48:50,1760.535
"295",2010-01-12 21:49:00,1508.235
"296",2010-01-12 21:49:10,1612.005
"297",2010-01-12 21:49:20,1545.195
"298",2010-01-12 21:49:30,1731.045
"299",2010-01-12 21:49:40,1542.2
"300",2010-01-12 21:49:50,1595.365
"301",2010-01-12 21:50:00,1603.06
"302",2010-01-12 21:50:10,1571.465
"303",2010-01-12 21:50:20,1459.44
