"","DateTime","IU.DWPF.00.BHZ.M"
"1",2010-01-12 21:00:00,116517.865
"2",2010-01-12 21:00:10,116517.910447761
"3",2010-01-12 21:00:20,116517.75
"4",2010-01-12 21:00:30,116518.345
"5",2010-01-12 21:00:40,116517.36
"6",2010-01-12 21:00:50,116517.665
"7",2010-01-12 21:01:00,116517.99
"8",2010-01-12 21:01:10,116517.055
"9",2010-01-12 21:01:20,116517.06
"10",2010-01-12 21:01:30,116517.745
"11",2010-01-12 21:01:40,116517.09
"12",2010-01-12 21:01:50,116517.715
"13",2010-01-12 21:02:00,116518.105
"14",2010-01-12 21:02:10,116518.15
"15",2010-01-12 21:02:20,116518.675
"16",2010-01-12 21:02:30,116518.5
"17",2010-01-12 21:02:40,116518.455
"18",2010-01-12 21:02:50,116518.38
"19",2010-01-12 21:03:00,116518.455
"20",2010-01-12 21:03:10,116518.875
"21",2010-01-12 21:03:20,116518.705
"22",2010-01-12 21:03:30,116518.95
"23",2010-01-12 21:03:40,116518.86
"24",2010-01-12 21:03:50,116518.385
"25",2010-01-12 21:04:00,116518.565
"26",2010-01-12 21:04:10,116519.59
"27",2010-01-12 21:04:20,116519.705
"28",2010-01-12 21:04:30,116520.565
"29",2010-01-12 21:04:40,116519.96
"30",2010-01-12 21:04:50,116520.205
"31",2010-01-12 21:05:00,116520.31
"32",2010-01-12 21:05:10,116519.945
"33",2010-01-12 21:05:20,116520.305
"34",2010-01-12 21:05:30,116520.265
"35",2010-01-12 21:05:40,116520.15
"36",2010-01-12 21:05:50,116520.07
"37",2010-01-12 21:06:00,116520.09
"38",2010-01-12 21:06:10,116519.715
"39",2010-01-12 21:06:20,116519.94
"40",2010-01-12 21:06:30,116520.195
"41",2010-01-12 21:06:40,116520.035
"42",2010-01-12 21:06:50,116519.73
"43",2010-01-12 21:07:00,116520.68
"44",2010-01-12 21:07:10,116520.045
"45",2010-01-12 21:07:20,116520.95
"46",2010-01-12 21:07:30,116521.215
"47",2010-01-12 21:07:40,116520.825
"48",2010-01-12 21:07:50,116520.245
"49",2010-01-12 21:08:00,116520.905
