"","DateTime","G.FDF.00.BHZ.M"
"249",2010-01-12 21:41:20,69.525
"250",2010-01-12 21:41:30,-276.785
"251",2010-01-12 21:41:40,-117.265
"252",2010-01-12 21:41:50,-336.765
"253",2010-01-12 21:42:00,-174.265
"254",2010-01-12 21:42:10,-52.07
"255",2010-01-12 21:42:20,-290.28
"256",2010-01-12 21:42:30,-130.005
"257",2010-01-12 21:42:40,-217.165
"258",2010-01-12 21:42:50,-284
"259",2010-01-12 21:43:00,-157.82
"260",2010-01-12 21:43:10,-130.15
"261",2010-01-12 21:43:20,-226.075
"262",2010-01-12 21:43:30,-209.01
"263",2010-01-12 21:43:40,-222.08
"264",2010-01-12 21:43:50,-129.435
"265",2010-01-12 21:44:00,-267.77
"266",2010-01-12 21:44:10,-145.87
"267",2010-01-12 21:44:20,-191.365
"268",2010-01-12 21:44:30,-132.055
"269",2010-01-12 21:44:40,-297.29
"270",2010-01-12 21:44:50,-164.18
"271",2010-01-12 21:45:00,-46.7
"272",2010-01-12 21:45:10,-297.225
"273",2010-01-12 21:45:20,-171.815
"274",2010-01-12 21:45:30,-201.365
"275",2010-01-12 21:45:40,-241.92
"276",2010-01-12 21:45:50,-193.9
"277",2010-01-12 21:46:00,-221.92
"278",2010-01-12 21:46:10,-112.995
"279",2010-01-12 21:46:20,-186.615
"280",2010-01-12 21:46:30,-252.28
"281",2010-01-12 21:46:40,-184.09
"282",2010-01-12 21:46:50,-215.13
"283",2010-01-12 21:47:00,-196.41
"284",2010-01-12 21:47:10,-160.985
"285",2010-01-12 21:47:20,-174.22
"286",2010-01-12 21:47:30,-199.4
"287",2010-01-12 21:47:40,-204.785
"288",2010-01-12 21:47:50,-129.105
"289",2010-01-12 21:48:00,-278.465
"290",2010-01-12 21:48:10,-141.67
"291",2010-01-12 21:48:20,-201.92
"292",2010-01-12 21:48:30,-157.115
"293",2010-01-12 21:48:40,-251.795
"294",2010-01-12 21:48:50,-67.7
"295",2010-01-12 21:49:00,-194.23
"296",2010-01-12 21:49:10,-204.89
"297",2010-01-12 21:49:20,-328.76
"298",2010-01-12 21:49:30,-215.175
"299",2010-01-12 21:49:40,-68.66
"300",2010-01-12 21:49:50,-315.655
"301",2010-01-12 21:50:00,-163.795
"302",2010-01-12 21:50:10,-179.305
"303",2010-01-12 21:50:20,-188.945
"304",2010-01-12 21:50:30,-179.46
"305",2010-01-12 21:50:40,-184.935
"306",2010-01-12 21:50:50,-279.87
"307",2010-01-12 21:51:00,-207.175
"308",2010-01-12 21:51:10,-143.925
"309",2010-01-12 21:51:20,-237.25
"310",2010-01-12 21:51:30,-148.18
"311",2010-01-12 21:51:40,-135.46
"312",2010-01-12 21:51:50,-149.33
"313",2010-01-12 21:52:00,-208.385
"314",2010-01-12 21:52:10,-308.22
"315",2010-01-12 21:52:20,-251.03
"316",2010-01-12 21:52:30,-101.77
"317",2010-01-12 21:52:40,-249.23
"318",2010-01-12 21:52:50,-201.735
"319",2010-01-12 21:53:00,-128.005
"320",2010-01-12 21:53:10,-348.28
"321",2010-01-12 21:53:20,-53.01
"322",2010-01-12 21:53:30,-266.955
"323",2010-01-12 21:53:40,-137.71
"324",2010-01-12 21:53:50,-238.64
"325",2010-01-12 21:54:00,-136.095
"326",2010-01-12 21:54:10,-150.82
"327",2010-01-12 21:54:20,-254.945
"328",2010-01-12 21:54:30,-382.025
"329",2010-01-12 21:54:40,-9.945
"330",2010-01-12 21:54:50,-176.345
"331",2010-01-12 21:55:00,-326.33
"332",2010-01-12 21:55:10,-150.015
"333",2010-01-12 21:55:20,-216.35
"334",2010-01-12 21:55:30,-253.08
"335",2010-01-12 21:55:40,-113.785
"336",2010-01-12 21:55:50,38347.265
"337",2010-01-12 21:56:00,-38355.645
"338",2010-01-12 21:56:10,-23073.34
"339",2010-01-12 21:56:20,22960.615
"340",2010-01-12 21:56:30,-5847.875
"341",2010-01-12 21:56:40,25683.43
"342",2010-01-12 21:56:50,-31348.92
"343",2010-01-12 21:57:00,11007.135
"344",2010-01-12 21:57:10,-5774.24
"345",2010-01-12 21:57:20,21874.205
"346",2010-01-12 21:57:30,-39978.275
"347",2010-01-12 21:57:40,28007.92
"348",2010-01-12 21:57:50,-3711.8
"349",2010-01-12 21:58:00,-34775.32
"350",2010-01-12 21:58:10,20598.825
"351",2010-01-12 21:58:20,19441.065
"352",2010-01-12 21:58:30,-105952.11
"353",2010-01-12 21:58:40,202275.695
"354",2010-01-12 21:58:50,204070.63
"355",2010-01-12 21:59:00,-341540.265
"356",2010-01-12 21:59:10,-332476.325
"357",2010-01-12 21:59:20,342145.5
"358",2010-01-12 21:59:30,-79366.38
"359",2010-01-12 21:59:40,85187.41
"360",2010-01-12 21:59:50,-6399.94
"361",2010-01-12 22:00:00,296186.975
"362",2010-01-12 22:00:10,-648358.145
"363",2010-01-12 22:00:20,739078.21
"364",2010-01-12 22:00:30,-536467.625
"365",2010-01-12 22:00:40,143164.05
"366",2010-01-12 22:00:50,164634.57
"367",2010-01-12 22:01:00,-158197.59
"368",2010-01-12 22:01:10,-133911.32
"369",2010-01-12 22:01:20,632339.585
"370",2010-01-12 22:01:30,-703764.36
"371",2010-01-12 22:01:40,191510.675
"372",2010-01-12 22:01:50,170998.325
"373",2010-01-12 22:02:00,-187079.265
"374",2010-01-12 22:02:10,-94198.245
"375",2010-01-12 22:02:20,368134.94
"376",2010-01-12 22:02:30,-211206.89
"377",2010-01-12 22:02:40,-72473.04
"378",2010-01-12 22:02:50,-111844.435
"379",2010-01-12 22:03:00,231423.435
"380",2010-01-12 22:03:10,-41876.19
"381",2010-01-12 22:03:20,-3738.145
"382",2010-01-12 22:03:30,10512.63
"383",2010-01-12 22:03:40,190332.3
"384",2010-01-12 22:03:50,-342210.505
"385",2010-01-12 22:04:00,143729.835
"386",2010-01-12 22:04:10,-40695.76
"387",2010-01-12 22:04:20,80446.08
"388",2010-01-12 22:04:30,-80270.105
"389",2010-01-12 22:04:40,-25353.96
"390",2010-01-12 22:04:50,45090.47
"391",2010-01-12 22:05:00,34067.225
"392",2010-01-12 22:05:10,-12561.66
"393",2010-01-12 22:05:20,43751.895
"394",2010-01-12 22:05:30,-54813.33
"395",2010-01-12 22:05:40,30934.55
"396",2010-01-12 22:05:50,-105903.255
"397",2010-01-12 22:06:00,128023.3
"398",2010-01-12 22:06:10,-197397.355
"399",2010-01-12 22:06:20,251648.485
"400",2010-01-12 22:06:30,-183209.73
