"","DateTime","PR.MTP..BHZ.M"
"152",2010-01-12 21:25:10,2626.08
"153",2010-01-12 21:25:20,2664.94
"154",2010-01-12 21:25:30,2762.045
"155",2010-01-12 21:25:40,2648.315
"156",2010-01-12 21:25:50,2705.925
"157",2010-01-12 21:26:00,2701.385
"158",2010-01-12 21:26:10,2654.54
"159",2010-01-12 21:26:20,2732.07
"160",2010-01-12 21:26:30,2699.955
"161",2010-01-12 21:26:40,2619.325
"162",2010-01-12 21:26:50,2705.275
"163",2010-01-12 21:27:00,2693.135
"164",2010-01-12 21:27:10,2706.525
"165",2010-01-12 21:27:20,2695.555
"166",2010-01-12 21:27:30,2682.99
"167",2010-01-12 21:27:40,2691.06
"168",2010-01-12 21:27:50,2660.175
"169",2010-01-12 21:28:00,2688.135
"170",2010-01-12 21:28:10,2696.735
"171",2010-01-12 21:28:20,2695.515
"172",2010-01-12 21:28:30,2742.655
"173",2010-01-12 21:28:40,2634.365
"174",2010-01-12 21:28:50,2709.705
"175",2010-01-12 21:29:00,2673.23
"176",2010-01-12 21:29:10,2715.595
"177",2010-01-12 21:29:20,2675.14
"178",2010-01-12 21:29:30,2683.205
"179",2010-01-12 21:29:40,2723.345
"180",2010-01-12 21:29:50,2669.04
"181",2010-01-12 21:30:00,2731.17
"182",2010-01-12 21:30:10,2663.48
"183",2010-01-12 21:30:20,2686.4
"184",2010-01-12 21:30:30,2647.08
"185",2010-01-12 21:30:40,2778.955
"186",2010-01-12 21:30:50,2668.38
"187",2010-01-12 21:31:00,2705.27
"188",2010-01-12 21:31:10,2691.445
"189",2010-01-12 21:31:20,2702.71
"190",2010-01-12 21:31:30,2698.145
"191",2010-01-12 21:31:40,2663.67
"192",2010-01-12 21:31:50,2714.485
"193",2010-01-12 21:32:00,2627.055
"194",2010-01-12 21:32:10,2787.39
"195",2010-01-12 21:32:20,2643.95
"196",2010-01-12 21:32:30,2697.755
"197",2010-01-12 21:32:40,2723.055
"198",2010-01-12 21:32:50,2658.4
"199",2010-01-12 21:33:00,2719.385
"200",2010-01-12 21:33:10,2729.16
"201",2010-01-12 21:33:20,2593.68
"202",2010-01-12 21:33:30,2731.68
"203",2010-01-12 21:33:40,2745.03
"204",2010-01-12 21:33:50,2615.985
"205",2010-01-12 21:34:00,2776.81
"206",2010-01-12 21:34:10,2662.855
"207",2010-01-12 21:34:20,2706.84
"208",2010-01-12 21:34:30,2697.78
"209",2010-01-12 21:34:40,2637.1
"210",2010-01-12 21:34:50,2729.655
"211",2010-01-12 21:35:00,2700.76
"212",2010-01-12 21:35:10,2745.025
"213",2010-01-12 21:35:20,2687.02
"214",2010-01-12 21:35:30,2712.025
"215",2010-01-12 21:35:40,2675.1
"216",2010-01-12 21:35:50,2725.485
"217",2010-01-12 21:36:00,2667.24
"218",2010-01-12 21:36:10,2685.54
"219",2010-01-12 21:36:20,2728.695
"220",2010-01-12 21:36:30,2643.925
"221",2010-01-12 21:36:40,2734.915
"222",2010-01-12 21:36:50,2726.17
"223",2010-01-12 21:37:00,2717.305
"224",2010-01-12 21:37:10,2694.51
"225",2010-01-12 21:37:20,2714.64
"226",2010-01-12 21:37:30,2603.91
"227",2010-01-12 21:37:40,2750.43
"228",2010-01-12 21:37:50,2658.815
"229",2010-01-12 21:38:00,2716.815
"230",2010-01-12 21:38:10,2675.72
"231",2010-01-12 21:38:20,2724.195
"232",2010-01-12 21:38:30,2663.335
"233",2010-01-12 21:38:40,2715.125
"234",2010-01-12 21:38:50,2714.26
"235",2010-01-12 21:39:00,2686.38
"236",2010-01-12 21:39:10,2744.86
"237",2010-01-12 21:39:20,2671.905
"238",2010-01-12 21:39:30,2690.9
"239",2010-01-12 21:39:40,2714.15
"240",2010-01-12 21:39:50,2700.035
"241",2010-01-12 21:40:00,2700.655
"242",2010-01-12 21:40:10,2730.505
"243",2010-01-12 21:40:20,2673.735
"244",2010-01-12 21:40:30,2667.28
"245",2010-01-12 21:40:40,2701.355
"246",2010-01-12 21:40:50,2721.38
"247",2010-01-12 21:41:00,2688.965
"248",2010-01-12 21:41:10,2731.505
"249",2010-01-12 21:41:20,2705.185
"250",2010-01-12 21:41:30,2661.65934065934
