"","DateTime","IU.BBSR.10.BHZ.M"
"1",2010-01-12 21:00:00,4075.4275
"2",2010-01-12 21:00:10,3176.395
"3",2010-01-12 21:00:20,5360.425
"4",2010-01-12 21:00:30,8139.20698254364
"5",2010-01-12 21:00:40,-337.055
"6",2010-01-12 21:00:50,5691.1
"7",2010-01-12 21:01:00,5156.245
"8",2010-01-12 21:01:10,3983.2475
"9",2010-01-12 21:01:20,4139.0675
"10",2010-01-12 21:01:30,2771.715
"11",2010-01-12 21:01:40,6520.27
"12",2010-01-12 21:01:50,2109.115
"13",2010-01-12 21:02:00,3556.16
"14",2010-01-12 21:02:10,4433.875
"15",2010-01-12 21:02:20,2713.8925
"16",2010-01-12 21:02:30,7207.93
"17",2010-01-12 21:02:40,3853.9875
"18",2010-01-12 21:02:50,3858.255
"19",2010-01-12 21:03:00,5679.34
"20",2010-01-12 21:03:10,3719.6925
"21",2010-01-12 21:03:20,2152.6275
"22",2010-01-12 21:03:30,9436.2075
"23",2010-01-12 21:03:40,-3023.2925
"24",2010-01-12 21:03:50,8158.655
"25",2010-01-12 21:04:00,1214.5
"26",2010-01-12 21:04:10,5146.965
"27",2010-01-12 21:04:20,5023.7
"28",2010-01-12 21:04:30,3551.2425
"29",2010-01-12 21:04:40,7534.7175
"30",2010-01-12 21:04:50,1833.635
"31",2010-01-12 21:05:00,3350.285
"32",2010-01-12 21:05:10,4735.795
"33",2010-01-12 21:05:20,4897
"34",2010-01-12 21:05:30,3200.665
"35",2010-01-12 21:05:40,2475.225
"36",2010-01-12 21:05:50,7303.97
"37",2010-01-12 21:06:00,7388.1575
"38",2010-01-12 21:06:10,1438.5625
"39",2010-01-12 21:06:20,6911.0925
"40",2010-01-12 21:06:30,1296.0275
"41",2010-01-12 21:06:40,1861.1275
"42",2010-01-12 21:06:50,8629.115
"43",2010-01-12 21:07:00,2790.1425
"44",2010-01-12 21:07:10,2324.965
"45",2010-01-12 21:07:20,6046.395
"46",2010-01-12 21:07:30,5177.8325
"47",2010-01-12 21:07:40,6838.05
"48",2010-01-12 21:07:50,2455.3375
"49",2010-01-12 21:08:00,2004.7675
"50",2010-01-12 21:08:10,5762.7275
"51",2010-01-12 21:08:20,4514.26
"52",2010-01-12 21:08:30,2399.07
"53",2010-01-12 21:08:40,6986.04
"54",2010-01-12 21:08:50,2603.4875
"55",2010-01-12 21:09:00,1927.715
"56",2010-01-12 21:09:10,5845.4325
"57",2010-01-12 21:09:20,3430.2525
"58",2010-01-12 21:09:30,4432.94
"59",2010-01-12 21:09:40,3902.0775
"60",2010-01-12 21:09:50,4992.7375
"61",2010-01-12 21:10:00,1477.1225
"62",2010-01-12 21:10:10,5067.68
"63",2010-01-12 21:10:20,7657.8275
"64",2010-01-12 21:10:30,-333.16
"65",2010-01-12 21:10:40,7233.81
"66",2010-01-12 21:10:50,2972.37
"67",2010-01-12 21:11:00,4478.095
"68",2010-01-12 21:11:10,4782.385
"69",2010-01-12 21:11:20,1978.8175
"70",2010-01-12 21:11:30,1798.5925
"71",2010-01-12 21:11:40,4984.08
"72",2010-01-12 21:11:50,6253.885
"73",2010-01-12 21:12:00,3421.57
"74",2010-01-12 21:12:10,4000.0675
"75",2010-01-12 21:12:20,6218.4775
"76",2010-01-12 21:12:30,4649.945
"77",2010-01-12 21:12:40,2690.065
"78",2010-01-12 21:12:50,4916.385
"79",2010-01-12 21:13:00,3647.835
"80",2010-01-12 21:13:10,3589.3825
"81",2010-01-12 21:13:20,4410.3575
"82",2010-01-12 21:13:30,-1046.7625
"83",2010-01-12 21:13:40,9916.41
"84",2010-01-12 21:13:50,482.09
"85",2010-01-12 21:14:00,4371.6925
"86",2010-01-12 21:14:10,4266.9925
"87",2010-01-12 21:14:20,4623.265
"88",2010-01-12 21:14:30,3733.08
"89",2010-01-12 21:14:40,7069.0725
"90",2010-01-12 21:14:50,1260.555
"91",2010-01-12 21:15:00,4754.38
"92",2010-01-12 21:15:10,7051.5975
"93",2010-01-12 21:15:20,2544.465
"94",2010-01-12 21:15:30,3407.7125
"95",2010-01-12 21:15:40,1092.9575
"96",2010-01-12 21:15:50,5069.2225
"97",2010-01-12 21:16:00,1697.4825
"98",2010-01-12 21:16:10,4328.8
"99",2010-01-12 21:16:20,4703.375
"100",2010-01-12 21:16:30,2955.8225
"101",2010-01-12 21:16:40,5413.79
"102",2010-01-12 21:16:50,3401.8475
"103",2010-01-12 21:17:00,1757.975
"104",2010-01-12 21:17:10,9732.6475
"105",2010-01-12 21:17:20,2090.43
"106",2010-01-12 21:17:30,4179.96
"107",2010-01-12 21:17:40,1407.4325
"108",2010-01-12 21:17:50,5322.2225
"109",2010-01-12 21:18:00,2658.535
"110",2010-01-12 21:18:10,6581.515
"111",2010-01-12 21:18:20,1997.59
"112",2010-01-12 21:18:30,3613.2625
"113",2010-01-12 21:18:40,4490.415
"114",2010-01-12 21:18:50,4683.6275
"115",2010-01-12 21:19:00,4331.32
"116",2010-01-12 21:19:10,3539.8175
"117",2010-01-12 21:19:20,4823.8425
"118",2010-01-12 21:19:30,2288.605
"119",2010-01-12 21:19:40,5114.8875
"120",2010-01-12 21:19:50,6184.77
"121",2010-01-12 21:20:00,3402.1775
"122",2010-01-12 21:20:10,6979.1275
"123",2010-01-12 21:20:20,2820.465
"124",2010-01-12 21:20:30,1212.065
"125",2010-01-12 21:20:40,9242.23
"126",2010-01-12 21:20:50,1378.895
"127",2010-01-12 21:21:00,4104.64
"128",2010-01-12 21:21:10,5285.4575
"129",2010-01-12 21:21:20,2731.5525
"130",2010-01-12 21:21:30,3823.5225
"131",2010-01-12 21:21:40,4115.93
"132",2010-01-12 21:21:50,7334.5525
"133",2010-01-12 21:22:00,2671.6175
"134",2010-01-12 21:22:10,5535.885
"135",2010-01-12 21:22:20,1275.125
"136",2010-01-12 21:22:30,3580.0675
"137",2010-01-12 21:22:40,6093.6
"138",2010-01-12 21:22:50,3303.5475
"139",2010-01-12 21:23:00,6727.43
"140",2010-01-12 21:23:10,2390.6675
"141",2010-01-12 21:23:20,822.4825
"142",2010-01-12 21:23:30,5414.51
"143",2010-01-12 21:23:40,5100.1325
"144",2010-01-12 21:23:50,4606.97
"145",2010-01-12 21:24:00,1328.655
"146",2010-01-12 21:24:10,7518.9125
"147",2010-01-12 21:24:20,2190.315
"148",2010-01-12 21:24:30,5812.6325
"149",2010-01-12 21:24:40,449.37
"150",2010-01-12 21:24:50,7089.785
"151",2010-01-12 21:25:00,-734.9675
"152",2010-01-12 21:25:10,4670.4675
"153",2010-01-12 21:25:20,3991.5425
"154",2010-01-12 21:25:30,7799.8925
"155",2010-01-12 21:25:40,2981.91
"156",2010-01-12 21:25:50,1145.9875
"157",2010-01-12 21:26:00,3748.7
"158",2010-01-12 21:26:10,4066.0425
"159",2010-01-12 21:26:20,8607.93
"160",2010-01-12 21:26:30,78.195
"161",2010-01-12 21:26:40,3744.59
"162",2010-01-12 21:26:50,4046.4225
"163",2010-01-12 21:27:00,4898.34
"164",2010-01-12 21:27:10,4019.695
"165",2010-01-12 21:27:20,3999.4375
"166",2010-01-12 21:27:30,5719.2925
"167",2010-01-12 21:27:40,1262.28
"168",2010-01-12 21:27:50,6471.2675
"169",2010-01-12 21:28:00,1150.105
"170",2010-01-12 21:28:10,6572.86
"171",2010-01-12 21:28:20,2982.5725
"172",2010-01-12 21:28:30,2287.9625
"173",2010-01-12 21:28:40,4073.7675
"174",2010-01-12 21:28:50,4334.8125
"175",2010-01-12 21:29:00,3126.9675
"176",2010-01-12 21:29:10,3147.285
"177",2010-01-12 21:29:20,5353.93
"178",2010-01-12 21:29:30,3281.1425
"179",2010-01-12 21:29:40,7784.0125
"180",2010-01-12 21:29:50,-3163.375
"181",2010-01-12 21:30:00,3471.0225
"182",2010-01-12 21:30:10,4168.765
