"","DateTime","PR.CBYP..BHZ.M"
"108",2010-01-12 21:01:47,-50815.55
"109",2010-01-12 21:01:48,-50993.4
"110",2010-01-12 21:01:49,-50622.65
"111",2010-01-12 21:01:50,-50776.55
"112",2010-01-12 21:01:51,-50823.05
"113",2010-01-12 21:01:52,-51119.05
"114",2010-01-12 21:01:53,-50979.75
"115",2010-01-12 21:01:54,-50344.45
"116",2010-01-12 21:01:55,-50790.9
"117",2010-01-12 21:01:56,-51070.75
"118",2010-01-12 21:01:57,-51050.75
"119",2010-01-12 21:01:58,-50720.45
"120",2010-01-12 21:01:59,-50440.1
"121",2010-01-12 21:02:00,-50940.35
"122",2010-01-12 21:02:01,-51128.7
"123",2010-01-12 21:02:02,-50759.05
"124",2010-01-12 21:02:03,-50760.3
"125",2010-01-12 21:02:04,-50531.65
"126",2010-01-12 21:02:05,-50879.8
"127",2010-01-12 21:02:06,-51421.8
"128",2010-01-12 21:02:07,-50814.05
"129",2010-01-12 21:02:08,-50267.25
"130",2010-01-12 21:02:09,-50703.2
"131",2010-01-12 21:02:10,-51216.9
"132",2010-01-12 21:02:11,-51232.65
"133",2010-01-12 21:02:12,-50399.35
"134",2010-01-12 21:02:13,-50514.9
"135",2010-01-12 21:02:14,-50946.75
"136",2010-01-12 21:02:15,-51174.2
"137",2010-01-12 21:02:16,-50956.85
"138",2010-01-12 21:02:17,-50228.05
"139",2010-01-12 21:02:18,-50853.2
"140",2010-01-12 21:02:19,-51393.4
"141",2010-01-12 21:02:20,-50862.9
"142",2010-01-12 21:02:21,-50464.55
"143",2010-01-12 21:02:22,-50709.4
"144",2010-01-12 21:02:23,-51266.65
"145",2010-01-12 21:02:24,-50674.05
"146",2010-01-12 21:02:25,-50546.2
"147",2010-01-12 21:02:26,-50986.4
"148",2010-01-12 21:02:27,-51098.1
"149",2010-01-12 21:02:28,-50705.15
"150",2010-01-12 21:02:29,-50621.5
"151",2010-01-12 21:02:30,-50957.9
"152",2010-01-12 21:02:31,-50886.65
"153",2010-01-12 21:02:32,-50770.2
"154",2010-01-12 21:02:33,-50725.15
"155",2010-01-12 21:02:34,-50927.3
"156",2010-01-12 21:02:35,-50951.55
"157",2010-01-12 21:02:36,-50731.2
"158",2010-01-12 21:02:37,-50484.65
"159",2010-01-12 21:02:38,-51133.4
"160",2010-01-12 21:02:39,-50736.9
"161",2010-01-12 21:02:40,-51032.3
"162",2010-01-12 21:02:41,-50801.05
"163",2010-01-12 21:02:42,-50716.75
"164",2010-01-12 21:02:43,-50796.55
"165",2010-01-12 21:02:44,-51180.85
"166",2010-01-12 21:02:45,-50538.45
"167",2010-01-12 21:02:46,-50396.7
"168",2010-01-12 21:02:47,-51141.3
"169",2010-01-12 21:02:48,-51182.5
"170",2010-01-12 21:02:49,-51025.75
"171",2010-01-12 21:02:50,-50631.05
"172",2010-01-12 21:02:51,-50230.1
"173",2010-01-12 21:02:52,-50871.3
"174",2010-01-12 21:02:53,-51447.6
"175",2010-01-12 21:02:54,-50621.9
"176",2010-01-12 21:02:55,-50408.05
"177",2010-01-12 21:02:56,-51063.7
"178",2010-01-12 21:02:57,-51561.4
"179",2010-01-12 21:02:58,-50439.35
"180",2010-01-12 21:02:59,-50377.2
"181",2010-01-12 21:03:00,-50823.85
"182",2010-01-12 21:03:01,-50981.35
"183",2010-01-12 21:03:02,-51159.9
"184",2010-01-12 21:03:03,-50842.95
"185",2010-01-12 21:03:04,-50594.85
"186",2010-01-12 21:03:05,-50708.65
"187",2010-01-12 21:03:06,-51211.05
"188",2010-01-12 21:03:07,-50610.6
"189",2010-01-12 21:03:08,-50464.65
"190",2010-01-12 21:03:09,-50886.6
"191",2010-01-12 21:03:10,-51521.15
"192",2010-01-12 21:03:11,-50578.6
"193",2010-01-12 21:03:12,-50553.75
"194",2010-01-12 21:03:13,-50911.5
"195",2010-01-12 21:03:14,-50856.4
"196",2010-01-12 21:03:15,-50604.95
"197",2010-01-12 21:03:16,-51343.55
"198",2010-01-12 21:03:17,-50579.15
"199",2010-01-12 21:03:18,-50704.85
"200",2010-01-12 21:03:19,-50901.45
"201",2010-01-12 21:03:20,-51065.2
"202",2010-01-12 21:03:21,-50424.95
"203",2010-01-12 21:03:22,-50978.45
"204",2010-01-12 21:03:23,-50820.15
"205",2010-01-12 21:03:24,-51143.1
"206",2010-01-12 21:03:25,-50623.4
"207",2010-01-12 21:03:26,-50432.65
"208",2010-01-12 21:03:27,-51325.85
"209",2010-01-12 21:03:28,-50762.6
"210",2010-01-12 21:03:29,-50239.55
"211",2010-01-12 21:03:30,-51143.65
"212",2010-01-12 21:03:31,-51370.5
"213",2010-01-12 21:03:32,-50683.05
"214",2010-01-12 21:03:33,-50298.3
"215",2010-01-12 21:03:34,-50589.55
"216",2010-01-12 21:03:35,-51531.75
"217",2010-01-12 21:03:36,-50844.3
"218",2010-01-12 21:03:37,-50295.65
"219",2010-01-12 21:03:38,-50870.15
"220",2010-01-12 21:03:39,-51398
"221",2010-01-12 21:03:40,-50830.1
"222",2010-01-12 21:03:41,-50338.55
"223",2010-01-12 21:03:42,-50423.25
"224",2010-01-12 21:03:43,-51289.95
"225",2010-01-12 21:03:44,-51386.15
"226",2010-01-12 21:03:45,-50595.95
"227",2010-01-12 21:03:46,-50243.35
"228",2010-01-12 21:03:47,-50788.3
"229",2010-01-12 21:03:48,-51544.3
"230",2010-01-12 21:03:49,-50561.85
"231",2010-01-12 21:03:50,-50574.65
"232",2010-01-12 21:03:51,-50781.95
"233",2010-01-12 21:03:52,-50806.55
"234",2010-01-12 21:03:53,-51457.25
"235",2010-01-12 21:03:54,-50508.9
"236",2010-01-12 21:03:55,-50498.55
"237",2010-01-12 21:03:56,-51022.7
"238",2010-01-12 21:03:57,-51001.45
"239",2010-01-12 21:03:58,-50786.4
"240",2010-01-12 21:03:59,-50647.45
"241",2010-01-12 21:04:00,-50803.3
"242",2010-01-12 21:04:01,-51352
"243",2010-01-12 21:04:02,-50612.8
"244",2010-01-12 21:04:03,-50448.35
"245",2010-01-12 21:04:04,-50851.75
"246",2010-01-12 21:04:05,-50902.9
"247",2010-01-12 21:04:06,-50972.6
"248",2010-01-12 21:04:07,-50975.05
"249",2010-01-12 21:04:08,-50456.9
"250",2010-01-12 21:04:09,-50782.8
"251",2010-01-12 21:04:10,-51268.85
"252",2010-01-12 21:04:11,-50716.4
"253",2010-01-12 21:04:12,-50306.65
"254",2010-01-12 21:04:13,-50961.1
"255",2010-01-12 21:04:14,-51372.1
"256",2010-01-12 21:04:15,-51024.55
"257",2010-01-12 21:04:16,-50183.35
"258",2010-01-12 21:04:17,-50314
"259",2010-01-12 21:04:18,-51547.4
"260",2010-01-12 21:04:19,-51429.05
"261",2010-01-12 21:04:20,-50071.7
"262",2010-01-12 21:04:21,-50393.35
"263",2010-01-12 21:04:22,-51302.7
"264",2010-01-12 21:04:23,-51163.65
"265",2010-01-12 21:04:24,-50584.45
"266",2010-01-12 21:04:25,-50669.4
"267",2010-01-12 21:04:26,-50747.45
"268",2010-01-12 21:04:27,-51190.5
"269",2010-01-12 21:04:28,-50607.45
"270",2010-01-12 21:04:29,-50528.8
"271",2010-01-12 21:04:30,-51279
"272",2010-01-12 21:04:31,-50986.5
"273",2010-01-12 21:04:32,-50498.6
"274",2010-01-12 21:04:33,-50751.15
"275",2010-01-12 21:04:34,-50961.95
"276",2010-01-12 21:04:35,-50932.05
"277",2010-01-12 21:04:36,-50688.2
"278",2010-01-12 21:04:37,-50806.5
"279",2010-01-12 21:04:38,-51028.15
"280",2010-01-12 21:04:39,-50673.05
"281",2010-01-12 21:04:40,-50526.35
"282",2010-01-12 21:04:41,-51113.5
"283",2010-01-12 21:04:42,-51108.25
"284",2010-01-12 21:04:43,-50767
"285",2010-01-12 21:04:44,-50554.8
"286",2010-01-12 21:04:45,-50559.85
"287",2010-01-12 21:04:46,-50976.05
"288",2010-01-12 21:04:47,-51354.45
"289",2010-01-12 21:04:48,-50727.2
"290",2010-01-12 21:04:49,-50133.3
"291",2010-01-12 21:04:50,-50968.95
"292",2010-01-12 21:04:51,-51746.35
"293",2010-01-12 21:04:52,-50609.15
"294",2010-01-12 21:04:53,-50276.7
"295",2010-01-12 21:04:54,-50496.3
"296",2010-01-12 21:04:55,-51073.65
"297",2010-01-12 21:04:56,-51449.65
"298",2010-01-12 21:04:57,-50752.3
"299",2010-01-12 21:04:58,-50416.4
"300",2010-01-12 21:04:59,-50831.95
"301",2010-01-12 21:05:00,-50717.3
"302",2010-01-12 21:05:01,-51174.55
"303",2010-01-12 21:05:02,-50658.9
"304",2010-01-12 21:05:03,-50668.75
"305",2010-01-12 21:05:04,-51078.15
"306",2010-01-12 21:05:05,-50850.55
"307",2010-01-12 21:05:06,-50733.95
"308",2010-01-12 21:05:07,-50858.25
"309",2010-01-12 21:05:08,-50705.85
"310",2010-01-12 21:05:09,-50992
"311",2010-01-12 21:05:10,-50790.15
"312",2010-01-12 21:05:11,-50609.8
"313",2010-01-12 21:05:12,-50967.95
"314",2010-01-12 21:05:13,-50879.65
"315",2010-01-12 21:05:14,-50725.2
"316",2010-01-12 21:05:15,-50767.1
"317",2010-01-12 21:05:16,-51053.2
"318",2010-01-12 21:05:17,-50742.9
"319",2010-01-12 21:05:18,-50712.05
"320",2010-01-12 21:05:19,-51063.7
"321",2010-01-12 21:05:20,-50936.55
"322",2010-01-12 21:05:21,-50485.3
"323",2010-01-12 21:05:22,-50510.55
"324",2010-01-12 21:05:23,-51245.25
"325",2010-01-12 21:05:24,-51305.9
"326",2010-01-12 21:05:25,-50481.45
"327",2010-01-12 21:05:26,-50480.5
"328",2010-01-12 21:05:27,-50665.5
"329",2010-01-12 21:05:28,-51230.25
"330",2010-01-12 21:05:29,-50747.4
"331",2010-01-12 21:05:30,-50729.4
"332",2010-01-12 21:05:31,-51287.3
"333",2010-01-12 21:05:32,-50678.3
"334",2010-01-12 21:05:33,-50814.8
"335",2010-01-12 21:05:34,-50409.1
"336",2010-01-12 21:05:35,-50850.85
"337",2010-01-12 21:05:36,-50890.95
"338",2010-01-12 21:05:37,-51387.8
"339",2010-01-12 21:05:38,-50575.2
"340",2010-01-12 21:05:39,-50176.6
"341",2010-01-12 21:05:40,-51333.7
"342",2010-01-12 21:05:41,-51191.7
"343",2010-01-12 21:05:42,-50663.7
"344",2010-01-12 21:05:43,-50209.65
"345",2010-01-12 21:05:44,-50784.25
"346",2010-01-12 21:05:45,-51581.55
"347",2010-01-12 21:05:46,-50640.2
"348",2010-01-12 21:05:47,-50483.4
"349",2010-01-12 21:05:48,-51013.2
"350",2010-01-12 21:05:49,-51084.05
"351",2010-01-12 21:05:50,-50846.9
"352",2010-01-12 21:05:51,-50514.1
"353",2010-01-12 21:05:52,-50430.8
"354",2010-01-12 21:05:53,-51040.6
"355",2010-01-12 21:05:54,-51233.7
"356",2010-01-12 21:05:55,-51032.75
"357",2010-01-12 21:05:56,-50621.6
"358",2010-01-12 21:05:57,-50500.15
"359",2010-01-12 21:05:58,-50652.7
"360",2010-01-12 21:05:59,-51089.2
"361",2010-01-12 21:06:00,-51078.3
"362",2010-01-12 21:06:01,-50770
"363",2010-01-12 21:06:02,-50580.75
"364",2010-01-12 21:06:03,-51046.2
"365",2010-01-12 21:06:04,-50541.3
"366",2010-01-12 21:06:05,-51503.35
"367",2010-01-12 21:06:06,-50704.75
"368",2010-01-12 21:06:07,-49962.8
"369",2010-01-12 21:06:08,-51208.7
"370",2010-01-12 21:06:09,-51269.15
"371",2010-01-12 21:06:10,-50618.9
"372",2010-01-12 21:06:11,-50694.4
"373",2010-01-12 21:06:12,-50573.45
"374",2010-01-12 21:06:13,-50870
"375",2010-01-12 21:06:14,-51320.9
"376",2010-01-12 21:06:15,-50588.55
"377",2010-01-12 21:06:16,-50656.5
"378",2010-01-12 21:06:17,-50925.95
"379",2010-01-12 21:06:18,-51154.6
"380",2010-01-12 21:06:19,-50510.6
"381",2010-01-12 21:06:20,-50659.1
"382",2010-01-12 21:06:21,-51085.95
"383",2010-01-12 21:06:22,-50852.3
"384",2010-01-12 21:06:23,-50415.75
"385",2010-01-12 21:06:24,-51240.9
"386",2010-01-12 21:06:25,-50932.1
"387",2010-01-12 21:06:26,-50575.8
"388",2010-01-12 21:06:27,-50654.7
"389",2010-01-12 21:06:28,-51125.95
"390",2010-01-12 21:06:29,-50771.6
"391",2010-01-12 21:06:30,-50781.7
"392",2010-01-12 21:06:31,-50644.4
"393",2010-01-12 21:06:32,-50952.55
"394",2010-01-12 21:06:33,-51054.1
"395",2010-01-12 21:06:34,-50772.35
"396",2010-01-12 21:06:35,-50724.05
"397",2010-01-12 21:06:36,-50686.8
"398",2010-01-12 21:06:37,-50866.05
"399",2010-01-12 21:06:38,-50702.75
"400",2010-01-12 21:06:39,-51092.25
"401",2010-01-12 21:06:40,-50836.2
"402",2010-01-12 21:06:41,-50628.55
"403",2010-01-12 21:06:42,-50591.3
"404",2010-01-12 21:06:43,-51331.6
"405",2010-01-12 21:06:44,-50738.55
"406",2010-01-12 21:06:45,-50471.4
"407",2010-01-12 21:06:46,-51312.4
"408",2010-01-12 21:06:47,-50836.6
"409",2010-01-12 21:06:48,-50475.95
"410",2010-01-12 21:06:49,-50560.8
"411",2010-01-12 21:06:50,-51318.8
"412",2010-01-12 21:06:51,-50869.4
"413",2010-01-12 21:06:52,-50670.95
"414",2010-01-12 21:06:53,-50597.2
"415",2010-01-12 21:06:54,-51006.65
"416",2010-01-12 21:06:55,-51065.4
"417",2010-01-12 21:06:56,-50755.45
"418",2010-01-12 21:06:57,-50525.1
"419",2010-01-12 21:06:58,-50540.6
"420",2010-01-12 21:06:59,-51455.25
"421",2010-01-12 21:07:00,-51188.7
"422",2010-01-12 21:07:01,-50282.75
"423",2010-01-12 21:07:02,-50446.4
"424",2010-01-12 21:07:03,-50985.55
"425",2010-01-12 21:07:04,-51568.95
"426",2010-01-12 21:07:05,-50485.55
"427",2010-01-12 21:07:06,-50204.8
"428",2010-01-12 21:07:07,-51004.2
"429",2010-01-12 21:07:08,-51396.7
"430",2010-01-12 21:07:09,-50902.6
"431",2010-01-12 21:07:10,-50379.95
"432",2010-01-12 21:07:11,-50343.15
"433",2010-01-12 21:07:12,-50948.55
"434",2010-01-12 21:07:13,-51503.7
"435",2010-01-12 21:07:14,-51091.45
"436",2010-01-12 21:07:15,-50081.05
"437",2010-01-12 21:07:16,-50439.85
"438",2010-01-12 21:07:17,-51184.7
"439",2010-01-12 21:07:18,-51501.6
"440",2010-01-12 21:07:19,-50587.2
"441",2010-01-12 21:07:20,-50304.25
"442",2010-01-12 21:07:21,-50766.35
"443",2010-01-12 21:07:22,-51553.7
"444",2010-01-12 21:07:23,-50838.6
"445",2010-01-12 21:07:24,-50257.45
"446",2010-01-12 21:07:25,-50593.1
"447",2010-01-12 21:07:26,-51186.15
"448",2010-01-12 21:07:27,-51011.25
"449",2010-01-12 21:07:28,-51103.75
"450",2010-01-12 21:07:29,-50333.45
"451",2010-01-12 21:07:30,-50499.45
"452",2010-01-12 21:07:31,-50560.3
"453",2010-01-12 21:07:32,-51327.4
"454",2010-01-12 21:07:33,-51739.1
"455",2010-01-12 21:07:34,-50314.25
"456",2010-01-12 21:07:35,-49800.9
"457",2010-01-12 21:07:36,-51298.65
"458",2010-01-12 21:07:37,-51463.7
"459",2010-01-12 21:07:38,-50860.95
"460",2010-01-12 21:07:39,-50279.1
"461",2010-01-12 21:07:40,-50592.9
"462",2010-01-12 21:07:41,-51110.55
"463",2010-01-12 21:07:42,-51111.5
"464",2010-01-12 21:07:43,-50980.55
"465",2010-01-12 21:07:44,-50262.55
"466",2010-01-12 21:07:45,-50751.65
"467",2010-01-12 21:07:46,-50681.05
"468",2010-01-12 21:07:47,-51295.05
"469",2010-01-12 21:07:48,-51228.2
"470",2010-01-12 21:07:49,-50261.55
"471",2010-01-12 21:07:50,-50543.45
"472",2010-01-12 21:07:51,-51250.6
"473",2010-01-12 21:07:52,-51117.4
"474",2010-01-12 21:07:53,-50652.2
"475",2010-01-12 21:07:54,-50227.15
"476",2010-01-12 21:07:55,-51122.5
"477",2010-01-12 21:07:56,-51373
"478",2010-01-12 21:07:57,-50619.3
"479",2010-01-12 21:07:58,-50649
"480",2010-01-12 21:07:59,-50575.55
"481",2010-01-12 21:08:00,-50951.35
"482",2010-01-12 21:08:01,-50955.15
"483",2010-01-12 21:08:02,-50725.75
"484",2010-01-12 21:08:03,-50783.45
"485",2010-01-12 21:08:04,-50769.35
"486",2010-01-12 21:08:05,-51126
"487",2010-01-12 21:08:06,-50838.85
"488",2010-01-12 21:08:07,-50864.35
"489",2010-01-12 21:08:08,-50398.9
"490",2010-01-12 21:08:09,-50748.35
"491",2010-01-12 21:08:10,-51455.9
"492",2010-01-12 21:08:11,-50828.3
"493",2010-01-12 21:08:12,-50475.8
"494",2010-01-12 21:08:13,-50512.15
"495",2010-01-12 21:08:14,-51085.6
"496",2010-01-12 21:08:15,-50973.15
"497",2010-01-12 21:08:16,-50738.5
"498",2010-01-12 21:08:17,-50584.05
"499",2010-01-12 21:08:18,-51086.75
"500",2010-01-12 21:08:19,-51032.7
"501",2010-01-12 21:08:20,-50770.35
"502",2010-01-12 21:08:21,-50021.75
"503",2010-01-12 21:08:22,-51064.65
"504",2010-01-12 21:08:23,-51497.25
"505",2010-01-12 21:08:24,-50890.65
"506",2010-01-12 21:08:25,-50356.6
"507",2010-01-12 21:08:26,-50616.45
"508",2010-01-12 21:08:27,-51541.3
"509",2010-01-12 21:08:28,-50534.45
"510",2010-01-12 21:08:29,-50646
"511",2010-01-12 21:08:30,-50694.55
"512",2010-01-12 21:08:31,-51005.2
"513",2010-01-12 21:08:32,-50969.25
"514",2010-01-12 21:08:33,-50785.05
"515",2010-01-12 21:08:34,-50629.05
"516",2010-01-12 21:08:35,-50826
"517",2010-01-12 21:08:36,-50732.55
"518",2010-01-12 21:08:37,-50813.15
"519",2010-01-12 21:08:38,-50897.35
"520",2010-01-12 21:08:39,-50971.45
"521",2010-01-12 21:08:40,-51195.8
"522",2010-01-12 21:08:41,-50288.25
"523",2010-01-12 21:08:42,-50640.75
"524",2010-01-12 21:08:43,-51128.5
"525",2010-01-12 21:08:44,-51034.6
"526",2010-01-12 21:08:45,-50605.15
"527",2010-01-12 21:08:46,-50728.3
"528",2010-01-12 21:08:47,-50799.3
"529",2010-01-12 21:08:48,-50944.95
"530",2010-01-12 21:08:49,-50962.45
"531",2010-01-12 21:08:50,-50403.6
"532",2010-01-12 21:08:51,-50999.1
"533",2010-01-12 21:08:52,-50726.85
"534",2010-01-12 21:08:53,-51129.1
"535",2010-01-12 21:08:54,-51189.35
"536",2010-01-12 21:08:55,-50602.35
"537",2010-01-12 21:08:56,-50387.95
"538",2010-01-12 21:08:57,-50833
"539",2010-01-12 21:08:58,-51028.1
"540",2010-01-12 21:08:59,-51007.15
"541",2010-01-12 21:09:00,-50257.9
"542",2010-01-12 21:09:01,-50943.45
"543",2010-01-12 21:09:02,-51597.3
"544",2010-01-12 21:09:03,-50465.7
"545",2010-01-12 21:09:04,-50074.8
"546",2010-01-12 21:09:05,-50813.25
"547",2010-01-12 21:09:06,-51615.25
"548",2010-01-12 21:09:07,-51125.05
"549",2010-01-12 21:09:08,-50276.5
"550",2010-01-12 21:09:09,-50370.75
"551",2010-01-12 21:09:10,-51222.35
"552",2010-01-12 21:09:11,-51311.95
"553",2010-01-12 21:09:12,-50679.3
"554",2010-01-12 21:09:13,-50606.3
"555",2010-01-12 21:09:14,-50482.1
"556",2010-01-12 21:09:15,-50835.15
"557",2010-01-12 21:09:16,-51367.05
"558",2010-01-12 21:09:17,-50948.25
"559",2010-01-12 21:09:18,-50292.1
"560",2010-01-12 21:09:19,-50782.6
"561",2010-01-12 21:09:20,-50898.55
"562",2010-01-12 21:09:21,-50979.25
"563",2010-01-12 21:09:22,-50998.3
"564",2010-01-12 21:09:23,-50680.15
"565",2010-01-12 21:09:24,-50638.55
"566",2010-01-12 21:09:25,-51067.2
"567",2010-01-12 21:09:26,-50721.9
"568",2010-01-12 21:09:27,-50750.1
"569",2010-01-12 21:09:28,-51052.6
"570",2010-01-12 21:09:29,-50832
"571",2010-01-12 21:09:30,-50804.35
"572",2010-01-12 21:09:31,-50426.5
"573",2010-01-12 21:09:32,-51000.7
"574",2010-01-12 21:09:33,-50833.4
"575",2010-01-12 21:09:34,-50952
"576",2010-01-12 21:09:35,-50465.55
"577",2010-01-12 21:09:36,-50851
"578",2010-01-12 21:09:37,-51365.75
"579",2010-01-12 21:09:38,-50590.85
"580",2010-01-12 21:09:39,-50578
"581",2010-01-12 21:09:40,-50825.8
"582",2010-01-12 21:09:41,-51034.7
"583",2010-01-12 21:09:42,-50936.65
"584",2010-01-12 21:09:43,-50960.9
"585",2010-01-12 21:09:44,-50897.45
"586",2010-01-12 21:09:45,-50238.8
"587",2010-01-12 21:09:46,-50607.6
"588",2010-01-12 21:09:47,-51401.55
"589",2010-01-12 21:09:48,-51076.25
"590",2010-01-12 21:09:49,-50470.1
"591",2010-01-12 21:09:50,-50493.1
"592",2010-01-12 21:09:51,-51026.95
"593",2010-01-12 21:09:52,-50940.05
"594",2010-01-12 21:09:53,-50784.5
"595",2010-01-12 21:09:54,-50804.75
"596",2010-01-12 21:09:55,-50678.65
"597",2010-01-12 21:09:56,-51020.6
"598",2010-01-12 21:09:57,-51203.35
"599",2010-01-12 21:09:58,-50412.95
"600",2010-01-12 21:09:59,-50526.15
"601",2010-01-12 21:10:00,-51132.95
"602",2010-01-12 21:10:01,-50970.3
"603",2010-01-12 21:10:02,-50916.75
"604",2010-01-12 21:10:03,-50443.25
"605",2010-01-12 21:10:04,-50961
"606",2010-01-12 21:10:05,-50823.35
"607",2010-01-12 21:10:06,-50724.3
"608",2010-01-12 21:10:07,-51083.4
"609",2010-01-12 21:10:08,-50672.15
"610",2010-01-12 21:10:09,-50596.3
"611",2010-01-12 21:10:10,-51089.45
"612",2010-01-12 21:10:11,-50816.6
"613",2010-01-12 21:10:12,-50767.45
"614",2010-01-12 21:10:13,-50753.2
"615",2010-01-12 21:10:14,-50804.9
"616",2010-01-12 21:10:15,-51144.3
"617",2010-01-12 21:10:16,-50664.6
"618",2010-01-12 21:10:17,-50532.45
"619",2010-01-12 21:10:18,-50801.4
"620",2010-01-12 21:10:19,-51299.8
"621",2010-01-12 21:10:20,-50662.4
"622",2010-01-12 21:10:21,-50434.2
"623",2010-01-12 21:10:22,-50958.65
"624",2010-01-12 21:10:23,-51345.5
"625",2010-01-12 21:10:24,-50719.4
"626",2010-01-12 21:10:25,-50312.5
"627",2010-01-12 21:10:26,-50765.4
"628",2010-01-12 21:10:27,-51144.05
"629",2010-01-12 21:10:28,-50897.7
"630",2010-01-12 21:10:29,-50681.45
"631",2010-01-12 21:10:30,-50955.3
"632",2010-01-12 21:10:31,-50995
"633",2010-01-12 21:10:32,-50567.05
"634",2010-01-12 21:10:33,-50586.1
"635",2010-01-12 21:10:34,-51124.5
"636",2010-01-12 21:10:35,-50954.1
