"","DateTime","PR.CRPR..BHZ.M"
"415",2010-01-12 21:06:54,3002.5
"416",2010-01-12 21:06:55,3144.55
"417",2010-01-12 21:06:56,2905.85
"418",2010-01-12 21:06:57,2772.25
"419",2010-01-12 21:06:58,2879.5
"420",2010-01-12 21:06:59,3165.9
"421",2010-01-12 21:07:00,2584.4
"422",2010-01-12 21:07:01,2805.3
"423",2010-01-12 21:07:02,3138.45
"424",2010-01-12 21:07:03,2869.9
"425",2010-01-12 21:07:04,2713.5
"426",2010-01-12 21:07:05,2963.9
"427",2010-01-12 21:07:06,2859.85
"428",2010-01-12 21:07:07,2634.15
"429",2010-01-12 21:07:08,3078.7
"430",2010-01-12 21:07:09,3068.2
"431",2010-01-12 21:07:10,2680.1
"432",2010-01-12 21:07:11,2635.15
"433",2010-01-12 21:07:12,3195.55
"434",2010-01-12 21:07:13,2977.05
"435",2010-01-12 21:07:14,2414.4
"436",2010-01-12 21:07:15,2994.5
"437",2010-01-12 21:07:16,2795.1
"438",2010-01-12 21:07:17,3134.35
"439",2010-01-12 21:07:18,2631.1
"440",2010-01-12 21:07:19,2934.4
"441",2010-01-12 21:07:20,3032.7
"442",2010-01-12 21:07:21,2626.85
"443",2010-01-12 21:07:22,2939.4
"444",2010-01-12 21:07:23,3022.8
"445",2010-01-12 21:07:24,3039.15
"446",2010-01-12 21:07:25,2561.95
"447",2010-01-12 21:07:26,2942.2
"448",2010-01-12 21:07:27,2926.75
"449",2010-01-12 21:07:28,2994.5
"450",2010-01-12 21:07:29,2799.1
"451",2010-01-12 21:07:30,2772.8
"452",2010-01-12 21:07:31,2849.95
"453",2010-01-12 21:07:32,3148.6
"454",2010-01-12 21:07:33,2498.8
"455",2010-01-12 21:07:34,2855.9
"456",2010-01-12 21:07:35,2709.7
"457",2010-01-12 21:07:36,3094.2
"458",2010-01-12 21:07:37,2777.35
"459",2010-01-12 21:07:38,2819.75
"460",2010-01-12 21:07:39,3121.7
"461",2010-01-12 21:07:40,2238.05
"462",2010-01-12 21:07:41,3064.15
"463",2010-01-12 21:07:42,3034.75
"464",2010-01-12 21:07:43,2765.35
"465",2010-01-12 21:07:44,2826.3
"466",2010-01-12 21:07:45,2976.7
"467",2010-01-12 21:07:46,2830.3
"468",2010-01-12 21:07:47,3077.5
"469",2010-01-12 21:07:48,2775.75
"470",2010-01-12 21:07:49,2902.75
"471",2010-01-12 21:07:50,3079.95
"472",2010-01-12 21:07:51,2886.65
"473",2010-01-12 21:07:52,2848.9
"474",2010-01-12 21:07:53,3092.65
"475",2010-01-12 21:07:54,2802.9
"476",2010-01-12 21:07:55,2858.35
"477",2010-01-12 21:07:56,2946.9
"478",2010-01-12 21:07:57,3103.85
"479",2010-01-12 21:07:58,2594.5
"480",2010-01-12 21:07:59,2970.6
"481",2010-01-12 21:08:00,3139.6
"482",2010-01-12 21:08:01,2706.55
"483",2010-01-12 21:08:02,2813.45
"484",2010-01-12 21:08:03,2589.5
"485",2010-01-12 21:08:04,3321.75
"486",2010-01-12 21:08:05,2942.35
"487",2010-01-12 21:08:06,2598
"488",2010-01-12 21:08:07,2892.9
"489",2010-01-12 21:08:08,2971.7
"490",2010-01-12 21:08:09,3162
"491",2010-01-12 21:08:10,2681
"492",2010-01-12 21:08:11,2485.05
"493",2010-01-12 21:08:12,2989.2
"494",2010-01-12 21:08:13,3281.75
"495",2010-01-12 21:08:14,2700
"496",2010-01-12 21:08:15,2830.65
"497",2010-01-12 21:08:16,2977.95
"498",2010-01-12 21:08:17,2957.4
"499",2010-01-12 21:08:18,2886.25
"500",2010-01-12 21:08:19,2918.85
"501",2010-01-12 21:08:20,2953.75
"502",2010-01-12 21:08:21,2684.75
"503",2010-01-12 21:08:22,2687.85
"504",2010-01-12 21:08:23,3098.45
"505",2010-01-12 21:08:24,2847
"506",2010-01-12 21:08:25,2649.25
"507",2010-01-12 21:08:26,2726.1
"508",2010-01-12 21:08:27,2965.75
"509",2010-01-12 21:08:28,3297
"510",2010-01-12 21:08:29,2821.8
"511",2010-01-12 21:08:30,2658.85
"512",2010-01-12 21:08:31,2814.45
"513",2010-01-12 21:08:32,3076.3
"514",2010-01-12 21:08:33,2790.4
"515",2010-01-12 21:08:34,2871.6
"516",2010-01-12 21:08:35,2788.1
"517",2010-01-12 21:08:36,2840.6
"518",2010-01-12 21:08:37,3220.3
"519",2010-01-12 21:08:38,3000.75
"520",2010-01-12 21:08:39,2380.7
"521",2010-01-12 21:08:40,3051.05
"522",2010-01-12 21:08:41,3133.5
"523",2010-01-12 21:08:42,3110.9
"524",2010-01-12 21:08:43,2980.8
"525",2010-01-12 21:08:44,2562.5
"526",2010-01-12 21:08:45,2947.65
"527",2010-01-12 21:08:46,3123.45
"528",2010-01-12 21:08:47,2810.45
"529",2010-01-12 21:08:48,2785.85
"530",2010-01-12 21:08:49,3102.5
"531",2010-01-12 21:08:50,2741.8
"532",2010-01-12 21:08:51,2736.4
"533",2010-01-12 21:08:52,3333.35
"534",2010-01-12 21:08:53,2630.55
"535",2010-01-12 21:08:54,2575.65
"536",2010-01-12 21:08:55,3053.65
"537",2010-01-12 21:08:56,2926.9
"538",2010-01-12 21:08:57,2997.25
"539",2010-01-12 21:08:58,2599.75
"540",2010-01-12 21:08:59,2864.35
"541",2010-01-12 21:09:00,3082.5
"542",2010-01-12 21:09:01,2550.1
"543",2010-01-12 21:09:02,2725.8
"544",2010-01-12 21:09:03,3010.5
"545",2010-01-12 21:09:04,2888.75
"546",2010-01-12 21:09:05,2954.15
"547",2010-01-12 21:09:06,2577.4
"548",2010-01-12 21:09:07,3006.65
"549",2010-01-12 21:09:08,3167.85
"550",2010-01-12 21:09:09,2637.25
"551",2010-01-12 21:09:10,2924.25
"552",2010-01-12 21:09:11,3115.75
"553",2010-01-12 21:09:12,2819.35
"554",2010-01-12 21:09:13,3043.05
"555",2010-01-12 21:09:14,2778.8
"556",2010-01-12 21:09:15,2723.4
"557",2010-01-12 21:09:16,3084.9
"558",2010-01-12 21:09:17,3015.95
"559",2010-01-12 21:09:18,2562.25
"560",2010-01-12 21:09:19,2801.7
"561",2010-01-12 21:09:20,2990.05
"562",2010-01-12 21:09:21,2725.8
"563",2010-01-12 21:09:22,2891
"564",2010-01-12 21:09:23,2854.55
"565",2010-01-12 21:09:24,2993.15
"566",2010-01-12 21:09:25,2874.5
"567",2010-01-12 21:09:26,2843.8
"568",2010-01-12 21:09:27,2985.55
"569",2010-01-12 21:09:28,2628.35
"570",2010-01-12 21:09:29,2774.5
"571",2010-01-12 21:09:30,3078.4
"572",2010-01-12 21:09:31,2737.55
"573",2010-01-12 21:09:32,3322.6
"574",2010-01-12 21:09:33,2683.2
"575",2010-01-12 21:09:34,2728.35
"576",2010-01-12 21:09:35,3166.95
"577",2010-01-12 21:09:36,2879.55
"578",2010-01-12 21:09:37,2641.8
"579",2010-01-12 21:09:38,2970.3
"580",2010-01-12 21:09:39,2913.7
"581",2010-01-12 21:09:40,2951.75
"582",2010-01-12 21:09:41,3059.55
"583",2010-01-12 21:09:42,2281.85
"584",2010-01-12 21:09:43,3116.35
"585",2010-01-12 21:09:44,2989.65
"586",2010-01-12 21:09:45,2934.1
"587",2010-01-12 21:09:46,2646.35
"588",2010-01-12 21:09:47,2779.8
"589",2010-01-12 21:09:48,3243.45
"590",2010-01-12 21:09:49,2751.1
"591",2010-01-12 21:09:50,2599.2
"592",2010-01-12 21:09:51,3045.35
"593",2010-01-12 21:09:52,2840.2
"594",2010-01-12 21:09:53,3004.4
"595",2010-01-12 21:09:54,3042.15
"596",2010-01-12 21:09:55,2503.25
"597",2010-01-12 21:09:56,2952.55
"598",2010-01-12 21:09:57,3103.3
"599",2010-01-12 21:09:58,2651.25
"600",2010-01-12 21:09:59,2979.8
"601",2010-01-12 21:10:00,2666.75
"602",2010-01-12 21:10:01,2729.85
"603",2010-01-12 21:10:02,3347.45
"604",2010-01-12 21:10:03,2767.2
"605",2010-01-12 21:10:04,2547.75
"606",2010-01-12 21:10:05,2833.05
"607",2010-01-12 21:10:06,2819.25
"608",2010-01-12 21:10:07,3386.65
"609",2010-01-12 21:10:08,2826.25
"610",2010-01-12 21:10:09,2352.5
"611",2010-01-12 21:10:10,2923.8
"612",2010-01-12 21:10:11,3239.55
"613",2010-01-12 21:10:12,3060.95
"614",2010-01-12 21:10:13,2389.35
"615",2010-01-12 21:10:14,2641.6
"616",2010-01-12 21:10:15,2999.8
"617",2010-01-12 21:10:16,3411.3
"618",2010-01-12 21:10:17,2611.9
"619",2010-01-12 21:10:18,2260.4
"620",2010-01-12 21:10:19,2886.9
"621",2010-01-12 21:10:20,3133.15
"622",2010-01-12 21:10:21,3275.75
"623",2010-01-12 21:10:22,2613.6
"624",2010-01-12 21:10:23,2514.6
"625",2010-01-12 21:10:24,3070.5
"626",2010-01-12 21:10:25,3144.95
"627",2010-01-12 21:10:26,3167.3
"628",2010-01-12 21:10:27,2426.75
"629",2010-01-12 21:10:28,2896.6
"630",2010-01-12 21:10:29,3293.65
"631",2010-01-12 21:10:30,2863
"632",2010-01-12 21:10:31,2583.85
"633",2010-01-12 21:10:32,3089.9
"634",2010-01-12 21:10:33,2895.35
"635",2010-01-12 21:10:34,2844.75
"636",2010-01-12 21:10:35,2817.95
"637",2010-01-12 21:10:36,2952.55
"638",2010-01-12 21:10:37,2889.8
"639",2010-01-12 21:10:38,2838.6
"640",2010-01-12 21:10:39,2954.35
"641",2010-01-12 21:10:40,2827.5
"642",2010-01-12 21:10:41,3037.5
"643",2010-01-12 21:10:42,2780.4
"644",2010-01-12 21:10:43,2776.8
"645",2010-01-12 21:10:44,3054.55
"646",2010-01-12 21:10:45,2765
"647",2010-01-12 21:10:46,2998.8
"648",2010-01-12 21:10:47,2672.85
"649",2010-01-12 21:10:48,2808.4
"650",2010-01-12 21:10:49,2799.6
"651",2010-01-12 21:10:50,2806.9
"652",2010-01-12 21:10:51,3038.8
"653",2010-01-12 21:10:52,2641.35
"654",2010-01-12 21:10:53,2653.85
"655",2010-01-12 21:10:54,3132.25
"656",2010-01-12 21:10:55,2690.7
"657",2010-01-12 21:10:56,2973.45
"658",2010-01-12 21:10:57,2925.3
"659",2010-01-12 21:10:58,2723.15
"660",2010-01-12 21:10:59,2972.7
"661",2010-01-12 21:11:00,3087.4
"662",2010-01-12 21:11:01,2785.75
"663",2010-01-12 21:11:02,2924.25
"664",2010-01-12 21:11:03,2878.05
