"","DateTime","IU.SDV.10.BHZ.M"
"1",2010-01-12 21:00:00,5456.37
"2",2010-01-12 21:00:10,5508.81795511222
"3",2010-01-12 21:00:20,5358.6125
"4",2010-01-12 21:00:30,5569.46
"5",2010-01-12 21:00:40,5463.96
"6",2010-01-12 21:00:50,5241.115
"7",2010-01-12 21:01:00,5462.375
"8",2010-01-12 21:01:10,5371.3325
"9",2010-01-12 21:01:20,5418.8925
"10",2010-01-12 21:01:30,5399.495
"11",2010-01-12 21:01:40,5432.6425
"12",2010-01-12 21:01:50,5628.0275
"13",2010-01-12 21:02:00,5443.1925
"14",2010-01-12 21:02:10,5436.1725
"15",2010-01-12 21:02:20,5607.125
"16",2010-01-12 21:02:30,5497.505
"17",2010-01-12 21:02:40,5589.3625
"18",2010-01-12 21:02:50,5399.8175
"19",2010-01-12 21:03:00,5617.6175
"20",2010-01-12 21:03:10,5499.025
"21",2010-01-12 21:03:20,5647.5475
"22",2010-01-12 21:03:30,5498.4525
"23",2010-01-12 21:03:40,5469
"24",2010-01-12 21:03:50,5678.1925
"25",2010-01-12 21:04:00,5434.105
"26",2010-01-12 21:04:10,5737.1975
"27",2010-01-12 21:04:20,5724.065
"28",2010-01-12 21:04:30,5570.99
"29",2010-01-12 21:04:40,5667.1125
"30",2010-01-12 21:04:50,5538.71
"31",2010-01-12 21:05:00,5436.335
"32",2010-01-12 21:05:10,5500.285
"33",2010-01-12 21:05:20,5392.46
"34",2010-01-12 21:05:30,5351.8575
"35",2010-01-12 21:05:40,5562.2775
"36",2010-01-12 21:05:50,5370.465
"37",2010-01-12 21:06:00,5246.57
"38",2010-01-12 21:06:10,5417.4075
"39",2010-01-12 21:06:20,5227.97
"40",2010-01-12 21:06:30,5568.2675
"41",2010-01-12 21:06:40,5271.33
"42",2010-01-12 21:06:50,5512.0075
"43",2010-01-12 21:07:00,5527.88
"44",2010-01-12 21:07:10,5567.8625
"45",2010-01-12 21:07:20,5684.8125
"46",2010-01-12 21:07:30,5496.82
"47",2010-01-12 21:07:40,5426.015
"48",2010-01-12 21:07:50,5409.74
"49",2010-01-12 21:08:00,5429.0475
"50",2010-01-12 21:08:10,5385.9925
"51",2010-01-12 21:08:20,5374.9
"52",2010-01-12 21:08:30,5574.135
"53",2010-01-12 21:08:40,5341.1325
"54",2010-01-12 21:08:50,5329.7525
"55",2010-01-12 21:09:00,5493.4075
"56",2010-01-12 21:09:10,5448.1925
"57",2010-01-12 21:09:20,5292.9325
"58",2010-01-12 21:09:30,5334.21
"59",2010-01-12 21:09:40,5417.2125
"60",2010-01-12 21:09:50,5420.635
"61",2010-01-12 21:10:00,5463.9125
"62",2010-01-12 21:10:10,5163.5375
"63",2010-01-12 21:10:20,5489.46
"64",2010-01-12 21:10:30,5308.5475
"65",2010-01-12 21:10:40,5360.065
"66",2010-01-12 21:10:50,5128.2325
"67",2010-01-12 21:11:00,5357.0775
"68",2010-01-12 21:11:10,5181.075
"69",2010-01-12 21:11:20,5292.3775
"70",2010-01-12 21:11:30,5554.475
"71",2010-01-12 21:11:40,5070.8275
"72",2010-01-12 21:11:50,5468.175
"73",2010-01-12 21:12:00,5187.07
"74",2010-01-12 21:12:10,5474.275
"75",2010-01-12 21:12:20,5356.2475
"76",2010-01-12 21:12:30,5261.22
"77",2010-01-12 21:12:40,5396.4975
"78",2010-01-12 21:12:50,5289.055
"79",2010-01-12 21:13:00,5495.5275
"80",2010-01-12 21:13:10,5302.69
"81",2010-01-12 21:13:20,5355.565
"82",2010-01-12 21:13:30,5176.725
"83",2010-01-12 21:13:40,5354.1875
"84",2010-01-12 21:13:50,5367.23
"85",2010-01-12 21:14:00,5507.63
"86",2010-01-12 21:14:10,5504.605
"87",2010-01-12 21:14:20,5317.3875
