"","DateTime","CU.BBGH..BHZ.M"
"604",2010-01-12 21:10:03,4360.55
"605",2010-01-12 21:10:04,685.95
"606",2010-01-12 21:10:05,1449.775
"607",2010-01-12 21:10:06,-6270.15
"608",2010-01-12 21:10:07,5128.725
"609",2010-01-12 21:10:08,-2600.85
"610",2010-01-12 21:10:09,-2071.125
"611",2010-01-12 21:10:10,3214.725
"612",2010-01-12 21:10:11,-1301.425
"613",2010-01-12 21:10:12,-4013.95
"614",2010-01-12 21:10:13,5134.725
"615",2010-01-12 21:10:14,-4260.025
"616",2010-01-12 21:10:15,1425.25
"617",2010-01-12 21:10:16,925.85
"618",2010-01-12 21:10:17,-1101.725
"619",2010-01-12 21:10:18,-4241.225
"620",2010-01-12 21:10:19,2814.925
"621",2010-01-12 21:10:20,-286.925
"622",2010-01-12 21:10:21,165.725
"623",2010-01-12 21:10:22,1229.175
"624",2010-01-12 21:10:23,121.075
"625",2010-01-12 21:10:24,-6681.425
"626",2010-01-12 21:10:25,1232.7
"627",2010-01-12 21:10:26,8978.4
"628",2010-01-12 21:10:27,-7001.6
"629",2010-01-12 21:10:28,-4473.825
"630",2010-01-12 21:10:29,-93.875
"631",2010-01-12 21:10:30,9480.075
"632",2010-01-12 21:10:31,-3889.725
"633",2010-01-12 21:10:32,-10385.875
"634",2010-01-12 21:10:33,10088.975
"635",2010-01-12 21:10:34,596.725
"636",2010-01-12 21:10:35,-4807.725
"637",2010-01-12 21:10:36,486.475
"638",2010-01-12 21:10:37,-2425.325
"639",2010-01-12 21:10:38,4197.225
"640",2010-01-12 21:10:39,-1575.825
"641",2010-01-12 21:10:40,-224.375
"642",2010-01-12 21:10:41,-2126.775
"643",2010-01-12 21:10:42,2147.825
"644",2010-01-12 21:10:43,-32.175
"645",2010-01-12 21:10:44,-4835.6
"646",2010-01-12 21:10:45,4818.45
"647",2010-01-12 21:10:46,-3610.525
"648",2010-01-12 21:10:47,30.225
"649",2010-01-12 21:10:48,1668.2
"650",2010-01-12 21:10:49,-333.375
"651",2010-01-12 21:10:50,-2585.25
"652",2010-01-12 21:10:51,-2
"653",2010-01-12 21:10:52,1061.5
"654",2010-01-12 21:10:53,-356.775
