"","DateTime","CU.SDDR..BHZ.M"
"1",2010-01-12 21:00:00,2284.15
"2",2010-01-12 21:00:01,4947.4
"3",2010-01-12 21:00:02,2844.675
"4",2010-01-12 21:00:03,2099.075
"5",2010-01-12 21:00:04,3589.7
"6",2010-01-12 21:00:05,3539.75
"7",2010-01-12 21:00:06,2927.05
"8",2010-01-12 21:00:07,2835.95
"9",2010-01-12 21:00:08,2942.625
"10",2010-01-12 21:00:09,3434.875
"11",2010-01-12 21:00:10,3837.925
"12",2010-01-12 21:00:11,2369.075
"13",2010-01-12 21:00:12,3479.8
"14",2010-01-12 21:00:13,4220.525
"15",2010-01-12 21:00:14,2159.4
"16",2010-01-12 21:00:15,3055.975
"17",2010-01-12 21:00:16,3491.5
"18",2010-01-12 21:00:17,2912.4
"19",2010-01-12 21:00:18,3181.55
"20",2010-01-12 21:00:19,3635.425
"21",2010-01-12 21:00:20,1973.85
"22",2010-01-12 21:00:21,3381.825
"23",2010-01-12 21:00:22,4629.575
"24",2010-01-12 21:00:23,3034.75
"25",2010-01-12 21:00:24,1932.85
"26",2010-01-12 21:00:25,2660.4
"27",2010-01-12 21:00:26,4532.125
"28",2010-01-12 21:00:27,4214.475
"29",2010-01-12 21:00:28,1790.15
"30",2010-01-12 21:00:29,1770.15
"31",2010-01-12 21:00:30,4731.125
"32",2010-01-12 21:00:31,4054.025
"33",2010-01-12 21:00:32,1865.05
"34",2010-01-12 21:00:33,3250.325
"35",2010-01-12 21:00:34,3338.9
"36",2010-01-12 21:00:35,1915.325
"37",2010-01-12 21:00:36,4476.825
"38",2010-01-12 21:00:37,3924.025
"39",2010-01-12 21:00:38,2672.275
"40",2010-01-12 21:00:39,3028.5
"41",2010-01-12 21:00:40,2510.525
"42",2010-01-12 21:00:41,3214.625
"43",2010-01-12 21:00:42,3934.9
"44",2010-01-12 21:00:43,2991.95
"45",2010-01-12 21:00:44,2376.675
"46",2010-01-12 21:00:45,3613.575
"47",2010-01-12 21:00:46,4103.475
"48",2010-01-12 21:00:47,2244.475
"49",2010-01-12 21:00:48,2670.1
"50",2010-01-12 21:00:49,4293.05
"51",2010-01-12 21:00:50,4058.5
"52",2010-01-12 21:00:51,907.425
"53",2010-01-12 21:00:52,2699.7
"54",2010-01-12 21:00:53,4827.5
"55",2010-01-12 21:00:54,3931.125
"56",2010-01-12 21:00:55,2756.625
"57",2010-01-12 21:00:56,1273.125
"58",2010-01-12 21:00:57,3182.275
"59",2010-01-12 21:00:58,4496.4
"60",2010-01-12 21:00:59,3555.375
"61",2010-01-12 21:01:00,2548.35
"62",2010-01-12 21:01:01,2559.425
"63",2010-01-12 21:01:02,3302.45
"64",2010-01-12 21:01:03,3987.95
"65",2010-01-12 21:01:04,3716.1
"66",2010-01-12 21:01:05,2373.55
"67",2010-01-12 21:01:06,2673.675
"68",2010-01-12 21:01:07,3560.9
"69",2010-01-12 21:01:08,3052
"70",2010-01-12 21:01:09,2763.375
"71",2010-01-12 21:01:10,2999.725
