"","DateTime","CU.ANWB..BHZ.M"
"572",2010-01-12 22:35:10,-14582.665
"573",2010-01-12 22:35:20,-657.0675
"574",2010-01-12 22:35:30,2716.0475
"575",2010-01-12 22:35:40,16045.15
"576",2010-01-12 22:35:50,-9773.785
"577",2010-01-12 22:36:00,696.105
"578",2010-01-12 22:36:10,-5364.4625
"579",2010-01-12 22:36:20,1933.2775
"580",2010-01-12 22:36:30,9596.755
"581",2010-01-12 22:36:40,1944.3275
"582",2010-01-12 22:36:50,-1288.0975
"583",2010-01-12 22:37:00,5547.51
"584",2010-01-12 22:37:10,4278.805
"585",2010-01-12 22:37:20,-4802.3375
"586",2010-01-12 22:37:30,-5414.4075
"587",2010-01-12 22:37:40,3574.4775
"588",2010-01-12 22:37:50,-3050.4275
"589",2010-01-12 22:38:00,-3168.4325
"590",2010-01-12 22:38:10,5335.9225
"591",2010-01-12 22:38:20,-2708.0575
"592",2010-01-12 22:38:30,13181.7
"593",2010-01-12 22:38:40,435.295
"594",2010-01-12 22:38:50,-8548.8025
"595",2010-01-12 22:39:00,6834.135
"596",2010-01-12 22:39:10,1958.2675
"597",2010-01-12 22:39:20,-786.6125
"598",2010-01-12 22:39:30,-263.5625
"599",2010-01-12 22:39:40,14695.75
"600",2010-01-12 22:39:50,-5109.94
"601",2010-01-12 22:40:00,-5400.745
"602",2010-01-12 22:40:10,10.2575
"603",2010-01-12 22:40:20,10891.05
"604",2010-01-12 22:40:30,6508.6
"605",2010-01-12 22:40:40,-9259.345
"606",2010-01-12 22:40:50,-2637.5875
"607",2010-01-12 22:41:00,4879.89
"608",2010-01-12 22:41:10,8697.105
"609",2010-01-12 22:41:20,-1422.8375
"610",2010-01-12 22:41:30,-15465.51
"611",2010-01-12 22:41:40,9696.13
"612",2010-01-12 22:41:50,3974.03
"613",2010-01-12 22:42:00,1509.2525
"614",2010-01-12 22:42:10,-7653.8025
"615",2010-01-12 22:42:20,12221.885
"616",2010-01-12 22:42:30,-15110.8275
"617",2010-01-12 22:42:40,2924.7775
"618",2010-01-12 22:42:50,14585.9
"619",2010-01-12 22:43:00,3530.93
"620",2010-01-12 22:43:10,-2099.5925
"621",2010-01-12 22:43:20,-7308.6875
"622",2010-01-12 22:43:30,7156.0675
"623",2010-01-12 22:43:40,-3669.8875
"624",2010-01-12 22:43:50,5695.7675
"625",2010-01-12 22:44:00,-5746.2375
"626",2010-01-12 22:44:10,2985.33
"627",2010-01-12 22:44:20,5278.8125
"628",2010-01-12 22:44:30,-991.715
"629",2010-01-12 22:44:40,3438.8925
"630",2010-01-12 22:44:50,-4493.5225
"631",2010-01-12 22:45:00,5260.085
"632",2010-01-12 22:45:10,149.63
"633",2010-01-12 22:45:20,-28.465
"634",2010-01-12 22:45:30,6199.495
"635",2010-01-12 22:45:40,-2330.2525
"636",2010-01-12 22:45:50,-263.91
"637",2010-01-12 22:46:00,-1589.2875
"638",2010-01-12 22:46:10,3439.2025
"639",2010-01-12 22:46:20,6070.9725
"640",2010-01-12 22:46:30,-4867.0825
"641",2010-01-12 22:46:40,10374.695
"642",2010-01-12 22:46:50,-7572.385
"643",2010-01-12 22:47:00,405.1
"644",2010-01-12 22:47:10,1482.035
"645",2010-01-12 22:47:20,13090.0025
"646",2010-01-12 22:47:30,-18620.55
"647",2010-01-12 22:47:40,8905.43
"648",2010-01-12 22:47:50,-855.1425
"649",2010-01-12 22:48:00,4652.6925
