"","DateTime","CU.BBGH..BHZ.M"
"1",2010-01-12 21:00:00,-241.3125
"2",2010-01-12 21:00:10,-907.705735660848
"3",2010-01-12 21:00:20,-2.4475
"4",2010-01-12 21:00:30,-91.3625
"5",2010-01-12 21:00:40,-809.28
"6",2010-01-12 21:00:50,-348.9675
"7",2010-01-12 21:01:00,42.6675
"8",2010-01-12 21:01:10,-771.7775
"9",2010-01-12 21:01:20,-250.9275
"10",2010-01-12 21:01:30,-357.34
"11",2010-01-12 21:01:40,-141.81
"12",2010-01-12 21:01:50,-445.5475
"13",2010-01-12 21:02:00,-541.8675
"14",2010-01-12 21:02:10,-339.935
"15",2010-01-12 21:02:20,298.5375
"16",2010-01-12 21:02:30,-653.8575
"17",2010-01-12 21:02:40,-343.9125
"18",2010-01-12 21:02:50,-534.09
"19",2010-01-12 21:03:00,-660.2225
"20",2010-01-12 21:03:10,150.1575
"21",2010-01-12 21:03:20,-132.7
"22",2010-01-12 21:03:30,-695.4225
"23",2010-01-12 21:03:40,3.3875
"24",2010-01-12 21:03:50,-818.46
"25",2010-01-12 21:04:00,219.735
"26",2010-01-12 21:04:10,-446.9175
"27",2010-01-12 21:04:20,-368.525
"28",2010-01-12 21:04:30,-1069.155
"29",2010-01-12 21:04:40,-24.6725
"30",2010-01-12 21:04:50,-175.05
"31",2010-01-12 21:05:00,202.9925
"32",2010-01-12 21:05:10,-787.715
"33",2010-01-12 21:05:20,83.15
"34",2010-01-12 21:05:30,-98.6675
"35",2010-01-12 21:05:40,-378.6325
"36",2010-01-12 21:05:50,-611.7225
"37",2010-01-12 21:06:00,-564.46
"38",2010-01-12 21:06:10,196.18
"39",2010-01-12 21:06:20,-620.6425
"40",2010-01-12 21:06:30,-573.2675
"41",2010-01-12 21:06:40,111.6675
"42",2010-01-12 21:06:50,-797.8525
"43",2010-01-12 21:07:00,-172.345
"44",2010-01-12 21:07:10,276.5725
"45",2010-01-12 21:07:20,-238.1775
"46",2010-01-12 21:07:30,-771.1975
"47",2010-01-12 21:07:40,-630.5725
"48",2010-01-12 21:07:50,61.9275
"49",2010-01-12 21:08:00,-323.835
"50",2010-01-12 21:08:10,-583.19
"51",2010-01-12 21:08:20,-394.3375
"52",2010-01-12 21:08:30,329.1425
"53",2010-01-12 21:08:40,-529.1325
"54",2010-01-12 21:08:50,-391.3775
"55",2010-01-12 21:09:00,-252.2425
"56",2010-01-12 21:09:10,24.6075
"57",2010-01-12 21:09:20,-767.55
"58",2010-01-12 21:09:30,-469.635
"59",2010-01-12 21:09:40,-529.1625
"60",2010-01-12 21:09:50,124.84
"61",2010-01-12 21:10:00,-409.0075
"62",2010-01-12 21:10:10,-140.2875
"63",2010-01-12 21:10:20,-681.0575
"64",2010-01-12 21:10:30,176.5
"65",2010-01-12 21:10:40,-249.8125
"66",2010-01-12 21:10:50,-318.21
"67",2010-01-12 21:11:00,-551.925
"68",2010-01-12 21:11:10,-324.9825
"69",2010-01-12 21:11:20,-68.2775
