"","DateTime","CU.BCIP..BHZ.M"
"441",2010-01-12 22:13:20,-15358.3625
"442",2010-01-12 22:13:30,3789.6825
"443",2010-01-12 22:13:40,-32249.535
"444",2010-01-12 22:13:50,-6799.2375
"445",2010-01-12 22:14:00,36878.26
"446",2010-01-12 22:14:10,-30524.25
"447",2010-01-12 22:14:20,57183.265
"448",2010-01-12 22:14:30,-8397.8875
"449",2010-01-12 22:14:40,6218.2275
"450",2010-01-12 22:14:50,-57067.31
"451",2010-01-12 22:15:00,-5765.735
"452",2010-01-12 22:15:10,43996.36
"453",2010-01-12 22:15:20,-13709.885
"454",2010-01-12 22:15:30,41373.1225
"455",2010-01-12 22:15:40,-22036.99
"456",2010-01-12 22:15:50,-2276.825
"457",2010-01-12 22:16:00,-19650.28
"458",2010-01-12 22:16:10,-98.7225
"459",2010-01-12 22:16:20,-14702.0125
"460",2010-01-12 22:16:30,83127.435
"461",2010-01-12 22:16:40,-24560.1175
"462",2010-01-12 22:16:50,3749.7175
"463",2010-01-12 22:17:00,-18065.525
"464",2010-01-12 22:17:10,-5037.6525
"465",2010-01-12 22:17:20,-23250.4225
"466",2010-01-12 22:17:30,-3750.805
"467",2010-01-12 22:17:40,21774.3325
"468",2010-01-12 22:17:50,19274.345
"469",2010-01-12 22:18:00,18792.75
"470",2010-01-12 22:18:10,-19617.655
"471",2010-01-12 22:18:20,-7074.1075
"472",2010-01-12 22:18:30,20853.81
"473",2010-01-12 22:18:40,-16903.12
"474",2010-01-12 22:18:50,16276.185
"475",2010-01-12 22:19:00,10987.19
"476",2010-01-12 22:19:10,-4128.85
"477",2010-01-12 22:19:20,6196.745
"478",2010-01-12 22:19:30,12014.4475
"479",2010-01-12 22:19:40,-2746.135
"480",2010-01-12 22:19:50,-46835.4925
"481",2010-01-12 22:20:00,35175.925
"482",2010-01-12 22:20:10,16080.435
"483",2010-01-12 22:20:20,-17660.2525
"484",2010-01-12 22:20:30,4864.64
"485",2010-01-12 22:20:40,-20182.5925
"486",2010-01-12 22:20:50,25925.8375
"487",2010-01-12 22:21:00,3861.1525
"488",2010-01-12 22:21:10,-23719.055
"489",2010-01-12 22:21:20,25922.33
"490",2010-01-12 22:21:30,-7000.5825
"491",2010-01-12 22:21:40,1492.85
"492",2010-01-12 22:21:50,-1482.4425
"493",2010-01-12 22:22:00,1524.855
"494",2010-01-12 22:22:10,-9865.625
"495",2010-01-12 22:22:20,26518.2075
"496",2010-01-12 22:22:30,-719.6625
"497",2010-01-12 22:22:40,-7048.765
"498",2010-01-12 22:22:50,10781.6575
"499",2010-01-12 22:23:00,-4420.375
"500",2010-01-12 22:23:10,2415.29
"501",2010-01-12 22:23:20,19345.9575
"502",2010-01-12 22:23:30,-35013.5175
"503",2010-01-12 22:23:40,10467.6925
"504",2010-01-12 22:23:50,-4206.8525
"505",2010-01-12 22:24:00,-23.995
"506",2010-01-12 22:24:10,10567.4375
"507",2010-01-12 22:24:20,5907.555
"508",2010-01-12 22:24:30,-4752.785
"509",2010-01-12 22:24:40,-1755.505
"510",2010-01-12 22:24:50,6020.225
"511",2010-01-12 22:25:00,-2495.925
"512",2010-01-12 22:25:10,-3457.9
"513",2010-01-12 22:25:20,1364.4075
"514",2010-01-12 22:25:30,11473.2575
"515",2010-01-12 22:25:40,1079.3175
"516",2010-01-12 22:25:50,-4579.045
"517",2010-01-12 22:26:00,11459.5075
"518",2010-01-12 22:26:10,-1303.4525
"519",2010-01-12 22:26:20,338.9625
"520",2010-01-12 22:26:30,-1649.6975
"521",2010-01-12 22:26:40,23472.605
"522",2010-01-12 22:26:50,-23627.05
"523",2010-01-12 22:27:00,15517.8075
"524",2010-01-12 22:27:10,7362.475
"525",2010-01-12 22:27:20,-17699.8775
"526",2010-01-12 22:27:30,22359.09
"527",2010-01-12 22:27:40,-21139.4625
"528",2010-01-12 22:27:50,18147.7425
"529",2010-01-12 22:28:00,-10872.8525
"530",2010-01-12 22:28:10,5874.0725
"531",2010-01-12 22:28:20,-1137.7
"532",2010-01-12 22:28:30,22963.9125
"533",2010-01-12 22:28:40,-19525.015
"534",2010-01-12 22:28:50,2950.18
"535",2010-01-12 22:29:00,-1847.42
"536",2010-01-12 22:29:10,-8143.76
"537",2010-01-12 22:29:20,23064.4
"538",2010-01-12 22:29:30,-13010.6475
"539",2010-01-12 22:29:40,9297.14
"540",2010-01-12 22:29:50,-8357.745
"541",2010-01-12 22:30:00,10885.37
"542",2010-01-12 22:30:10,5508.435
"543",2010-01-12 22:30:20,8323.9875
"544",2010-01-12 22:30:30,-3290.66
"545",2010-01-12 22:30:40,9778.59
"546",2010-01-12 22:30:50,-6808.87
"547",2010-01-12 22:31:00,-755.905
"548",2010-01-12 22:31:10,-4539.145
"549",2010-01-12 22:31:20,9473.8275
"550",2010-01-12 22:31:30,-1695.85
"551",2010-01-12 22:31:40,-9282.7975
"552",2010-01-12 22:31:50,4575.995
"553",2010-01-12 22:32:00,11538.9425
"554",2010-01-12 22:32:10,-3093.115
"555",2010-01-12 22:32:20,2421.31
"556",2010-01-12 22:32:30,-4745.7075
"557",2010-01-12 22:32:40,-8488.18
"558",2010-01-12 22:32:50,22945.195
"559",2010-01-12 22:33:00,-6991.2
"560",2010-01-12 22:33:10,-647.6875
"561",2010-01-12 22:33:20,1336.6125
"562",2010-01-12 22:33:30,2266.465
"563",2010-01-12 22:33:40,6723.675
"564",2010-01-12 22:33:50,537.64
"565",2010-01-12 22:34:00,-2016.335
"566",2010-01-12 22:34:10,8366.465
"567",2010-01-12 22:34:20,-3842.415
"568",2010-01-12 22:34:30,7666.495
"569",2010-01-12 22:34:40,-7321.24
"570",2010-01-12 22:34:50,8218.69
"571",2010-01-12 22:35:00,-10673.745
"572",2010-01-12 22:35:10,17534.005
"573",2010-01-12 22:35:20,-4165.9525
"574",2010-01-12 22:35:30,439.7675
"575",2010-01-12 22:35:40,2494.215
"576",2010-01-12 22:35:50,-4565.3175
"577",2010-01-12 22:36:00,779.5625
"578",2010-01-12 22:36:10,11721.7275
"579",2010-01-12 22:36:20,-628.82
"580",2010-01-12 22:36:30,849.4075
"581",2010-01-12 22:36:40,-3178.45
"582",2010-01-12 22:36:50,9178.1425
"583",2010-01-12 22:37:00,-7095.0325
"584",2010-01-12 22:37:10,7613.0675
"585",2010-01-12 22:37:20,-2342.06
"586",2010-01-12 22:37:30,1372.705
"587",2010-01-12 22:37:40,1830.62
