"","DateTime","IU.SDV.00.BHZ.M"
"1",2010-01-12 21:00:00,-294335.935
"2",2010-01-12 21:00:10,-294582.587064677
"3",2010-01-12 21:00:20,-294826
"4",2010-01-12 21:00:30,-294971.965
"5",2010-01-12 21:00:40,-295172.73
"6",2010-01-12 21:00:50,-295373.39
"7",2010-01-12 21:01:00,-295497.305
"8",2010-01-12 21:01:10,-295618.535
"9",2010-01-12 21:01:20,-295687.39
"10",2010-01-12 21:01:30,-295688.22
"11",2010-01-12 21:01:40,-295617.95
"12",2010-01-12 21:01:50,-295497.635
"13",2010-01-12 21:02:00,-295403.05
"14",2010-01-12 21:02:10,-295223.75
"15",2010-01-12 21:02:20,-294890.725
"16",2010-01-12 21:02:30,-294491.575
"17",2010-01-12 21:02:40,-294053.53
"18",2010-01-12 21:02:50,-293682.66
"19",2010-01-12 21:03:00,-293415.565
"20",2010-01-12 21:03:10,-293259.925
"21",2010-01-12 21:03:20,-292958.16
"22",2010-01-12 21:03:30,-292477.505
"23",2010-01-12 21:03:40,-291847.415
"24",2010-01-12 21:03:50,-291416.68
"25",2010-01-12 21:04:00,-291174.88
"26",2010-01-12 21:04:10,-291016.88
"27",2010-01-12 21:04:20,-291121.15
"28",2010-01-12 21:04:30,-291411.97
"29",2010-01-12 21:04:40,-291805.595
"30",2010-01-12 21:04:50,-292397.595
"31",2010-01-12 21:05:00,-293205.255
"32",2010-01-12 21:05:10,-294000.19
"33",2010-01-12 21:05:20,-294869.495
"34",2010-01-12 21:05:30,-295772.31
"35",2010-01-12 21:05:40,-296729.475
"36",2010-01-12 21:05:50,-297698.36
"37",2010-01-12 21:06:00,-298599.425
"38",2010-01-12 21:06:10,-299414.8
"39",2010-01-12 21:06:20,-300102.46
"40",2010-01-12 21:06:30,-300512.66
"41",2010-01-12 21:06:40,-300747.22
"42",2010-01-12 21:06:50,-300648.74
"43",2010-01-12 21:07:00,-300317.38
"44",2010-01-12 21:07:10,-299757.91
"45",2010-01-12 21:07:20,-299255.25
"46",2010-01-12 21:07:30,-298810.99
"47",2010-01-12 21:07:40,-298399.975
"48",2010-01-12 21:07:50,-298048.42
"49",2010-01-12 21:08:00,-297704.785
"50",2010-01-12 21:08:10,-297353.165
"51",2010-01-12 21:08:20,-297076.15
"52",2010-01-12 21:08:30,-296905.61
"53",2010-01-12 21:08:40,-296805.595
"54",2010-01-12 21:08:50,-296750.52
"55",2010-01-12 21:09:00,-296744.805
"56",2010-01-12 21:09:10,-296843.035
"57",2010-01-12 21:09:20,-296841.1
"58",2010-01-12 21:09:30,-296851.19
"59",2010-01-12 21:09:40,-296840.995
"60",2010-01-12 21:09:50,-296846.795
"61",2010-01-12 21:10:00,-296881.065
"62",2010-01-12 21:10:10,-297004.45
"63",2010-01-12 21:10:20,-297085.095
"64",2010-01-12 21:10:30,-297216.205
"65",2010-01-12 21:10:40,-297440.985
"66",2010-01-12 21:10:50,-297666.275
"67",2010-01-12 21:11:00,-297834.705
"68",2010-01-12 21:11:10,-298051.77
"69",2010-01-12 21:11:20,-298174.065
"70",2010-01-12 21:11:30,-298180.535
"71",2010-01-12 21:11:40,-298074.355
"72",2010-01-12 21:11:50,-297721.12
"73",2010-01-12 21:12:00,-297149.8
"74",2010-01-12 21:12:10,-296426.365
"75",2010-01-12 21:12:20,-295725.645
"76",2010-01-12 21:12:30,-295009.565
"77",2010-01-12 21:12:40,-294393.875
"78",2010-01-12 21:12:50,-293923.025
"79",2010-01-12 21:13:00,-293639.73
"80",2010-01-12 21:13:10,-293627.51
"81",2010-01-12 21:13:20,-293799.795
"82",2010-01-12 21:13:30,-294185.495
"83",2010-01-12 21:13:40,-294695.16
"84",2010-01-12 21:13:50,-295250.15
"85",2010-01-12 21:14:00,-295799.945
"86",2010-01-12 21:14:10,-296367.785
"87",2010-01-12 21:14:20,-296925.885
"88",2010-01-12 21:14:30,-297455.37
"89",2010-01-12 21:14:40,-298041.725
"90",2010-01-12 21:14:50,-298624.545
"91",2010-01-12 21:15:00,-299117.455
"92",2010-01-12 21:15:10,-299494.99
"93",2010-01-12 21:15:20,-299807.045
"94",2010-01-12 21:15:30,-299999.05
"95",2010-01-12 21:15:40,-300164.075
"96",2010-01-12 21:15:50,-300254.47
"97",2010-01-12 21:16:00,-300282.055
"98",2010-01-12 21:16:10,-300232.645
