"","DateTime","CU.BCIP..BHZ.M"
"1",2010-01-12 21:00:00,878.075
"2",2010-01-12 21:00:01,-151.1
"3",2010-01-12 21:00:02,2176.875
"4",2010-01-12 21:00:03,2500.45
"5",2010-01-12 21:00:04,3125.425
"6",2010-01-12 21:00:05,-2184.05
"7",2010-01-12 21:00:06,2113.675
"8",2010-01-12 21:00:07,4067.375
"9",2010-01-12 21:00:08,1305.475
"10",2010-01-12 21:00:09,771.725
"11",2010-01-12 21:00:10,-637.95
"12",2010-01-12 21:00:11,3952.075
"13",2010-01-12 21:00:12,1549.25
"14",2010-01-12 21:00:13,1646.025
"15",2010-01-12 21:00:14,1668.575
"16",2010-01-12 21:00:15,815.175
"17",2010-01-12 21:00:16,1114.5
"18",2010-01-12 21:00:17,3178.3
"19",2010-01-12 21:00:18,2092.325
"20",2010-01-12 21:00:19,-2083.675
"21",2010-01-12 21:00:20,3135.075
"22",2010-01-12 21:00:21,3692.85
"23",2010-01-12 21:00:22,1088.05
"24",2010-01-12 21:00:23,-187.175
"25",2010-01-12 21:00:24,1981.05
"26",2010-01-12 21:00:25,3108.175
"27",2010-01-12 21:00:26,-19.075
"28",2010-01-12 21:00:27,736.95
"29",2010-01-12 21:00:28,2629.45
"30",2010-01-12 21:00:29,2138.875
"31",2010-01-12 21:00:30,1386.8
"32",2010-01-12 21:00:31,641.525
"33",2010-01-12 21:00:32,2735.15
"34",2010-01-12 21:00:33,1701
"35",2010-01-12 21:00:34,-680.975
"36",2010-01-12 21:00:35,2742.4
"37",2010-01-12 21:00:36,750.225
"38",2010-01-12 21:00:37,4427.25
"39",2010-01-12 21:00:38,271.475
"40",2010-01-12 21:00:39,448.75
"41",2010-01-12 21:00:40,2741.075
"42",2010-01-12 21:00:41,-854.25
"43",2010-01-12 21:00:42,2536.175
"44",2010-01-12 21:00:43,3632.6
"45",2010-01-12 21:00:44,651.25
"46",2010-01-12 21:00:45,-205.225
"47",2010-01-12 21:00:46,2228.225
"48",2010-01-12 21:00:47,3436.25
"49",2010-01-12 21:00:48,1468.525
"50",2010-01-12 21:00:49,-1442.55
"51",2010-01-12 21:00:50,469.05
"52",2010-01-12 21:00:51,6051.275
"53",2010-01-12 21:00:52,294.25
"54",2010-01-12 21:00:53,298.975
"55",2010-01-12 21:00:54,2355.425
"56",2010-01-12 21:00:55,1754.9
"57",2010-01-12 21:00:56,1997.625
"58",2010-01-12 21:00:57,-56.7
"59",2010-01-12 21:00:58,1336.6
"60",2010-01-12 21:00:59,2518.55
"61",2010-01-12 21:01:00,3230.5
"62",2010-01-12 21:01:01,-268.025
"63",2010-01-12 21:01:02,-1563.925
"64",2010-01-12 21:01:03,5783.75
"65",2010-01-12 21:01:04,2352.9
"66",2010-01-12 21:01:05,-976.525
"67",2010-01-12 21:01:06,-274.6
"68",2010-01-12 21:01:07,4521.175
"69",2010-01-12 21:01:08,3679.3
"70",2010-01-12 21:01:09,-2822.725
"71",2010-01-12 21:01:10,1818.5
"72",2010-01-12 21:01:11,3425.725
"73",2010-01-12 21:01:12,961.6
"74",2010-01-12 21:01:13,1184.7
"75",2010-01-12 21:01:14,1275.75
"76",2010-01-12 21:01:15,2783.6
"77",2010-01-12 21:01:16,426.025
"78",2010-01-12 21:01:17,603.875
"79",2010-01-12 21:01:18,3428.325
"80",2010-01-12 21:01:19,1713.375
"81",2010-01-12 21:01:20,-353
"82",2010-01-12 21:01:21,2417.8
"83",2010-01-12 21:01:22,-358.275
"84",2010-01-12 21:01:23,4992.9
