"","DateTime","G.HDC.00.BHZ.M"
"635",2010-01-12 21:10:34,1912.45
"636",2010-01-12 21:10:35,2893.4
"637",2010-01-12 21:10:36,3028.85
"638",2010-01-12 21:10:37,63.15
"639",2010-01-12 21:10:38,-1874.1
"640",2010-01-12 21:10:39,2857.25
"641",2010-01-12 21:10:40,4499.4
"642",2010-01-12 21:10:41,1806.2
"643",2010-01-12 21:10:42,-11.1
"644",2010-01-12 21:10:43,1028.7
"645",2010-01-12 21:10:44,1794.25
"646",2010-01-12 21:10:45,2378.6
"647",2010-01-12 21:10:46,1501.7
"648",2010-01-12 21:10:47,748.65
"649",2010-01-12 21:10:48,2518.7
"650",2010-01-12 21:10:49,1201.3
"651",2010-01-12 21:10:50,1774.5
"652",2010-01-12 21:10:51,481.6
"653",2010-01-12 21:10:52,1162.05
"654",2010-01-12 21:10:53,3872.85
"655",2010-01-12 21:10:54,1705.65
"656",2010-01-12 21:10:55,1237.55
"657",2010-01-12 21:10:56,2301.45
"658",2010-01-12 21:10:57,-926.85
"659",2010-01-12 21:10:58,1566
"660",2010-01-12 21:10:59,3084.3
"661",2010-01-12 21:11:00,1403.35
"662",2010-01-12 21:11:01,2854.65
"663",2010-01-12 21:11:02,1754.1
"664",2010-01-12 21:11:03,2074.25
"665",2010-01-12 21:11:04,-46.65
"666",2010-01-12 21:11:05,697.2
"667",2010-01-12 21:11:06,2169.6
"668",2010-01-12 21:11:07,2061.95
"669",2010-01-12 21:11:08,1473
"670",2010-01-12 21:11:09,3245.6
