"","DateTime","IU.SDV.00.BHZ.M"
"600",2010-01-12 21:09:59,-296843.55
"601",2010-01-12 21:10:00,-296886.8
"602",2010-01-12 21:10:01,-296860.75
"603",2010-01-12 21:10:02,-296837.4
"604",2010-01-12 21:10:03,-296916.15
"605",2010-01-12 21:10:04,-296818.6
"606",2010-01-12 21:10:05,-296892.95
"607",2010-01-12 21:10:06,-296976.35
"608",2010-01-12 21:10:07,-297013.05
"609",2010-01-12 21:10:08,-296796.65
"610",2010-01-12 21:10:09,-296811.95
"611",2010-01-12 21:10:10,-296996.8
"612",2010-01-12 21:10:11,-297026.55
"613",2010-01-12 21:10:12,-296995.95
"614",2010-01-12 21:10:13,-296956.2
"615",2010-01-12 21:10:14,-296961.25
"616",2010-01-12 21:10:15,-296960.15
"617",2010-01-12 21:10:16,-296938.25
"618",2010-01-12 21:10:17,-297097.2
"619",2010-01-12 21:10:18,-297088.25
"620",2010-01-12 21:10:19,-297023.9
"621",2010-01-12 21:10:20,-296956.1
"622",2010-01-12 21:10:21,-297040.05
"623",2010-01-12 21:10:22,-297128.9
"624",2010-01-12 21:10:23,-297110.5
"625",2010-01-12 21:10:24,-297054.1
"626",2010-01-12 21:10:25,-297031.2
"627",2010-01-12 21:10:26,-297116.8
"628",2010-01-12 21:10:27,-297133.35
"629",2010-01-12 21:10:28,-297109.45
"630",2010-01-12 21:10:29,-297170.5
"631",2010-01-12 21:10:30,-297288.9
"632",2010-01-12 21:10:31,-297161.45
"633",2010-01-12 21:10:32,-297081.9
