"","DateTime","IU.BBSR.00.BHZ.M"
"1",2010-01-12 21:00:00,43489.325
"2",2010-01-12 21:00:01,32778.35
"3",2010-01-12 21:00:02,3842.6
"4",2010-01-12 21:00:03,13129.025
"5",2010-01-12 21:00:04,49977.1
"6",2010-01-12 21:00:05,39696.05
"7",2010-01-12 21:00:06,12836.5
"8",2010-01-12 21:00:07,25870.875
"9",2010-01-12 21:00:08,35481.875
"10",2010-01-12 21:00:09,15075.675
"11",2010-01-12 21:00:10,21553.95
"12",2010-01-12 21:00:11,43267.775
"13",2010-01-12 21:00:12,22843.55
"14",2010-01-12 21:00:13,29087.725
"15",2010-01-12 21:00:14,25887.575
"16",2010-01-12 21:00:15,17521.4
"17",2010-01-12 21:00:16,38300.45
"18",2010-01-12 21:00:17,24446.025
"19",2010-01-12 21:00:18,28857.425
"20",2010-01-12 21:00:19,10794.25
"21",2010-01-12 21:00:20,31862.95
"22",2010-01-12 21:00:21,49697.775
"23",2010-01-12 21:00:22,29977.6
"24",2010-01-12 21:00:23,17159.3
"25",2010-01-12 21:00:24,7345.7
"26",2010-01-12 21:00:25,19302.15
"27",2010-01-12 21:00:26,55808.375
"28",2010-01-12 21:00:27,32353.95
"29",2010-01-12 21:00:28,11612.05
"30",2010-01-12 21:00:29,28104.75
"31",2010-01-12 21:00:30,33909.225
"32",2010-01-12 21:00:31,39912.05
"33",2010-01-12 21:00:32,-7430.35
"34",2010-01-12 21:00:33,23800.4
"35",2010-01-12 21:00:34,63887.525
"36",2010-01-12 21:00:35,35137.275
"37",2010-01-12 21:00:36,4856.7
"38",2010-01-12 21:00:37,-9559.975
"39",2010-01-12 21:00:38,61894.975
"40",2010-01-12 21:00:39,63950.85
"41",2010-01-12 21:00:40,9661.575
"42",2010-01-12 21:00:41,-19781.175
"43",2010-01-12 21:00:42,26214.4
"44",2010-01-12 21:00:43,90961.55
"45",2010-01-12 21:00:44,17992.325
"46",2010-01-12 21:00:45,-14498.775
"47",2010-01-12 21:00:46,18124.3
"48",2010-01-12 21:00:47,62375.125
"49",2010-01-12 21:00:48,63545.4
"50",2010-01-12 21:00:49,-26603.675
"51",2010-01-12 21:00:50,-6601.025
"52",2010-01-12 21:00:51,67170.975
"53",2010-01-12 21:00:52,68455.825
"54",2010-01-12 21:00:53,5131.275
"55",2010-01-12 21:00:54,-12959.625
"56",2010-01-12 21:00:55,63227.2
"57",2010-01-12 21:00:56,10151.775
"58",2010-01-12 21:00:57,21987.625
"59",2010-01-12 21:00:58,36268.925
"60",2010-01-12 21:00:59,29791.475
"61",2010-01-12 21:01:00,30752.625
"62",2010-01-12 21:01:01,33153.525
"63",2010-01-12 21:01:02,20091.55
"64",2010-01-12 21:01:03,27732.6
"65",2010-01-12 21:01:04,-633.55
"66",2010-01-12 21:01:05,55714.225
"67",2010-01-12 21:01:06,27715.875
"68",2010-01-12 21:01:07,15625.4
"69",2010-01-12 21:01:08,36207.2
"70",2010-01-12 21:01:09,34135.1
"71",2010-01-12 21:01:10,12675.1
"72",2010-01-12 21:01:11,37071.825
"73",2010-01-12 21:01:12,31419.875
"74",2010-01-12 21:01:13,13106.825
"75",2010-01-12 21:01:14,16611.8
"76",2010-01-12 21:01:15,36516.275
"77",2010-01-12 21:01:16,62797.95
"78",2010-01-12 21:01:17,1593.125
"79",2010-01-12 21:01:18,12742.75
"80",2010-01-12 21:01:19,44964.1
"81",2010-01-12 21:01:20,25771.725
"82",2010-01-12 21:01:21,23989.8
"83",2010-01-12 21:01:22,12571.475
"84",2010-01-12 21:01:23,28862.675
"85",2010-01-12 21:01:24,55237
"86",2010-01-12 21:01:25,24946.275
"87",2010-01-12 21:01:26,2727.3
"88",2010-01-12 21:01:27,30960.375
"89",2010-01-12 21:01:28,48708.075
"90",2010-01-12 21:01:29,19049.625
"91",2010-01-12 21:01:30,12188.5
"92",2010-01-12 21:01:31,33770.55
"93",2010-01-12 21:01:32,35394.825
"94",2010-01-12 21:01:33,21847.85
"95",2010-01-12 21:01:34,28176.95
"96",2010-01-12 21:01:35,28311.3
"97",2010-01-12 21:01:36,26472.5
"98",2010-01-12 21:01:37,29363.375
"99",2010-01-12 21:01:38,26136.425
"100",2010-01-12 21:01:39,17909.25
"101",2010-01-12 21:01:40,29077.425
"102",2010-01-12 21:01:41,33469.9
"103",2010-01-12 21:01:42,42182.025
"104",2010-01-12 21:01:43,-293
"105",2010-01-12 21:01:44,24231.825
"106",2010-01-12 21:01:45,56192.525
"107",2010-01-12 21:01:46,36866.575
"108",2010-01-12 21:01:47,-16439.175
"109",2010-01-12 21:01:48,27371.625
"110",2010-01-12 21:01:49,66399.575
"111",2010-01-12 21:01:50,23129.975
"112",2010-01-12 21:01:51,4061.05
"113",2010-01-12 21:01:52,21312.5
"114",2010-01-12 21:01:53,40198.475
"115",2010-01-12 21:01:54,37562.875
"116",2010-01-12 21:01:55,33144.25
"117",2010-01-12 21:01:56,1239.4
"118",2010-01-12 21:01:57,34411.075
"119",2010-01-12 21:01:58,38810.8
"120",2010-01-12 21:01:59,21176.1
"121",2010-01-12 21:02:00,25436.55
"122",2010-01-12 21:02:01,17256.825
"123",2010-01-12 21:02:02,41815.175
"124",2010-01-12 21:02:03,30187.3
"125",2010-01-12 21:02:04,24860.175
"126",2010-01-12 21:02:05,19333.475
"127",2010-01-12 21:02:06,19922.2
"128",2010-01-12 21:02:07,33030.275
"129",2010-01-12 21:02:08,44834.075
"130",2010-01-12 21:02:09,12743.3
"131",2010-01-12 21:02:10,27676.525
"132",2010-01-12 21:02:11,29151.175
"133",2010-01-12 21:02:12,24258.45
"134",2010-01-12 21:02:13,32560.575
"135",2010-01-12 21:02:14,17742.225
"136",2010-01-12 21:02:15,43100.375
"137",2010-01-12 21:02:16,27315.8
"138",2010-01-12 21:02:17,1740.975
"139",2010-01-12 21:02:18,28045.075
"140",2010-01-12 21:02:19,42863.675
"141",2010-01-12 21:02:20,53093.175
"142",2010-01-12 21:02:21,12085.325
"143",2010-01-12 21:02:22,-10936.475
"144",2010-01-12 21:02:23,39214.775
"145",2010-01-12 21:02:24,68404.975
"146",2010-01-12 21:02:25,312.5
"147",2010-01-12 21:02:26,11528.35
"148",2010-01-12 21:02:27,38024.975
"149",2010-01-12 21:02:28,46767.175
"150",2010-01-12 21:02:29,-1793.9
"151",2010-01-12 21:02:30,46687.2
"152",2010-01-12 21:02:31,44117.275
"153",2010-01-12 21:02:32,3497.7
"154",2010-01-12 21:02:33,-4529.1
"155",2010-01-12 21:02:34,54128
"156",2010-01-12 21:02:35,72281.675
"157",2010-01-12 21:02:36,-4965.45
"158",2010-01-12 21:02:37,-4262.05
"159",2010-01-12 21:02:38,39164.575
"160",2010-01-12 21:02:39,52275.025
"161",2010-01-12 21:02:40,22744.025
"162",2010-01-12 21:02:41,14018.275
"163",2010-01-12 21:02:42,34563.55
"164",2010-01-12 21:02:43,26508.425
"165",2010-01-12 21:02:44,34752.775
"166",2010-01-12 21:02:45,17479.9
"167",2010-01-12 21:02:46,27558.875
"168",2010-01-12 21:02:47,14022.875
"169",2010-01-12 21:02:48,52422.75
"170",2010-01-12 21:02:49,21151.675
"171",2010-01-12 21:02:50,16669.4
"172",2010-01-12 21:02:51,33272.25
"173",2010-01-12 21:02:52,24956.5
"174",2010-01-12 21:02:53,8813.3
"175",2010-01-12 21:02:54,46673.9
"176",2010-01-12 21:02:55,34861.3
"177",2010-01-12 21:02:56,40606.4
"178",2010-01-12 21:02:57,2165.425
"179",2010-01-12 21:02:58,28774.1
"180",2010-01-12 21:02:59,27927.9
"181",2010-01-12 21:03:00,25146.425
"182",2010-01-12 21:03:01,35129.225
"183",2010-01-12 21:03:02,26447.475
"184",2010-01-12 21:03:03,29030.25
