"","DateTime","CU.GRTK..BHZ.M"
"560",2010-01-12 21:09:19,1666.275
"561",2010-01-12 21:09:20,4218.75
"562",2010-01-12 21:09:21,-1859.175
"563",2010-01-12 21:09:22,-550.65
"564",2010-01-12 21:09:23,-1539.55
"565",2010-01-12 21:09:24,-1239.225
"566",2010-01-12 21:09:25,5660.2
"567",2010-01-12 21:09:26,1831.425
"568",2010-01-12 21:09:27,-6942.05
"569",2010-01-12 21:09:28,3036.7
"570",2010-01-12 21:09:29,3516.75
"571",2010-01-12 21:09:30,-2860.475
"572",2010-01-12 21:09:31,3961.9
"573",2010-01-12 21:09:32,-1428.45
"574",2010-01-12 21:09:33,-3775.25
"575",2010-01-12 21:09:34,2003.125
"576",2010-01-12 21:09:35,4602.65
"577",2010-01-12 21:09:36,-2943.65
"578",2010-01-12 21:09:37,-177.275
"579",2010-01-12 21:09:38,759.7
"580",2010-01-12 21:09:39,3349.8
"581",2010-01-12 21:09:40,-1589.125
"582",2010-01-12 21:09:41,-473.675
"583",2010-01-12 21:09:42,885
"584",2010-01-12 21:09:43,3885.875
"585",2010-01-12 21:09:44,-977.35
"586",2010-01-12 21:09:45,-2489.3
"587",2010-01-12 21:09:46,76.85
"588",2010-01-12 21:09:47,1914.85
"589",2010-01-12 21:09:48,2708.95
"590",2010-01-12 21:09:49,-2553.65
"591",2010-01-12 21:09:50,-2240.8
"592",2010-01-12 21:09:51,6113.925
"593",2010-01-12 21:09:52,1742.675
"594",2010-01-12 21:09:53,-2444.35
"595",2010-01-12 21:09:54,985.525
"596",2010-01-12 21:09:55,-668.75
"597",2010-01-12 21:09:56,2069.85
"598",2010-01-12 21:09:57,-300.2
"599",2010-01-12 21:09:58,-1390.725
"600",2010-01-12 21:09:59,4761.35
"601",2010-01-12 21:10:00,-2883.225
"602",2010-01-12 21:10:01,1258.575
"603",2010-01-12 21:10:02,4022.675
"604",2010-01-12 21:10:03,-3766.425
"605",2010-01-12 21:10:04,-1021.025
"606",2010-01-12 21:10:05,4506.9
"607",2010-01-12 21:10:06,-494.1
"608",2010-01-12 21:10:07,226.725
"609",2010-01-12 21:10:08,55.1
"610",2010-01-12 21:10:09,351.85
"611",2010-01-12 21:10:10,-852.35
"612",2010-01-12 21:10:11,6102.5
"613",2010-01-12 21:10:12,-1549
"614",2010-01-12 21:10:13,-5690.025
"615",2010-01-12 21:10:14,3629.7
"616",2010-01-12 21:10:15,2186.275
"617",2010-01-12 21:10:16,1565.675
"618",2010-01-12 21:10:17,-847.55
"619",2010-01-12 21:10:18,-2286.5
"620",2010-01-12 21:10:19,5483.775
"621",2010-01-12 21:10:20,-3604.7
"622",2010-01-12 21:10:21,1092.5
"623",2010-01-12 21:10:22,1152.55
"624",2010-01-12 21:10:23,2317.3
"625",2010-01-12 21:10:24,-874.675
"626",2010-01-12 21:10:25,-2968.6
"627",2010-01-12 21:10:26,1832.925
"628",2010-01-12 21:10:27,3134.05
"629",2010-01-12 21:10:28,872.975
"630",2010-01-12 21:10:29,841.075
"631",2010-01-12 21:10:30,-4543.6
"632",2010-01-12 21:10:31,2359.925
"633",2010-01-12 21:10:32,3261.425
"634",2010-01-12 21:10:33,1998.5
"635",2010-01-12 21:10:34,-647.7
"636",2010-01-12 21:10:35,-7153.275
"637",2010-01-12 21:10:36,3214.825
"638",2010-01-12 21:10:37,4971.8
"639",2010-01-12 21:10:38,-1209.075
"640",2010-01-12 21:10:39,-1991.55
"641",2010-01-12 21:10:40,2631.475
"642",2010-01-12 21:10:41,2396.275
