"","DateTime","II.JTS.10.BHZ.M"
"1",2010-01-12 21:00:00,2596.865
"2",2010-01-12 21:00:10,2857.3375
"3",2010-01-12 21:00:20,2870.2
"4",2010-01-12 21:00:30,2590.4325
"5",2010-01-12 21:00:40,2878.355
"6",2010-01-12 21:00:50,2755.875
"7",2010-01-12 21:01:00,2652.3425
"8",2010-01-12 21:01:10,2817.245
"9",2010-01-12 21:01:20,2743.5275
"10",2010-01-12 21:01:30,2786.53
"11",2010-01-12 21:01:40,2631.8125
"12",2010-01-12 21:01:50,2964.0825
"13",2010-01-12 21:02:00,2504.7575
"14",2010-01-12 21:02:10,2842.6425
"15",2010-01-12 21:02:20,2763.4625
"16",2010-01-12 21:02:30,2739.4175
"17",2010-01-12 21:02:40,2539.615
"18",2010-01-12 21:02:50,2929.4125
"19",2010-01-12 21:03:00,2757.4025
"20",2010-01-12 21:03:10,2739.7075
"21",2010-01-12 21:03:20,2590.76
"22",2010-01-12 21:03:30,2988.1125
"23",2010-01-12 21:03:40,2518.4625
"24",2010-01-12 21:03:50,2868.2775
"25",2010-01-12 21:04:00,2754.96
"26",2010-01-12 21:04:10,2681.3825
"27",2010-01-12 21:04:20,2821.44
"28",2010-01-12 21:04:30,2656.19
"29",2010-01-12 21:04:40,2956.86
"30",2010-01-12 21:04:50,2515.22
"31",2010-01-12 21:05:00,2896.04
"32",2010-01-12 21:05:10,2633.8575
"33",2010-01-12 21:05:20,2735.38
"34",2010-01-12 21:05:30,2849.635
"35",2010-01-12 21:05:40,2660.8225
"36",2010-01-12 21:05:50,2775.11
"37",2010-01-12 21:06:00,2751.3125
"38",2010-01-12 21:06:10,2598.2925
"39",2010-01-12 21:06:20,2950.7125
"40",2010-01-12 21:06:30,2614.385
"41",2010-01-12 21:06:40,2674.64
"42",2010-01-12 21:06:50,2924.5575
"43",2010-01-12 21:07:00,2557.2375
"44",2010-01-12 21:07:10,3047.0975
"45",2010-01-12 21:07:20,2490.57
"46",2010-01-12 21:07:30,3016.4275
"47",2010-01-12 21:07:40,2304.5075
"48",2010-01-12 21:07:50,2993.6525
"49",2010-01-12 21:08:00,2791.5875
"50",2010-01-12 21:08:10,2556.075
"51",2010-01-12 21:08:20,2840.795
"52",2010-01-12 21:08:30,2885.765
"53",2010-01-12 21:08:40,2528.465
"54",2010-01-12 21:08:50,2816.175
"55",2010-01-12 21:09:00,2765.4025
"56",2010-01-12 21:09:10,2846.2525
"57",2010-01-12 21:09:20,2507.4575
"58",2010-01-12 21:09:30,3003.385
"59",2010-01-12 21:09:40,2700.725
"60",2010-01-12 21:09:50,2801.99
"61",2010-01-12 21:10:00,2499.2425
"62",2010-01-12 21:10:10,3019.8025
"63",2010-01-12 21:10:20,2701.0225
"64",2010-01-12 21:10:30,2652.36
"65",2010-01-12 21:10:40,2750.5025
"66",2010-01-12 21:10:50,2600.345
"67",2010-01-12 21:11:00,3047.1925
"68",2010-01-12 21:11:10,2455.64
"69",2010-01-12 21:11:20,2848.1525
"70",2010-01-12 21:11:30,2692.505
"71",2010-01-12 21:11:40,2596.6725
"72",2010-01-12 21:11:50,2908.41
"73",2010-01-12 21:12:00,2634.3125
"74",2010-01-12 21:12:10,2916.6675
"75",2010-01-12 21:12:20,2632.8175
"76",2010-01-12 21:12:30,2934.6425
