"","DateTime","CU.MTDJ..BHZ.M"
"1",2010-01-12 21:00:00,2113.0775
"2",2010-01-12 21:00:10,1838.5875
"3",2010-01-12 21:00:20,1816.755
"4",2010-01-12 21:00:30,2187.73
"5",2010-01-12 21:00:40,1767.04
"6",2010-01-12 21:00:50,1835.34
"7",2010-01-12 21:01:00,1719.0775
"8",2010-01-12 21:01:10,1906.4375
"9",2010-01-12 21:01:20,1870.31
"10",2010-01-12 21:01:30,2040.615
"11",2010-01-12 21:01:40,2067.7625
"12",2010-01-12 21:01:50,1736.775
"13",2010-01-12 21:02:00,2121.1225
"14",2010-01-12 21:02:10,1516.07
"15",2010-01-12 21:02:20,2276.3425
"16",2010-01-12 21:02:30,1585.465
"17",2010-01-12 21:02:40,1929.6925
"18",2010-01-12 21:02:50,2145.6375
"19",2010-01-12 21:03:00,1798.335
"20",2010-01-12 21:03:10,1679.5125
"21",2010-01-12 21:03:20,2136.6925
"22",2010-01-12 21:03:30,2079.4725
"23",2010-01-12 21:03:40,1669.365
"24",2010-01-12 21:03:50,1839.225
"25",2010-01-12 21:04:00,2109.3025
"26",2010-01-12 21:04:10,1708.3875
"27",2010-01-12 21:04:20,1858.49
"28",2010-01-12 21:04:30,1924.24
"29",2010-01-12 21:04:40,1696.675
"30",2010-01-12 21:04:50,2060.965
"31",2010-01-12 21:05:00,1852.18
"32",2010-01-12 21:05:10,1886.2
"33",2010-01-12 21:05:20,2144.74
"34",2010-01-12 21:05:30,1751.4875
"35",2010-01-12 21:05:40,1740.745
"36",2010-01-12 21:05:50,2187.2875
"37",2010-01-12 21:06:00,1590.1225
"38",2010-01-12 21:06:10,1919.65
"39",2010-01-12 21:06:20,1664.8225
"40",2010-01-12 21:06:30,2319.915
"41",2010-01-12 21:06:40,1805.0175
"42",2010-01-12 21:06:50,1796.175
"43",2010-01-12 21:07:00,2005.035
"44",2010-01-12 21:07:10,1956.07
"45",2010-01-12 21:07:20,1796.4175
"46",2010-01-12 21:07:30,1996.8425
"47",2010-01-12 21:07:40,1577.52
"48",2010-01-12 21:07:50,2114.9375
"49",2010-01-12 21:08:00,1952.0075
"50",2010-01-12 21:08:10,2095.67
"51",2010-01-12 21:08:20,1564.6275
"52",2010-01-12 21:08:30,1968.855
"53",2010-01-12 21:08:40,2022.1175
"54",2010-01-12 21:08:50,1641.2125
"55",2010-01-12 21:09:00,2084.455
"56",2010-01-12 21:09:10,1707.8275
"57",2010-01-12 21:09:20,2230.63
"58",2010-01-12 21:09:30,1808.77
"59",2010-01-12 21:09:40,1914.185
"60",2010-01-12 21:09:50,1178.955
"61",2010-01-12 21:10:00,2588.7525
"62",2010-01-12 21:10:10,1714.815
"63",2010-01-12 21:10:20,1961.2
