"","DateTime","PR.MTP..BHZ.M"
"474",2010-01-12 21:07:53,2515.3
"475",2010-01-12 21:07:54,2569.2
"476",2010-01-12 21:07:55,3071.75
"477",2010-01-12 21:07:56,2470.9
"478",2010-01-12 21:07:57,2503.2
"479",2010-01-12 21:07:58,2587.05
"480",2010-01-12 21:07:59,3009.9
"481",2010-01-12 21:08:00,3007.8
"482",2010-01-12 21:08:01,2380.7
"483",2010-01-12 21:08:02,2282.4
"484",2010-01-12 21:08:03,2925.45
"485",2010-01-12 21:08:04,2874.8
"486",2010-01-12 21:08:05,2449.4
"487",2010-01-12 21:08:06,2875
"488",2010-01-12 21:08:07,2488.1
"489",2010-01-12 21:08:08,2780
"490",2010-01-12 21:08:09,2892.35
"491",2010-01-12 21:08:10,2416.4
"492",2010-01-12 21:08:11,2521.65
"493",2010-01-12 21:08:12,2752.5
"494",2010-01-12 21:08:13,2660.7
"495",2010-01-12 21:08:14,2761.5
"496",2010-01-12 21:08:15,2768.4
"497",2010-01-12 21:08:16,2743.75
"498",2010-01-12 21:08:17,2576
"499",2010-01-12 21:08:18,2598.95
"500",2010-01-12 21:08:19,2422.9
"501",2010-01-12 21:08:20,3074.35
"502",2010-01-12 21:08:21,2845.1
"503",2010-01-12 21:08:22,2102.5
"504",2010-01-12 21:08:23,2748.35
"505",2010-01-12 21:08:24,3269.15
"506",2010-01-12 21:08:25,2541.65
"507",2010-01-12 21:08:26,2315.15
"508",2010-01-12 21:08:27,2607.9
"509",2010-01-12 21:08:28,2797.8
"510",2010-01-12 21:08:29,2798.4
"511",2010-01-12 21:08:30,2514.45
"512",2010-01-12 21:08:31,2978.2
"513",2010-01-12 21:08:32,2829.1
"514",2010-01-12 21:08:33,2190.85
"515",2010-01-12 21:08:34,2694.8
"516",2010-01-12 21:08:35,2900.7
"517",2010-01-12 21:08:36,2611
"518",2010-01-12 21:08:37,2933.85
"519",2010-01-12 21:08:38,2641.9
"520",2010-01-12 21:08:39,2290.05
"521",2010-01-12 21:08:40,2530.9
"522",2010-01-12 21:08:41,3258.8
"523",2010-01-12 21:08:42,2548.8
"524",2010-01-12 21:08:43,2730.7
"525",2010-01-12 21:08:44,2541.05
"526",2010-01-12 21:08:45,2432.25
"527",2010-01-12 21:08:46,2583.8
"528",2010-01-12 21:08:47,3198
"529",2010-01-12 21:08:48,2796
"530",2010-01-12 21:08:49,2150.9
"531",2010-01-12 21:08:50,2807.9
"532",2010-01-12 21:08:51,2969.55
"533",2010-01-12 21:08:52,2680.8
"534",2010-01-12 21:08:53,2447.6
"535",2010-01-12 21:08:54,2458.35
"536",2010-01-12 21:08:55,2632.9
"537",2010-01-12 21:08:56,2958.95
"538",2010-01-12 21:08:57,3065.8
"539",2010-01-12 21:08:58,2570.85
"540",2010-01-12 21:08:59,2345.35
"541",2010-01-12 21:09:00,2436.8
"542",2010-01-12 21:09:01,2846.55
"543",2010-01-12 21:09:02,2745.1
"544",2010-01-12 21:09:03,2874.1
"545",2010-01-12 21:09:04,2694.25
"546",2010-01-12 21:09:05,2680.9
"547",2010-01-12 21:09:06,2593.75
"548",2010-01-12 21:09:07,2499.1
"549",2010-01-12 21:09:08,2876.4
"550",2010-01-12 21:09:09,2532.15
"551",2010-01-12 21:09:10,2783.85
"552",2010-01-12 21:09:11,2874.5
"553",2010-01-12 21:09:12,2421.75
"554",2010-01-12 21:09:13,2756.85
"555",2010-01-12 21:09:14,2978
"556",2010-01-12 21:09:15,2326.4
"557",2010-01-12 21:09:16,2477.35
"558",2010-01-12 21:09:17,2804.4
"559",2010-01-12 21:09:18,2831.9
"560",2010-01-12 21:09:19,2629.7
"561",2010-01-12 21:09:20,2604.7
"562",2010-01-12 21:09:21,2686.45
"563",2010-01-12 21:09:22,2867.7
"564",2010-01-12 21:09:23,2735.95
"565",2010-01-12 21:09:24,2287.45
"566",2010-01-12 21:09:25,2608.25
"567",2010-01-12 21:09:26,3036.75
"568",2010-01-12 21:09:27,2666
"569",2010-01-12 21:09:28,2504.95
"570",2010-01-12 21:09:29,2703.35
"571",2010-01-12 21:09:30,2934.55
"572",2010-01-12 21:09:31,2390.15
"573",2010-01-12 21:09:32,2228.1
"574",2010-01-12 21:09:33,3161.15
"575",2010-01-12 21:09:34,2910.05
"576",2010-01-12 21:09:35,2375.25
"577",2010-01-12 21:09:36,2596.8
"578",2010-01-12 21:09:37,2843.15
"579",2010-01-12 21:09:38,2863.1
"580",2010-01-12 21:09:39,2721
"581",2010-01-12 21:09:40,2295.7
"582",2010-01-12 21:09:41,2366.25
"583",2010-01-12 21:09:42,3091.85
"584",2010-01-12 21:09:43,3079.85
"585",2010-01-12 21:09:44,2285.55
"586",2010-01-12 21:09:45,2488.55
"587",2010-01-12 21:09:46,2501.25
"588",2010-01-12 21:09:47,3260.95
"589",2010-01-12 21:09:48,2751.2
"590",2010-01-12 21:09:49,2066.35
"591",2010-01-12 21:09:50,2570
"592",2010-01-12 21:09:51,3273.4
"593",2010-01-12 21:09:52,3066
"594",2010-01-12 21:09:53,2135.7
"595",2010-01-12 21:09:54,2230.35
"596",2010-01-12 21:09:55,3151.25
"597",2010-01-12 21:09:56,3109.4
"598",2010-01-12 21:09:57,2590.55
"599",2010-01-12 21:09:58,2217.45
"600",2010-01-12 21:09:59,2377.2
"601",2010-01-12 21:10:00,3007.85
"602",2010-01-12 21:10:01,3127.55
"603",2010-01-12 21:10:02,2321.05
"604",2010-01-12 21:10:03,2825.25
"605",2010-01-12 21:10:04,2438.9
"606",2010-01-12 21:10:05,2731.95
"607",2010-01-12 21:10:06,2761.95
"608",2010-01-12 21:10:07,2721.4
"609",2010-01-12 21:10:08,2654.6
"610",2010-01-12 21:10:09,2521.5
"611",2010-01-12 21:10:10,2782.35
"612",2010-01-12 21:10:11,2870.3
"613",2010-01-12 21:10:12,2581.45
"614",2010-01-12 21:10:13,2533.7
"615",2010-01-12 21:10:14,2596.95
"616",2010-01-12 21:10:15,2777.45
"617",2010-01-12 21:10:16,3051.6
"618",2010-01-12 21:10:17,2643.8
"619",2010-01-12 21:10:18,2196.7
"620",2010-01-12 21:10:19,2766.2
"621",2010-01-12 21:10:20,2887.1
"622",2010-01-12 21:10:21,2623.85
"623",2010-01-12 21:10:22,2596.6
"624",2010-01-12 21:10:23,2776.55
"625",2010-01-12 21:10:24,2603.1
"626",2010-01-12 21:10:25,2751.7
"627",2010-01-12 21:10:26,2996.6
"628",2010-01-12 21:10:27,2232.55
"629",2010-01-12 21:10:28,2662.95
"630",2010-01-12 21:10:29,2912.4
"631",2010-01-12 21:10:30,2480.6
"632",2010-01-12 21:10:31,2528.35
"633",2010-01-12 21:10:32,2835.1
"634",2010-01-12 21:10:33,3210.5
"635",2010-01-12 21:10:34,2499.15
"636",2010-01-12 21:10:35,1872.75
"637",2010-01-12 21:10:36,2957.3
"638",2010-01-12 21:10:37,3371.1
"639",2010-01-12 21:10:38,2498.6
"640",2010-01-12 21:10:39,2254.35
"641",2010-01-12 21:10:40,2826.85
"642",2010-01-12 21:10:41,2818.65
"643",2010-01-12 21:10:42,2553.4
"644",2010-01-12 21:10:43,2551.25
"645",2010-01-12 21:10:44,2841
"646",2010-01-12 21:10:45,2897.9
"647",2010-01-12 21:10:46,2728.85
"648",2010-01-12 21:10:47,2290.75
"649",2010-01-12 21:10:48,2783.5
"650",2010-01-12 21:10:49,3033.75
"651",2010-01-12 21:10:50,2630.05
"652",2010-01-12 21:10:51,2206.75
"653",2010-01-12 21:10:52,2598.15
"654",2010-01-12 21:10:53,3430.45
"655",2010-01-12 21:10:54,2449.7
"656",2010-01-12 21:10:55,1843.8
"657",2010-01-12 21:10:56,3143.85
"658",2010-01-12 21:10:57,3527.6
"659",2010-01-12 21:10:58,2080.45
"660",2010-01-12 21:10:59,1981.55
"661",2010-01-12 21:11:00,3153.85
"662",2010-01-12 21:11:01,3157.9
"663",2010-01-12 21:11:02,2497.5
"664",2010-01-12 21:11:03,2093.15
"665",2010-01-12 21:11:04,2901.65
"666",2010-01-12 21:11:05,3380.75
"667",2010-01-12 21:11:06,2535.95
"668",2010-01-12 21:11:07,1974.9
