"","DateTime","CU.MTDJ..BHZ.M"
"635",2010-01-12 21:10:34,2543.8
"636",2010-01-12 21:10:35,-979.1
"637",2010-01-12 21:10:36,2194.85
"638",2010-01-12 21:10:37,2688.075
"639",2010-01-12 21:10:38,1093.625
"640",2010-01-12 21:10:39,3293.65
"641",2010-01-12 21:10:40,674.425
"642",2010-01-12 21:10:41,2232.675
"643",2010-01-12 21:10:42,2599.075
"644",2010-01-12 21:10:43,1687.75
"645",2010-01-12 21:10:44,1049.975
"646",2010-01-12 21:10:45,1644.075
"647",2010-01-12 21:10:46,2528.925
"648",2010-01-12 21:10:47,2563.65
"649",2010-01-12 21:10:48,1660.975
"650",2010-01-12 21:10:49,1491.875
"651",2010-01-12 21:10:50,3699.85
"652",2010-01-12 21:10:51,-2886.3
"653",2010-01-12 21:10:52,5086.9
"654",2010-01-12 21:10:53,3724.2
"655",2010-01-12 21:10:54,-1552.625
"656",2010-01-12 21:10:55,2189.225
"657",2010-01-12 21:10:56,4327.3
"658",2010-01-12 21:10:57,904.55
"659",2010-01-12 21:10:58,798.65
"660",2010-01-12 21:10:59,1926.95
"661",2010-01-12 21:11:00,2213.55
"662",2010-01-12 21:11:01,2672
"663",2010-01-12 21:11:02,1126.575
"664",2010-01-12 21:11:03,3673.2
