"","DateTime","PR.AOPR..BHZ.M"
"666",2010-01-12 21:11:05,-305.1
"667",2010-01-12 21:11:06,-389.4
"668",2010-01-12 21:11:07,-573
"669",2010-01-12 21:11:08,-271.4
"670",2010-01-12 21:11:09,-446.45
"671",2010-01-12 21:11:10,-378.8
"672",2010-01-12 21:11:11,-807
"673",2010-01-12 21:11:12,-534.2
"674",2010-01-12 21:11:13,-525.9
"675",2010-01-12 21:11:14,-884.3
"676",2010-01-12 21:11:15,-585.6
"677",2010-01-12 21:11:16,-622.55
"678",2010-01-12 21:11:17,-783.65
"679",2010-01-12 21:11:18,-585.1
"680",2010-01-12 21:11:19,-220.45
"681",2010-01-12 21:11:20,-517.7
"682",2010-01-12 21:11:21,-503.45
"683",2010-01-12 21:11:22,-850.6
"684",2010-01-12 21:11:23,-345.55
"685",2010-01-12 21:11:24,-335.7
"686",2010-01-12 21:11:25,-491.65
"687",2010-01-12 21:11:26,-1049.2
"688",2010-01-12 21:11:27,-617.55
"689",2010-01-12 21:11:28,-192.35
"690",2010-01-12 21:11:29,-998.95
"691",2010-01-12 21:11:30,-937.55
"692",2010-01-12 21:11:31,-248.8
"693",2010-01-12 21:11:32,-640.7
"694",2010-01-12 21:11:33,-747
"695",2010-01-12 21:11:34,-443.5
"696",2010-01-12 21:11:35,-316.25
"697",2010-01-12 21:11:36,-197.923076923077
