"","DateTime","PR.AGPR..BHZ.M"
"1",2010-01-12 21:00:00,1697.22
"2",2010-01-12 21:00:10,1534.55
"3",2010-01-12 21:00:20,1363.44
"4",2010-01-12 21:00:30,830.89
"5",2010-01-12 21:00:40,93.415
"6",2010-01-12 21:00:50,-158.08
"7",2010-01-12 21:01:00,-139.865
"8",2010-01-12 21:01:10,72.705
"9",2010-01-12 21:01:20,140.695
"10",2010-01-12 21:01:30,445.083798882682
