"","DateTime","II.JTS.10.BHZ.M"
"1",2010-01-12 21:00:00,1599.7
"2",2010-01-12 21:00:01,2206.425
"3",2010-01-12 21:00:02,2565.9
"4",2010-01-12 21:00:03,3641.575
"5",2010-01-12 21:00:04,4031.725
"6",2010-01-12 21:00:05,3062.025
"7",2010-01-12 21:00:06,2042.925
"8",2010-01-12 21:00:07,1514.875
"9",2010-01-12 21:00:08,1952
"10",2010-01-12 21:00:09,3351.5
"11",2010-01-12 21:00:10,3647.2
"12",2010-01-12 21:00:11,3956.1
"13",2010-01-12 21:00:12,3220.625
"14",2010-01-12 21:00:13,726.725
"15",2010-01-12 21:00:14,1603.975
"16",2010-01-12 21:00:15,3550.1
"17",2010-01-12 21:00:16,4074.975
"18",2010-01-12 21:00:17,3317.125
"19",2010-01-12 21:00:18,3042.15
"20",2010-01-12 21:00:19,1434.4
"21",2010-01-12 21:00:20,1029.65
"22",2010-01-12 21:00:21,2959.425
"23",2010-01-12 21:00:22,4795.675
"24",2010-01-12 21:00:23,3837.5
"25",2010-01-12 21:00:24,2894.825
"26",2010-01-12 21:00:25,1801.15
"27",2010-01-12 21:00:26,427.55
"28",2010-01-12 21:00:27,2602.65
"29",2010-01-12 21:00:28,4926.825
"30",2010-01-12 21:00:29,3426.75
"31",2010-01-12 21:00:30,2835.5
"32",2010-01-12 21:00:31,1955.325
"33",2010-01-12 21:00:32,1176
"34",2010-01-12 21:00:33,3759.5
"35",2010-01-12 21:00:34,2931.65
"36",2010-01-12 21:00:35,2676.35
"37",2010-01-12 21:00:36,3455.575
"38",2010-01-12 21:00:37,3351.375
"39",2010-01-12 21:00:38,1986.975
"40",2010-01-12 21:00:39,1776.075
"41",2010-01-12 21:00:40,2878.25
"42",2010-01-12 21:00:41,3851.425
"43",2010-01-12 21:00:42,3552.575
"44",2010-01-12 21:00:43,2245.4
"45",2010-01-12 21:00:44,2329.1
"46",2010-01-12 21:00:45,2139.65
"47",2010-01-12 21:00:46,2818.15
"48",2010-01-12 21:00:47,3324.2
"49",2010-01-12 21:00:48,2826.725
"50",2010-01-12 21:00:49,2818.075
"51",2010-01-12 21:00:50,3336.45
"52",2010-01-12 21:00:51,2233.825
"53",2010-01-12 21:00:52,2519.975
"54",2010-01-12 21:00:53,2511.525
"55",2010-01-12 21:00:54,2758.425
"56",2010-01-12 21:00:55,2510.425
"57",2010-01-12 21:00:56,2760.45
"58",2010-01-12 21:00:57,3749.7
"59",2010-01-12 21:00:58,3008.45
"60",2010-01-12 21:00:59,2169.525
"61",2010-01-12 21:01:00,2327.1
"62",2010-01-12 21:01:01,2436.2
"63",2010-01-12 21:01:02,2499.725
"64",2010-01-12 21:01:03,2899.3
"65",2010-01-12 21:01:04,3435.6
"66",2010-01-12 21:01:05,3015.725
"67",2010-01-12 21:01:06,2488.35
"68",2010-01-12 21:01:07,2367.575
"69",2010-01-12 21:01:08,2760.625
"70",2010-01-12 21:01:09,2293.225
"71",2010-01-12 21:01:10,2780.825
"72",2010-01-12 21:01:11,3854.35
"73",2010-01-12 21:01:12,2814
"74",2010-01-12 21:01:13,2439.45
"75",2010-01-12 21:01:14,2437.625
"76",2010-01-12 21:01:15,2405.225
"77",2010-01-12 21:01:16,3026.575
"78",2010-01-12 21:01:17,3400.525
"79",2010-01-12 21:01:18,2913.85
"80",2010-01-12 21:01:19,2100.025
"81",2010-01-12 21:01:20,2324.15
"82",2010-01-12 21:01:21,2868.825
"83",2010-01-12 21:01:22,3362.85
"84",2010-01-12 21:01:23,2491.65
"85",2010-01-12 21:01:24,2276.9
"86",2010-01-12 21:01:25,3434
"87",2010-01-12 21:01:26,2413.6
"88",2010-01-12 21:01:27,2048.675
"89",2010-01-12 21:01:28,3642.7
"90",2010-01-12 21:01:29,2571.925
"91",2010-01-12 21:01:30,3120.2
"92",2010-01-12 21:01:31,2869.775
"93",2010-01-12 21:01:32,1900.075
"94",2010-01-12 21:01:33,2403.325
