"","DateTime","CU.SDDR..BHZ.M.x","CU.ANWB..BHZ.M","CU.BBGH..BHZ.M","CU.BCIP..BHZ.M","CU.GRGR..BHZ.M","CU.GRTK..BHZ.M","CU.GTBY..BHZ.M","CU.MTDJ..BHZ.M","CU.SDDR..BHZ.M.y","DR.SDD..BHZ.M","G.FDF.00.BHZ.M","G.HDC.00.BHZ.M","II.JTS.00.BHZ.M","II.JTS.10.BHZ.M","IU.BBSR.00.BHZ.M","IU.BBSR.10.BHZ.M","IU.DWPF.00.BHZ.M","IU.SDV.00.BHZ.M","IU.SDV.10.BHZ.M","NA.SABA..BHZ.M","PR.ABVI..BHZ.M","PR.AGPR..BHZ.M","PR.AOPR..BHZ.M","PR.CBYP..BHZ.M","PR.CDVI..BHZ.M","PR.CRPR..BHZ.M","PR.HUMP..BHZ.M","PR.MPR..BHZ.M","PR.MTP..BHZ.M","PR.OBIP..BHZ.M","PR.PCDR..BHZ.M"
"1",2010-01-12 21:00:00,2284.15,2786.225,-4996.025,878.075,2086.775,2735.925,-2028.7,4289.025,2284.15,868.8,143.7,1819,-249.8,1599.7,43489.325,20187.425,116517.85,-294163.05,5861.2,1790.8,-1207.9,2281.75,-342,-51041.85,-13010.7619047619,2855.3,-1549.8,-5450.7619047619,3114.55,-12057.1,1016.6
"2",2010-01-12 21:00:01,4947.4,2115.05,-5712.9,-151.1,1656.65,-1873.475,-449.1,3716.475,4947.4,993.32,-667.95,2022.5,887.4,2206.425,32778.35,9573.975,116517.65,-294303.25,5094.775,2000.7,1041.85,1032.55,-30.75,-51017.25,-13164.85,2860.35,-1701.4,-4868.45,2914.9,-12028.05,458.1
"3",2010-01-12 21:00:02,2844.675,-82.45,5220.05,2176.875,911.275,-2700.175,1572.575,-3363.075,2844.675,837.52,524.15,961.35,1658.5,2565.9,3842.6,-19021.35,116518.75,-294280.25,5169.625,2227.225,1267,1846.15,-276.6,-50634.35,-13326.25,2907.9,-2073.25,-6332.75,2189.15,-12620.15,386.75
"4",2010-01-12 21:00:03,2099.075,-238.3,2197.5,2500.45,296.6,2806.25,-1038.725,3636.275,2099.075,1089.98,-344.75,109.85,4014.95,3641.575,13129.025,-9577.3,116517.5,-294207.3,6342.075,1802.35,-954.55,1759.75,-712.35,-50303.1,-13206.95,3148.55,-1944.15,-6519.75,2253.2,-12190.9,369.65
"5",2010-01-12 21:00:04,3589.7,835.7,-1784.7,3125.425,1264.5,992.125,-2711.525,5768.125,3589.7,1147.96,-25.9,3372.8,5030.5,4031.725,49977.1,26776.8,116518.55,-294358.65,5497.1,1901.175,162.85,1702.55,-610.7,-51013.3,-12984.35,2968.1,-1593.8,-5007.5,3212.85,-11928.6,1176.55
"6",2010-01-12 21:00:05,3539.75,3642.875,-3700,-2184.05,2039.95,1261.9,1030.4,25.275,3539.75,961.04,-179.25,2562.35,3103.45,3062.025,39696.05,16542.325,116517.65,-294435.95,4561.3,1958.225,1147.1,2025.4,-274.4,-51403.1,-13224.55,2703.55,-1658.25,-5143.35,2971.65,-11956,800.7
"7",2010-01-12 21:00:06,2927.05,139.775,1164.725,2113.675,830.525,-513.925,130.4,-1894.875,2927.05,1148.28,-498.4,2446.4,791.95,2042.925,12836.5,-10404.25,116518.9,-294336.15,5560.1,1584.3,507.05,919.8,-398.2,-50721.7,-13399.2,2958.25,-1859.35,-5431.05,2283,-12414.2,315.85
"8",2010-01-12 21:00:07,2835.95,-1691.6,-2325.75,4067.375,161.6,-1707.8,-1917.475,3406.4,2835.95,949.56,162.1,1326,-497.5,1514.875,25870.875,2671.85,116516.8,-294367.75,5759.225,1809.05,-209.05,1853.45,-584,-50384.9,-13136.9,3032.5,-1925.05,-6189.35,2505.35,-12403.95,348.4
"9",2010-01-12 21:00:08,2942.625,2257.475,1544.2,1305.475,2488.875,1817.175,574.9,5974.1,2942.625,753.46,61.5,-560.4,274.95,1952,35481.875,12071.375,116517.3,-294437.6,5418.25,1816.7,211.15,2530.45,-738.2,-51072.75,-13215.3,3021.85,-1939.25,-5588.4,2867.65,-11825.85,898.2
"10",2010-01-12 21:00:09,3434.875,4065.125,5979.775,771.725,-848.825,-247.5,429.3,-426.95,3434.875,651.56,-995.05,1344.2,3331.45,3351.5,15075.675,-8066.575,116517.7,-294469.4,5300.05,2341.3,126.25,1020.35,-460.9,-51162.5,-13230.8,2615.9,-1681.2,-5172.55,2909.45,-12102,778.35
"11",2010-01-12 21:00:10,3837.925,595.65,-7851.7,-637.95,4026.125,310.8,-2597.1,-287.625,3837.925,718.58,-416.35,2765.6,4085.3,3647.2,21553.95,-1100,116517.15,-294481.2,5269.6,2279.25,723.7,1633,-213.3,-50406.7,-13221.7,2873.5,-1585.6,-4732.9,2732.75,-12362.25,499.55
"12",2010-01-12 21:00:11,2369.075,-2488.6,-1039.125,3952.075,-1234.3,1496.1,-776.725,4889.425,2369.075,616.02,641.7,2894.3,4846.75,3956.1,43267.775,19727.1,116517.8,-294426.85,6151.775,1663.3,189.8,873.95,-714.15,-50539.5,-13186.1,2863.75,-2052.45,-5758.45,2137.25,-11967.4,183.6
"13",2010-01-12 21:00:12,3479.8,581.25,2840.05,1549.25,2217.05,-1396.525,1126.275,821.525,3479.8,367.1,442.8,1079.45,3503.8,3220.625,22843.55,-190.2,116517.45,-294464.45,6369.625,1359.25,857.6,3159.25,-544.55,-51442.85,-13264.85,2927.25,-1968,-6227.3,2774.9,-12296.7,575.75
"14",2010-01-12 21:00:13,4220.525,4613.775,-248.025,1646.025,-371.4,830.075,-439.275,2009.825,4220.525,230.78,-793.25,239.35,-2051.5,726.725,29087.725,6030.975,116517.238095238,-294659.1,4791.475,1955.625,-698.55,1207.15,-586.45,-50627.9,-13258.9,2989.1,-1614.95,-5153.25,3156.95,-12125.6,1187.05
"15",2010-01-12 21:00:14,2159.4,1455.56097560976,1225.14634146341,1668.575,2694.9,1521,-1876.075,246.95,2159.4,221.94,-423.85,3002.85,-587.25,1603.975,25887.575,2476.9,116517.75,-294686,4066.2,2267.95,401.35,1179.4,-728.75,-50537.5,-13147.3,2661.3,-1544.25,-5148.85,2502.9,-11933.35,308.35
"16",2010-01-12 21:00:15,3055.975,-1897.15,-6345.7,815.175,644.525,1491.15,-105.775,2703.875,3055.975,333.88,42.25,74.25,3732.9,3550.1,17521.4,-5278.325,116517.4,-294521.7,5686.7,1971.625,931.05,1359.55,-468.05,-50931.5,-13130.35,2801.55,-2011.55,-5786.2,2540.75,-12535.35,368.9
"17",2010-01-12 21:00:16,3491.5,495.825,3021.325,1114.5,1168.525,-1655.85,1115.25,5636.875,3491.5,327.6,729.3,708.55,5109.45,4074.975,38300.45,15306.775,116518.25,-294521.666666667,6631.68292682927,1655,687.6,1556.45,-598.45,-51135.95,-12954.3,3042.75,-1917.5,-5323.5,2544.75,-12321.85,821.65
"18",2010-01-12 21:00:17,2912.4,3918.25,1973.2,3178.3,1589.5,-2429.375,-1437.325,-1933.425,2912.4,211.98,-695.45,4199,3510.35,3317.125,24446.025,1138.625,116519.05,-294719.75,5184.6,2266.3,-816.65,2171.85,-353.6,-50779.25,-13056.15,2810,-1573.25,-5738.25,2696.7,-11826,631.25
"19",2010-01-12 21:00:18,3181.55,1095.025,-1798.2,2092.325,-200.275,4368.1,-1387.025,1107.275,3181.55,455.82,-382.7,2451.6,2969.35,3042.15,28857.425,5724.575,116518.85,-294702.65,5046.8,2198.25,123.1,777.75,-756.2,-50784.45,-13405.25,2619.9,-1872.85,-5872.85,2915.3,-12216.25,541.1
"20",2010-01-12 21:00:19,3635.425,-923.625,-907.35,-2083.675,2838.475,1195.275,234.05,3191.175,3635.425,141.42,-57.25,1201,-490.75,1434.4,10794.25,-12072.475,116518.2,-294645.55,5861.65,1331.575,929.05,1427.15,-537.6,-50977,-12901.35,3216.5,-2148.95,-5375.45,2377.75,-12429.75,398.75
"21",2010-01-12 21:00:20,1973.85,136.875,-2380.775,3135.075,1162.95,-3344.025,401.85,4088.725,1973.85,84.72,300.05,343.3,-1729.4,1029.65,31862.95,9508.35,116518.55,-294676.55,6133.85,1694.95,1302.3,1601.75,128.8,-50615.85,-13006.1,2983.9,-1818.3,-5340.65,2621.35,-12227.75,717.2
"22",2010-01-12 21:00:21,3381.825,3250.825,3474.7,3692.85,-255.175,1000,-1178.125,-1400.025,3381.825,465.28,600.7,402.05,2331.25,2959.425,49697.775,25788.975,116518.2,-294816.6,4963.3,2305.325,-864.85,1237.45,-354.8,-50759.35,-12791.95,2517.2,-1314.95,-6469.7,2891.15,-12200.5,683.75
"23",2010-01-12 21:00:22,4629.575,1079.3,483.4,1088.05,3305.2,1473.7,-985.55,3082.425,4629.575,49.66,-848.15,2770.6,6504.5,4795.675,29977.6,6854.15,116518.35,-294828.6,4620.9,2094.65,-419.4,1454.95,-704.5,-50430.95,-13159.35,2939.15,-1771.45,-5652.15,2845,-12148.55,769.4
"24",2010-01-12 21:00:23,3034.75,-104.725,-3953.2,-187.175,-1105.55,758.85,-108.075,1466.7,3034.75,66.26,-992.55,539.65,4781.45,3837.5,17159.3,-5676.625,116517.7,-294780.45,5131.925,1927.925,869.9,1653.65,-183.8,-51394.05,-13100.7,3024.25,-2342.45,-5329.1,2694.7,-12280.6,591.2
"25",2010-01-12 21:00:24,1932.85,1718.725,-1017.075,1981.05,2493.625,2369.4,-65.775,4677.975,1932.85,289.26,163.4,2745,2710.4,2894.825,7345.7,-15521.5,116518.05,-294680.45,6602.2,2180,1273.05,453.2,-112.7,-51101.65,-12922.5,3044.55,-1705.55,-5953,2416.5,-12338.5,333.8
"26",2010-01-12 21:00:25,2660.4,810.425,3189.75,3108.175,-87.45,-2425.45,-1006.275,-547.5,2660.4,140.94,550.6,3293.7,343.9,1801.15,19302.15,-3292.8,116518.65,-294818.05,6064.7,1691.4,99.25,1631,-260.05,-50648.55,-13091.35,2712.95,-1437.25,-5637.35,2201.1,-12193,585.55
"27",2010-01-12 21:00:26,4532.125,550,534.475,-19.075,2324.025,-493.875,-161.1,202.5,4532.125,122.6,75.65,1599.7,-2941.85,427.55,55808.375,32932.875,116517.45,-294871.05,5326.175,1764.875,-986.15,1906.05,-909.05,-50537.4,-13194.8,2885.1,-1906.45,-5921.7,2808.65,-12490.3,779.8
"28",2010-01-12 21:00:27,4214.475,1083.85,-6261.95,736.95,345.55,1592.85,-1142.25,3557.4,4214.475,377.62,-698.45,-821.6,1451.3,2602.65,32353.95,8452.25,116516.6,-294829,5919.775,1985.6,652.85,808.85,-338.05,-50742.95,-13346.4,2994.8,-2212.7,-5750.95,3553.25,-11957.2,443.45
"29",2010-01-12 21:00:28,1790.15,1940.55,786.275,2629.45,2011.325,2885.775,-1543,4723.175,1790.15,80.94,-539.45,1348.65,6796.65,4926.825,11612.05,-10659.325,116517.1,-294971.25,4644.775,2260.1,1166.7,739.75,-279.7,-51085.75,-13195.7,2957.35,-1683.85,-5299,2519.85,-12063.35,469.2
"30",2010-01-12 21:00:29,1770.15,121.975,5119.925,2138.875,-432.275,-2392.45,1542.15,-1683.825,1770.15,-74.1,-44.65,2837.35,3879.3,3426.75,28104.75,5217.9,116516.85,-294988,4178.525,1959.5,80.35,2147.75,-636.65,-50732.3,-13239.75,3097.05,-1421.15,-6030.8,1794.4,-12517.45,522.35
"31",2010-01-12 21:00:30,4731.125,1296.4,-273,1386.8,1936.75,-242.825,-231.55,30.7,4731.125,797.48,-1101.6,1278.3,2478.35,2835.5,33909.225,11262.35,116518.25,-294903.45,4881.4,1927.4,61.2,255.45,-762.05,-51087,-13165.5,2584.55,-1675.15,-6061.45,2858.5,-12490.75,703.8
"32",2010-01-12 21:00:31,4054.025,819.375,-5781.45,641.525,2736.65,409.775,-1551.45,7221.7,4054.025,468.02,523.9,2382.7,621,1955.325,39912.05,16494.825,116517.6,-294820.3,6244.8,1878.475,-487.2,1504.4,-480.4,-50752.65,-13307.8,2983.8,-2163.55,-5479.45,3535.8,-11988.35,623.05
"33",2010-01-12 21:00:32,1865.05,1441.85,2229.05,2735.15,528.725,2321.4,-47.95,-561,1865.05,273.46,851.1,3325.35,-1385.3,1176,-7430.35,-30476.175,116517.8,-294883.6,6348.225,2073.775,1057.6,671.95,-498.25,-50678.95,-13246.75,3207.2,-1937.3,-5349.3,2418.6,-11993.75,344.05
"34",2010-01-12 21:00:33,3250.325,786.05,-1700.95,1701,-1067.65,-2610.525,-919.975,1113.25,3250.325,276.72,-926.4,-1016.1,4169.55,3759.5,23800.4,2418.46341463415,116518.65,-294958.4,5817.7,2082.25,1378.45,1774.85,-781.6,-50903.1,-13304.15,2542.45,-1859.05,-5835.8,2076.8,-12232,800.1
"35",2010-01-12 21:00:34,3338.9,731.775,1392.675,-680.975,2402.925,3938.075,-351.35,1186.575,3338.9,250.2,-831.85,1092.65,2674.45,2931.65,63887.525,40192.075,116518.15,-294969.6,5804.675,1777.525,-655.15,579.3,-764.45,-50868.45,-12991.15,3155,-1577.4,-5714.9,2625.5,-12266.45,692.9
"36",2010-01-12 21:00:35,1915.325,1721.55,2944.325,2742.4,1127.45,445.525,-289.55,5291.025,1915.325,347.86,6.1,3035.8,1950,2676.35,35137.275,11653.85,116518.95,-295047.95,5175,1966.25,-818.5,686.3,-503.55,-50588.65,-13327.95,2868.15,-1579.05,-5729.15,3147.55,-12309.8,282.05
"37",2010-01-12 21:00:36,4476.825,765.85,-7834.325,750.225,2579.025,-2469.1,-1569.4,643.925,4476.825,469.4,109.9,940.1,3667.25,3455.575,4856.7,-19280.3,116519.6,-295134.55,4111.925,2219.6,846.55,835.65,-355.85,-51278,-13111.05,2867.95,-2125.95,-5658.2,2886.5,-11638.5,612.35
"38",2010-01-12 21:00:37,3924.025,982.75,2306.1,4427.25,-483.25,2093.775,1645.375,-529.475,3924.025,22.06,204.45,2255.95,3659.5,3351.375,-9559.975,-30633.075,116517.45,-295015.3,5004.55,1744.05,1951.95,608.45,-640.5,-50686.8,-13254.15,3051.35,-2033,-5725.25,2351.3,-12446.75,1079.5
"39",2010-01-12 21:00:38,2672.275,816.625,626.1,271.475,1187.425,2674.875,-909.025,2636,2672.275,-337.02,73.35,3070.5,603.2,1986.975,61894.975,39804.475,116518.25,-294952.45,6232.4,2527.375,-1447.25,1387.65,-432.45,-50594.1,-13019.35,2609.85,-1469.75,-5409.9,2260,-12857.25,735.1
"40",2010-01-12 21:00:39,3028.5,1224.7,5177.85,448.75,575.325,-3731.575,-1335.3,4844.6,3028.5,199.94,-1061.3,515.45,10.05,1776.075,63950.85,40098.6,116518.75,-295034.05,6073.925,1601.525,351.05,4.9,-633.15,-51056.1,-13119.2,3032.9,-1702.45,-5802.55,2874,-12051.5,366.1
"41",2010-01-12 21:00:40,2510.525,1097.325,-6030.125,2741.075,2747.35,11.25,-1719.9,-1265.125,2510.525,-26,342.15,752.7,2272.1,2878.25,9661.575,-14586.35,116516.9,-295089.05,5786.725,1934.825,1077.25,-256.55,-532.9,-50832.05,-13181.2,3105.05,-2007.7,-5735.8,2919.3,-11728.2,389.15
"42",2010-01-12 21:00:41,3214.625,1202.65,-2987.275,-854.25,-291.6,2497.95,527.7,2266.575,3214.625,-358.12,580.45,1750.75,4547.85,3851.425,-19781.175,-42717.1,116517.35,-295113.65,5572.1,1773.225,507.75,1623.45,-223.05,-50507.9,-13234.95,2770.25,-2075.7,-5520.2,2587.5,-12209.9,725.15
"43",2010-01-12 21:00:42,3934.9,1112.05,-256.45,2536.175,2272.075,-380.175,759.6,3251,3934.9,260.88,-1305.95,1507.25,4082.85,3552.575,26214.4,5689.025,116517.55,-295115.35,5806.65,2362.075,-179.45,-100.1,-688.35,-50799.5,-13166.9,2962.25,-1502,-5711,2628,-12691.2,1223.05
"44",2010-01-12 21:00:43,2991.95,212.975,8349.025,3632.6,-997.575,503.5,-528.275,1290.825,2991.95,-125.02,-734.9,2390.3,1259.05,2245.4,90961.55,68065.45,116518,-295296.55,4134.175,2387.775,-704.75,-417.5,-1105.7,-51265.05,-13109.15,2922.05,-1723.8,-5514.85,2529.35,-12862.55,435.75
"45",2010-01-12 21:00:44,2376.675,2244,-5757.35,651.25,2646.55,2357.075,-1121.9,2989.025,2376.675,-258.6,627.7,1004.15,1286.1,2329.1,17992.325,-7904.825,116516.35,-295242.1,3987.725,1483.125,677.45,292.9,-230.25,-50984.7,-13222.75,2983.4,-1983.5,-6136,2825.95,-11931.65,583.35
"46",2010-01-12 21:00:45,3613.575,132,-2493.25,-205.225,1360.375,-1637.9,-2323.45,88.125,3613.575,81.62,170.85,1834.15,811.6,2139.65,-14498.775,-36371.875,116517.6,-294998.6,6680.325,1909.575,1825.3,495.6,-70.15,-50512.55,-13164.65,2935.85,-1917.45,-6273.35,2980.3,-11698.35,61.05
"47",2010-01-12 21:00:46,4103.475,408.7,1144.525,2228.225,-129.95,-436.45,539.325,1876.775,4103.475,37.48,271.65,3279.3,2256.6,2818.15,18124.3,-3995.725,116517.75,-295138.15,6589.65,2286.625,-344.6,144.65,-718.15,-50442.15,-13057.85,2626.55,-1648.9,-5180.55,2599.5,-12742.5,1141.4
"48",2010-01-12 21:00:47,2244.475,1055.4,-1031.55,3436.25,2345.725,965.85,1432.525,1995.35,2244.475,-18,-923.5,1294.3,3371.6,3324.2,62375.125,41344.2,116517.75,-295309.7,4930.7,2148.25,-572.7,-461.05,-746.95,-51208.25,-13132.5,3027.6,-1650.8,-5044.9,2295.75,-12645.75,1283.95
"49",2010-01-12 21:00:48,2670.1,2935.3,2098.725,1468.525,418.15,3831.35,-1661.85,3752.925,2670.1,-123.78,-503.3,-774.05,2461.25,2826.725,63545.4,38390,116517,-295279.6,4835.95,1655.625,171.8,-4.8,-28.05,-51081.55,-13192,3153.35,-1942.65,-6008.5,2779.3,-12689.15,312.8
"50",2010-01-12 21:00:49,4293.05,703.6,-1129.075,-1442.55,2181.025,-769.325,-1241.75,1424.925,4293.05,34.58,-372.15,2937.95,2283.95,2818.075,-26603.675,-51283.35,116517.35,-295144.55,6315.6,2080.125,1313.8,-382.45,-181.2,-50464.8,-13167.55,2824.85,-2158.85,-5984.05,3000.5,-11783,240
"51",2010-01-12 21:00:50,4058.5,-1694.275,-2077.175,469.05,243.35,-2619.725,98.15,772.05,4058.5,-350.46,463.3,1233.55,3556.65,3336.45,-6601.025,-26541.7,116516.75,-295288.8,5720.675,2335.25,247.4,512.4,-220.45,-50859.1,-13265.65,2942.85,-1805.2,-5683.15,2456.75,-12076.25,507.45
"52",2010-01-12 21:00:51,907.425,1627.275,-360.025,6051.275,1842.575,-836.975,-534.375,729.175,907.425,-450.12,686.05,2160.6,1178.25,2233.825,67170.975,45302.475,116517.5,-295426.9,4163.325,2042.825,-167.25,-163.2,-416.55,-50989.85,-13377.2,2602.55,-1351.8,-5521.35,2601.9,-12709.6,1244.2
"53",2010-01-12 21:00:52,2699.7,3989.075,2719.575,294.25,524.4,4757.1,-818.025,5254.6,2699.7,-39.48,-1674.35,2212.85,1586.65,2519.975,68455.825,44140.275,116518,-295342.15,4600.1,1748,173.35,-285.65,-363.75,-50771.8,-13005.55,3019.85,-1771.9,-5459.7,2739.9,-13168.65,836.1
"54",2010-01-12 21:00:53,4827.5,344.85,-3967.075,298.975,1093,1211.4,624.3,143.725,4827.5,-416.28,642.85,2417.4,1734.8,2511.525,5131.275,-19633.15,116517.3,-295242.15,6057.3,1903.3,201,-920.5,-360,-50903.3,-13110.35,3274.9,-2173.3,-5404.35,2887.5,-12084.8,247.65
"55",2010-01-12 21:00:54,3931.125,-2324.475,2759.4,2355.425,3282.25,-2987.6,-306.775,-864.425,3931.125,-614.4,141.65,881,2080.7,2758.425,-12959.625,-33834.875,116518.75,-295356.7,5543.175,2328.8,1121.65,-58.65,-391.8,-50957.1,-13357.95,2689.1,-1943.15,-6123.75,2479.15,-11562.35,334.15
"56",2010-01-12 21:00:55,2756.625,1435.1,-1026.175,1754.9,-1873.15,810.525,-1791.8,5754.775,2756.625,-582.8,-138.75,-142.55,1722.75,2510.425,63227.2,40950.425,116518.45,-295369.3,5484.775,2366.9,-215.95,217.2,-386.05,-50524.85,-13046.25,2758.1,-1566.8,-5838.7,2506.05,-12826.4,653.45
"57",2010-01-12 21:00:56,1273.125,4823.425,-1488.275,1997.625,2164.925,-410.1,-2416.275,2279.675,1273.125,-284.9,-466.65,1556,2066.05,2760.45,10151.775,-14011.3,116517.9,-295372.6,5607.2,1377.875,-250.1,-159.5,-274.1,-50602,-13283.8,2912.35,-1765.3,-4951.15,2684.5,-12857.5,1079.15
"58",2010-01-12 21:00:57,3182.275,992.85,-2063.5,-56.7,2003.475,3134.4,1727.5,-1590.05,3182.275,-426.4,-587.35,3882.35,4340.3,3749.7,21987.625,1023.7,116517.45,-295430.95,5271.125,2058.875,741.6,-390.35,-232.45,-51004.05,-13129.05,2864.3,-1954.8,-6079.3,2555.7,-12423.95,579.3
"59",2010-01-12 21:00:58,4496.4,-2453.425,4610.05,1336.6,307.3,1510.225,1794.375,4877.5,4496.4,-122.08,646.15,1807.45,2933.5,3008.45,36268.925,12664.8,116517.3,-295472.75,4830.525,2514.025,876,-691.1,-393.1,-51294.5,-13151.8,3200.25,-2000.8,-5554.85,3070.05,-12192.95,643
"60",2010-01-12 21:00:59,3555.375,766.75,-2596.475,2518.55,1631.825,-737.8,-2211,996.375,3555.375,-227.14,-11.15,683.45,1012.95,2169.525,29791.475,6850.35,116517.25,-295431.6,5132.95,2066.975,-323.65,358.55,-421.05,-50697.55,-13286.35,2921.55,-1682.65,-5581.85,2465.6,-12265.4,243.1
"61",2010-01-12 21:01:00,2548.35,3123.45,-1410.425,3230.5,695.775,-117.825,-1810.95,1401.25,2548.35,-598.16,-1356.9,1516.45,1218.45,2327.1,30752.625,8460.225,116517.2,-295299.15,6716.25,1576.375,389.55,-71.75,-439.25,-50500.4,-13100.5,2422.6,-1528.3,-6078.15,2906.45,-12772.65,743.45
"62",2010-01-12 21:01:01,2559.425,2157.5,2903.2,-268.025,209.75,-2016.425,-44.45,2916.5,2559.425,-260.66,911.8,3500.35,1512.5,2436.2,33153.525,9584.525,116517.75,-295397.15,6689.725,1897.85,292.1,-272.4,-465.35,-50662.55,-13253.25,2915.75,-1916.1,-4832,2673.7,-12657.05,1159.45
"63",2010-01-12 21:01:02,3302.45,-1351.525,-6619.7,-1563.925,1792.375,3616.525,-164.3,903.25,3302.45,308.62,-515.2,241.25,1569.7,2499.725,20091.55,-2275.175,116518.25,-295585.8,4796.525,2425.4,158.65,-1258.9,-711.65,-51207.7,-13150.35,3370.7,-2006.4,-6116.75,2153.55,-12339,276.6
"64",2010-01-12 21:01:03,3987.95,216.475,3623.8,5783.75,2334.375,1124.9,382.2,2025.475,3987.95,-123.4,-177.5,1013.4,2398.35,2899.3,27732.6,3721.35,116518.45,-295610.05,4038.575,1997.075,366.9,564.8,-461.25,-50915.55,-13196.8,2893,-2043.85,-5883.2,2719.65,-11962.4,472.65
"65",2010-01-12 21:01:04,3716.1,3803.65,2142.875,2352.9,-647.85,-3292.95,-1733.025,2090.525,3716.1,-599.46,-507.15,1402.5,3646.6,3435.6,-633.55,-21908.275,116518.2,-295561.85,4111.475,1814.65,-26.6,663.2,-311.9,-50593.7,-13133.65,2662.05,-1568.55,-5200.4,3049.2,-12612,739.1
"66",2010-01-12 21:01:05,2373.55,1745.05,-1467.4,-976.525,1639.025,2044.225,263.3,1892.575,2373.55,-257.34,1124.45,1848.4,2816.5,3015.725,55714.225,32890.7,116518.25,-295389.1,6010.925,2152.525,880.45,-720.2,-561.1,-50937.1,-13163.8,2241.6,-1555.9,-5963.45,2883.65,-12822.95,234
"67",2010-01-12 21:01:06,2673.675,-2353.2,-4988.975,-274.6,1682.675,1445.6,501.475,3006.4,2673.675,25.78,-422.3,3712.9,1711.8,2488.35,27715.875,3690.075,116517.85,-295411.2,6778.675,2064.625,657.95,-496.25,-617.2,-50900.75,-13048.7,3324.45,-2071,-5552.15,2280.1,-12269.65,764.5
"68",2010-01-12 21:01:07,3560.9,978.55,6116.925,4521.175,905.15,-3460.275,-2022.275,1522.625,3560.9,-225.94,-640.5,788.2,1299.05,2367.575,15625.4,-6467.625,116518,-295616.1,5138.3,1917.8,-598.9,-208,-450.6,-50670.6,-12992.85,3109.95,-1883.5,-5609.75,2595.2,-12318.05,496.8
"69",2010-01-12 21:01:08,3052,3312.85,-6314.825,3679.3,2073.75,4357.375,-2375.25,345.95,3052,-504.44,437.05,-980.25,2228.45,2760.625,36207.2,13473.375,116518.05,-295637.7,4379.25,1987.95,76.05,855.7,-334.6,-50914.8,-13296.75,2687.1,-1666.15,-5879.7,2996.95,-12196.05,695
"70",2010-01-12 21:01:09,2763.375,1010.475,6441.2,-2822.725,228.3,636.375,1654.275,1086.225,2763.375,-435.34,-857.5,2504.15,1156.8,2293.225,34135.1,10393.275,116517.9,-295464.95,5964.05,2020.675,1139.6,-454.85,-550.75,-50731.35,-13182.6,2629.35,-1854.1,-5618.2,2982.3,-12462.7,253.9
"71",2010-01-12 21:01:10,2999.725,-757,-6833.825,1818.5,1626.55,-1856.6,-301.3,6219.775,2999.725,-367.88,213.9,4147.65,2147,2780.825,12675.1,-9875.275,116518.1,-295551.95,5890.8,2074.45,248.6,327,-477.55,-51102.8,-13034.9,2633.95,-1838,-5335.1,1781.55,-12617.9,681.45
"72",2010-01-12 21:01:11,3892.8,1359.425,527.25,3425.725,557.475,2920.525,-996.8,-713.175,3892.8,-107.04,561.15,894.6,4556.3,3854.35,37071.825,14641.15,116517,-295671.8,4621.9,2213.225,-243.9,-734.5,-399.15,-50665.9,-13283.8,3141.05,-1914.8,-6070.75,2349.55,-12609.2,366.4
"73",2010-01-12 21:01:12,3284.325,2458.5,3542.95,961.6,1157.5,-1324.775,389.75,287.2,3284.325,52.76,-966.85,-328.9,2508.9,2814,31419.875,7764.025,116516.55,-295591.5,5146.025,1858.675,163,340.15,-612.15,-50749.35,-13198.7,3165.55,-2058.05,-5972.65,3127.4,-12118.2,765.25
"74",2010-01-12 21:01:13,2550.75,1156.6,-326.025,1184.7,1393.4,-486.825,-964.475,3685.75,2550.75,-305.02,118.15,1395.25,1530.05,2439.45,13106.825,-10266.2,116517.35,-295530.65,6062.85,1422.95,858.3,313.4,-630.55,-51018.9,-13125.15,2744.3,-1533.65,-5121.05,3186.35,-12418.2,420.7
"75",2010-01-12 21:01:14,3039.1,-994.35,-1755.525,1275.75,1556.45,1310.4,-1996.2,3951.625,3039.1,109.24,260.25,2794.3,1552.9,2437.625,16611.8,-5551.85,116517.95,-295641.5,5335.6,2355.85,622.2,-252.65,-373.2,-50925.85,-13065.9,2595.7,-1678.85,-5730.75,2709.95,-12565.4,478.4
"76",2010-01-12 21:01:15,4353.925,320.875,-3473.3,2783.6,935.425,-687.725,1206.85,-424.525,4353.925,306.1,-288.15,2417.65,1427.25,2405.225,36516.275,14283.375,116516.8,-295601.75,5619.4,2662.275,-454.55,-108.3,-780,-50554.5,-13118.15,2979.35,-1915.55,-5780.25,1932.8,-12369.9,602.7
"77",2010-01-12 21:01:16,3368.325,2361.025,1750.55,426.025,1072.5,2535.375,1543.1,28.225,3368.325,-122.82,74.7,1214.75,2718.6,3026.575,62797.95,39164.9,116516.25,-295628.6,5578,1699.4,238.75,228.8,-613.65,-50549.65,-13318.15,3071.7,-1844.25,-5903.3,2875.85,-12649.7,328.75
"78",2010-01-12 21:01:17,2044.55,3566.1,1514,603.875,828.2,1075.275,-3537.6,4310,2044.55,150.8,-750.2,1926.95,3661.4,3400.525,1593.125,-23010.55,116516.55,-295693.85,4980.875,1108.725,845.9,-274.5,-492.9,-51241.7,-13108.4,3116.6,-2066.35,-5304.45,3062.85,-12171.4,646.75
